resultDept,pbot15,hiCC,legendControl,extraTxt,extraTxt 2,extraTxt 7,extraTxt 8,extraTxt 9,extraTxt 10,extraTxt 11,extraTxt 12,extraTxt 13,headerSect 3,colCode,weekDay,dayInfo,dayInfo 2,dayInfo 3,weekDay 2,weekDay href,colInst,numCurr,numTot,numWait,onlineMeeting,weekDay 6,alignC,legendControl 3,legendControl 4,enConDesc,enConList,enConList 2,enConList 3,enConList 4,extraTxt 14,extraTxt 15
GGR,Geographies of Markets,GGR430H1-S,,,,"Focuses on actually-existing markets and their geographically-mediated formation and assemblage. Explores how markets are produced, stabilized, reshaped and fall apart at multiple geographic scales. We examine issues such as the debates on states versus markets, embeddedness of markets, neoliberalism and moral justification of markets, varieties of capitalism, regionally variegated capitalism, post-socialist market transitions, and the dynamic evolution of market institutions and economic landscapes.",10.0 FCE's including at least 1.0 FCE in 300+ Geography (SOC SCI/BR=3),Prerequisite:,GGR400H1(2013-14),Exclusion:,"GGR220H1/GGR221H1, GGR326H1",Recommended Preparation:,Room,LEC0101,Thursday,—,13:00,15:30,WI 523,https://map.utoronto.ca/?id=1809#!m/494503,"Zhang, J.",8,30,Yes: 0 student,In Person,,,Priority (P),Enrolment Controls:,"Priority enrolment is given to the groups of students listed below until July 28. There is no course enrolment on July 29. Beginning July 30, all other Arts & Science students can enrol in this section. UTM/UTSC students can enrol in this section starting August 6. The following groups of students are given priority access until July 28:",GEOGRAPHY    Major (Faculty of Arts and Science),GEOGRAPHY    Specialist (Faculty of Arts and Science),"GEOGRAPHY    Major (John H. Daniels Faculty of Architecture, Landscape, & Design)","GEOGRAPHY    Specialist (John H. Daniels Faculty of Architecture, Landscape, & Design)",Social Science,Distribution Requirement:
GGR,Built Environment and Health,GGR433H1-S,,,,"Linking across fields that include public health, geography and planning, this course examines the growing evidence and ways in which human health is affected by the design and development of the built environment in which we live, work and play. The course considers how various planning and development decisions impact population and individual health, particularly in relation to chronic diseases, injuries, and mental health. Potential field trip, transportation cost: $20.",10.0 credits,Prerequisite:,GGR400H1 (Special Topics in Geography I: Built Environments & Health); offered in Winter 2013,Exclusion:,1.0 credit in Geography (SOC SCI/BR=3),Recommended Preparation:,Room,LEC0101,Friday,—,09:00,12:00,OI 4410,https://map.utoronto.ca/?id=1809#!m/494563,"Gesink, D.",0,30,Yes: 12 students,In Person,,,Priority (P),Enrolment Controls:,"Priority enrolment is given to the groups of students listed below until July 28. There is no course enrolment on July 29. Beginning July 30, all other Arts & Science students can enrol in this section. UTM/UTSC students can enrol in this section starting August 6. The following groups of students are given priority access until July 28:",GEOGRAPHY    Major (Faculty of Arts and Science),GEOGRAPHY    Specialist (Faculty of Arts and Science),"GEOGRAPHY    Major (John H. Daniels Faculty of Architecture, Landscape, & Design)","GEOGRAPHY    Specialist (John H. Daniels Faculty of Architecture, Landscape, & Design)",Social Science,Distribution Requirement:
GGR,Building Community Resilience,GGR434H1-S,,,,"Examines concepts of resilience as a way of building the capacity of communities to (a) respond to predicted disruptions/shocks associated with climate change, global pandemics, anticipated disruptions in global food supply, energy insecurity, and environmental degradation; and (b) nurture the development of alternative spaces that support the emergence of more life-sustaining structures and practices. Includes explicit attention to equity and public health, and explores issues such as: participatory governance of social-ecological systems, the nature of social change, complexity science, the role of social movements, indigenous and political ecology perspectives.",10 FCEs,Prerequisite:,GGR400H1 (2011-12),Exclusion:,1.0 FCEs in Geography,Recommended Preparation:,Room,LEC0101,Wednesday,—,11:00,14:00,SK 218,https://map.utoronto.ca/?id=1809#!m/494564,"Poland, B.",0,30,Yes: 13 students,In Person,,,Priority (P),Enrolment Controls:,"Priority enrolment is given to the groups of students listed below until July 28. There is no course enrolment on July 29. Beginning July 30, all other Arts & Science students can enrol in this section. UTM/UTSC students can enrol in this section starting August 6. The following groups of students are given priority access until July 28:",GEOGRAPHY    Major (Faculty of Arts and Science),GEOGRAPHY    Specialist (Faculty of Arts and Science),"GEOGRAPHY    Major (John H. Daniels Faculty of Architecture, Landscape, & Design)","GEOGRAPHY    Specialist (John H. Daniels Faculty of Architecture, Landscape, & Design)",Social Science,Distribution Requirement:
GGR,Indigenous Geographies,JIG440H1-F,,,,"This course draws on theoretical texts of Indigeneity, with a primary focus on Indigenous spaces in the Americas. Course participants will examine how core geographic concepts such as place, territory, land, movement and the scale of the body are sites of colonial dispossession and violence, as well as sites for decolonial and liberatory thought and practice. We will primarily engage with Indigenous-led scholarship within Geography and Indigenous Studies, and creative forms of knowledge production generated across Indigenous communities.","10.0 credits including one of INS200H1, INS201Y1, INS250H1, GGR107H1, GGR124H1, GGR240H1, GGR246H1, GGR254H1",Prerequisite:,GGR400H1 (Special Topics in Geography I: Indigenous Geographies); offered in Fall 2019,Exclusion:,Social Science,Distribution Requirement:,Room,LEC0101,Thursday,—,14:00,17:00,LA 341,https://map.utoronto.ca/?id=1809#!m/494544,"Daigle, M.",9,30,Yes: 0 student,In Person,,,Priority (P),Enrolment Controls:,"Priority enrolment is given to the groups of students listed below until July 28. There is no course enrolment on July 29. Beginning July 30, all other Arts & Science students can enrol in this section. UTM/UTSC students can enrol in this section starting August 6. The following groups of students are given priority access until July 28:",Indigenous Studies   (Faculty of Arts and Science),"Indigenous Studies   (John H. Daniels Faculty of Architecture, Landscape, & Design)",GEOGRAPHY    Major (Faculty of Arts and Science),GEOGRAPHY    Specialist (Faculty of Arts and Science),Society and its Institutions (3),Breadth Requirement:
FRE,Advanced Topics in French Literature,FRE441H1-F,,,,"An advanced, research-oriented seminar devoted to specific issues of French literature and culture. Focus on a literary genre, a particular subject or literary movement, or based on a multidisciplinary approach involving cinema, arts, and music. For more information, see","FRE240H1/FRE245H1, FRE241H1/FRE246H1, FRE345H1",Prerequisite:,Humanities,Distribution Requirement:,Creative and Cultural Representations (1),Breadth Requirement:,Room,LEC5101,Wednesday,—,17:00,19:00,NF 205,https://map.utoronto.ca/?id=1809#!m/494600,"Motsch, A.",15,20,Yes: 0 student,In Person,,,,,,,,,,,
FRE,French Language V: Written French,FSL442H1-F,Timetable instructions,Note:,The placement test  is mandatory for students who do not have the prerequisites.,Designed for students who wish to consolidate and perfect their writing abilities. Skills developped include the mastery of register-based differences; use of rhetorical and stylistic techniques; systematic self-correction; and the advanced use of reference tools including on-line dictionaries.,"FSL421Y1 or, upon first FRE/FSL enrolment, equivalent as determined by the French Placement Test",Prerequisite:,Humanities,Distribution Requirement:,Creative and Cultural Representations (1),Breadth Requirement:,Room,LEC0101,Thursday,—,11:00,14:00,,,"Faulkner, M.",27,60,Yes: 0 student,In Person,—,,Priority (P),Enrolment Controls:,"Priority enrolment is given to the groups of students listed below until July 28. There is no course enrolment on July 29. Beginning July 30, all other Arts & Science students can enrol in this section. UTM/UTSC students can enrol in this section starting August 6. The following groups of students are given priority access until July 28:",ASMAJ0120 MA FRENCH LANGUAGE LEARNING  - Year 4,ASSPE1295 SP FRENCH LANGUAGE & LIT  - Year 4,,,,
FRE,Advanced Topics: Authors,FRE443H1-S,,,,"An advanced, research-oriented seminar devoted to questions concerning the authors practice, originality, and oeuvre. Production, performance and prominence, characteristic genres, religious and philosophical thought, theoretical reflection on literature, language, and belonging as aspects of the analysis of one single authors body of writing. For more information, see","FRE240H1/FRE245H1, FRE241H1/FRE246H1, FRE345H1",Prerequisite:,Humanities,Distribution Requirement:,Creative and Cultural Representations (1),Breadth Requirement:,Room,LEC0101,Thursday,—,14:00,16:00,NF 009,https://map.utoronto.ca/?id=1809#!m/494600,"Abd-elrazak, L.",11,20,Yes: 0 student,In Person,,,,,,,,,,,
FRE,French Language V: Oral French,FSL443H1-S,Timetable instructions,Note:,The placement test  is mandatory for students who do not have the prerequisites.,Designed for students who wish to consolidate and perfect their speaking abilities. This is accomplished through the preparation of longer oral productions involving a rich vocabulary and contextually-appropriate speech registers. Focus on overall pronunciation including fine phonetic detail and fluency.,"FSL421Y1 or, upon first FRE/FSL enrolment, equivalent as determined by the French Placement Test.",Prerequisite:,Not open to fluent or native speakers of French.,Exclusion:,Humanities,Distribution Requirement:,Room,LEC0101,Wednesday,—,12:00,15:00,CR 403,https://map.utoronto.ca/?id=1809#!m/494580,"Beeharry Paray, G.",0,35,Yes: 6 students,In Person,,,Priority (P),Enrolment Controls:,"Priority enrolment is given to the groups of students listed below until July 28. There is no course enrolment on July 29. Beginning July 30, all other Arts & Science students can enrol in this section. UTM/UTSC students can enrol in this section starting August 6. The following groups of students are given priority access until July 28:",ASMAJ0120 MA FRENCH LANGUAGE LEARNING  - Year 4,ASSPE1295 SP FRENCH LANGUAGE & LIT  - Year 4,,,Creative and Cultural Representations (1),Breadth Requirement:
GGR,"Entanglements of Power: Race, Sexuality and the City",GGR456H1-F,,,,"This course investigates the city as a space sculpted by particular configurations and relations of power, and productive of those forms. It considers shifting urban geographies of identity, economy and desire with a focus on race and racism, settler colonialism, empire, the laboring body, sexuality, and sexual identity. Course participants will engage a series of case studies of particular urban spaces and struggles, drawing on conceptual support from scholarship in urban geography, anti-colonial thought, political economy, black studies, feminist and queer theory, Indigenous and settler colonial studies, as well as literature and other artistic work.",10.0 FCEs,Prerequisite:,"GGR400H1 (Special Topics in Geography I: Entanglements of Power: Race, Sexuality and the City); offered in Fall 2018",Exclusion:,2.0 FCEs in GGR,Recommended Preparation:,Room,LEC5101,Wednesday,—,17:00,20:00,HS 100,https://map.utoronto.ca/?id=1809#!m/494459,"Cowen, D.",2,30,Yes: 0 student,In Person,,,Priority (P),Enrolment Controls:,"Priority enrolment is given to the groups of students listed below until July 28. There is no course enrolment on July 29. Beginning July 30, all other Arts & Science students can enrol in this section. UTM/UTSC students can enrol in this section starting August 6. The following groups of students are given priority access until July 28:",GEOGRAPHY  Department of Geography and Planning  Major (Faculty of Arts and Science),GEOGRAPHY  Department of Geography and Planning  Specialist (Faculty of Arts and Science),"GEOGRAPHY  Department of Geography and Planning  Major (John H. Daniels Faculty of Architecture, Landscape, & Design)","GEOGRAPHY  Department of Geography and Planning  Specialist (John H. Daniels Faculty of Architecture, Landscape, & Design)",Social Science,Distribution Requirement:
GGR,GIS Research Project,GGR462H1-S,,,,"Students work in groups to develop their own research project and then acquire, organize and analyze geographic data to complete it. Emphasis is placed on research design, project management and the application of GIS concepts and skills learned in previous courses to a practical problem.",GGR373H1,Prerequisite:,10.0 credits,Recommended Preparation:,"Science, Social Science",Distribution Requirement:,Room,LEC0101,Tuesday,—,12:00,14:00,OI 8201,https://map.utoronto.ca/?id=1809#!m/494563,,10,30,Yes: 0 student,In Person,,—,Priority (P),Enrolment Controls:,"Priority enrolment is given to the groups of students listed below until July 28. There is no course enrolment on July 29. Beginning July 30, all other Arts & Science students can enrol in this section. UTM/UTSC students can enrol in this section starting August 6. The following groups of students are given priority access until July 28:",GEOGRAPHY    Major (Faculty of Arts and Science),GEOGRAPHY    Specialist (Faculty of Arts and Science),"GEOGRAPHY    Major (John H. Daniels Faculty of Architecture, Landscape, & Design)","GEOGRAPHY    Specialist (John H. Daniels Faculty of Architecture, Landscape, & Design)",The Physical and Mathematical Universes (5),Breadth Requirement:
FRE,Medieval French Language,FRE471H1-F,,,,"This course aims to ensure an understanding of Old French, to read most of the medieval texts. From a selection of texts, it explores the form of the language in various centuries and regions and provide a basis for understanding the history of the French language. This course is also listed in the offerings of the Graduate department of French.",FRE272H1/FRE273H1,Prerequisite:,Humanities,Distribution Requirement:,Creative and Cultural Representations (1),Breadth Requirement:,Room,LEC0101,Monday,—,16:00,18:00,TF 202,https://map.utoronto.ca/?id=1809#!m/494581,"Kullmann, D.",25,30,Yes: 0 student,In Person,,,,,,,,,,,
FRE,Reading and Writing Fiction and Non-Fiction in French,FSL472H1-S,,,,"An online course designed for students who wish to further develop their reading and writing skills in French. Students will acquire analytic tools to comprehend, analyze and write fiction and non-fiction texts. Multimedia approach to understanding the cultural experiences of francophone world.",FSL375Y1/(FSL375H1 and 0.5 credit in FRE at the 200-level),Prerequisite:,"FSL421Y1, FSL442H1, FSL443H1",Exclusion:,Humanities,Distribution Requirement:,Room,LEC9901,Monday,—,12:00,15:00,,,,1,35,Yes: 0 student,Online - Synchronous,—,—,Priority (P),Enrolment Controls:,"Priority enrolment is given to the groups of students listed below until July 28. There is no course enrolment on July 29. Beginning July 30, all other Arts & Science students can enrol in this section. UTM/UTSC students can enrol in this section starting August 6. The following groups of students are given priority access until July 28:",ASMIN0556 MI PRACTICAL FRENCH  - Year 4,,,,Creative and Cultural Representations (1),Breadth Requirement:
FRE,Oral French in Context,FSL473H1-S,Timetable instructions,Note:,The placement test  is mandatory for students who do not have the prerequisites.,"Putting students in diverse speaking and listening situations and contexts, this course is designed for those who wish to consolidate and perfect their speaking and listening abilities and take them to the next level. Focusing on a contextual approach of both oral and aural French and various francophone cultures, this course will focus on various aspects and difficulties that come with speaking and understanding French in real-life situations.",FSL375Y1/(FSL375H1 and 0.5 credit in FRE at the 200-level),Prerequisite:,Not open to fluent or native speakers of French.,Exclusion:,Humanities,Distribution Requirement:,Room,LEC0101,Wednesday,—,11:00,14:00,TF 201,https://map.utoronto.ca/?id=1809#!m/494581,"Sacre, S.",0,35,Yes: 2 students,In Person,,,Priority (P),Enrolment Controls:,"Priority enrolment is given to the groups of students listed below until July 28. There is no course enrolment on July 29. Beginning July 30, all other Arts & Science students can enrol in this section. UTM/UTSC students can enrol in this section starting August 6. The following groups of students are given priority access until July 28:",ASMIN0556 MI PRACTICAL FRENCH  - Year 4,,,,Creative and Cultural Representations (1),Breadth Requirement:
GGR,Field Course in Environmental Geography,GGR481H1-F,,,,"Introduction to field studies in environmental geography. The course may include individual assignments and group work. Field trips are concentrated during a one-week period in late August or early September. Some preparation during the preceding summer may be required. Periodic course meetings and shorter field trips continue, along with course work, during the Fall Term. Each student is required to pay the costs of their transportation and accommodation (field trip costs: $100). Students must register with the Department by April. Course may be limited by size. Not eligible for CR/NCR option.",Permission of instructor,Prerequisite:,10.0 credits including 3.0 credits in Geography (SOC SCI/BR=3),Recommended Preparation:,Social Science,Distribution Requirement:,Room,LEC0101,Friday,—,13:00,15:00,SS 2114,https://map.utoronto.ca/?id=1809#!m/494510,"Prudham, S.",13,20,No,In Person,,—,Enrol at Department (E),Enrolment Controls:,Enrolment via ACORN is not available. Students must request permission to enrol in this course by contacting the sponsoring department. Please see Timetable Instructions tab for contact information.,,,,,Society and its Institutions (3),Breadth Requirement:
FRE,Advanced Topics in Bilingualism and L2 acquisition,FRE487H1-F,,,,"This course examines how adult learners acquire various aspects of French language (vocabulary, syntax and/or phonology). It also provides in-depth, practical training in methodological design and quantitative analysis culminating in students’ undertaking of individual experimental studies.",FRE376H1 + FRE378H1 + FRE383H1 + FRE388H1/JFG388H1,Prerequisite:,Humanities,Distribution Requirement:,"Thought, Belief and Behaviour (2)",Breadth Requirement:,Room,LEC0101,Wednesday,—,13:00,16:00,TF 203,https://map.utoronto.ca/?id=1809#!m/494581,"Bello, S.",17,20,Yes: 0 student,In Person,,,,,,,,,,,
FRE,Special Topics in Advanced Linguistics I,FRE488H1-S,,,,"An advanced seminar on a specific aspect of French linguistics. For more information, see .",Varies according to particular course offering; consult the French Studies Undergraduate brochure (www.french.utoronto.ca/undergraduate) for exact prerequisites.,Prerequisite:,Humanities,Distribution Requirement:,"Thought, Belief and Behaviour (2)",Breadth Requirement:,Room,LEC0101,Tuesday,—,13:00,15:00,TF 103,https://map.utoronto.ca/?id=1809#!m/494581,"Bello, S.",14,20,Yes: 0 student,In Person,,,,,,,,,,,
FRE,Special Topics in Advanced Linguistics II,FRE489H1-S,,,,"An advanced seminar on a specific aspect of French linguistics. For more information, see .",Varies according to particular course offering; consult the French Studies Undergraduate brochure (www.french.utoronto.ca/undergraduate) for exact prerequisites,Prerequisite:,Humanities,Distribution Requirement:,"Thought, Belief and Behaviour (2)",Breadth Requirement:,Room,LEC0101,Tuesday,—,10:00,11:00,CR 107,https://map.utoronto.ca/?id=1809#!m/494580,"Brousseau, A.",14,20,Yes: 0 student,In Person,,,,,,,,,,,
FRE,Senior Essay,FRE490Y1-Y,Timetable instructions,Note:,"Applicants must complete the Ballot for Admission and the Description of Project Form, available at  and return them, duly signed by their supervisor, to Alex Yeung, room 226, Odette Hall. An electronic version of the application must be forwarded to french.undergraduate@utoronto.ca The deadlines are as follows: - before the end of the first week of classes in September for F and Y courses; - before the end of the first week of classes in January for S courses; - before the end of April for all summer courses.","A research project on a linguistic, literary, or second language learning topic to be proposed by the student and , culminating in a major research paper. Not eligible for CR/NCR option.",Any 300+ FRE Linguistics/Literature/Second Language Learning course. Permission of Department.,Prerequisite:,Humanities,Distribution Requirement:,,,,LEC0101,—,—,,,—,,,9999,9999,No,In Person (See Delivery Instructions.),,—,Enrol at Department (E),Enrolment Controls:,Enrolment via ACORN is not available. Students must request permission to enrol in this course by contacting the sponsoring department. Please see Timetable Instructions tab for contact information.,,,,,,
FRE,Independent Study,FRE491H1-F,Timetable instructions,Note:,"Applicants must complete the Ballot for Admission and the Description of Project Form, available at  and return them, duly signed by their supervisor, to Alex Yeung, room 226, Odette Hall. An electronic version of the application must be forwarded to french.undergraduate@utoronto.ca The deadlines are as follows: - before the end of the first week of classes in September for F and Y courses; - before the end of the first week of classes in January for S courses; - before the end of April for all summer courses.","A research project on a linguistic, literary, or second language learning topic to be proposed by the student and supervised by a Faculty member on a topic of common interest, including readings, discussions, papers. Not eligible for CR/NCR option.",Any 300+ FRE Linguistics/Literature/Second Language Learning course. Permission of Department.,Prerequisite:,Humanities,Distribution Requirement:,,,Room,LEC0101,,—,,,,,,9997,9999,No,In Person (See Delivery Instructions.),—,—,Enrol at Department (E),Enrolment Controls:,Enrolment via ACORN is not available. Students must request permission to enrol in this course by contacting the sponsoring department. Please see Timetable Instructions tab for contact information.,,,,,,
FRE,Independent Study,FRE491H1-S,Timetable instructions,Note:,"Applicants must complete the Ballot for Admission and the Description of Project Form, available at  and return them, duly signed by their supervisor, to Alex Yeung, room 226, Odette Hall. An electronic version of the application must be forwarded to french.undergraduate@utoronto.ca The deadlines are as follows: - before the end of the first week of classes in September for F and Y courses; - before the end of the first week of classes in January for S courses; - before the end of April for all summer courses.","A research project on a linguistic, literary, or second language learning topic to be proposed by the student and supervised by a Faculty member on a topic of common interest, including readings, discussions, papers. Not eligible for CR/NCR option.",Any 300+ FRE Linguistics/Literature/Second Language Learning course. Permission of Department.,Prerequisite:,Humanities,Distribution Requirement:,,,Room,LEC0101,,—,,,,,,9998,9999,No,In Person (See Delivery Instructions.),—,—,Enrol at Department (E),Enrolment Controls:,Enrolment via ACORN is not available. Students must request permission to enrol in this course by contacting the sponsoring department. Please see Timetable Instructions tab for contact information.,,,,,,
FRE,Independent Study,FRE491H1-Y,Timetable instructions,Note:,"Applicants must complete the Ballot for Admission and the Description of Project Form, available at  and return them, duly signed by their supervisor, to Alex Yeung, room 226, Odette Hall. An electronic version of the application must be forwarded to french.undergraduate@utoronto.ca The deadlines are as follows: - before the end of the first week of classes in September for F and Y courses; - before the end of the first week of classes in January for S courses; - before the end of April for all summer courses.","A research project on a linguistic, literary, or second language learning topic to be proposed by the student and supervised by a Faculty member on a topic of common interest, including readings, discussions, papers. Not eligible for CR/NCR option.",Any 300+ FRE Linguistics/Literature/Second Language Learning course. Permission of Department.,Prerequisite:,Humanities,Distribution Requirement:,,,,LEC0101,—,—,,,—,,,9999,9999,No,In Person (See Delivery Instructions.),,—,Enrol at Department (E),Enrolment Controls:,Enrolment via ACORN is not available. Students must request permission to enrol in this course by contacting the sponsoring department. Please see Timetable Instructions tab for contact information.,,,,,,
GGR,Research Project,GGR491Y1-Y,,,,"Specially designed for students wishing to gain experience in conducting research in their area of specialization. Of particular value for geographers interested in graduate study, or positions in government, planning and consulting firms where research skills may be an asset. Students select a research problem and complete a project under the supervision of a faculty member. Enrolment requires written permission from a faculty supervisor and Associate Chair, Undergraduate; early discussion with a likely supervisor is encouraged. Enrolment may be completed at any time up to September; open to students in a Specialist or Major Program sponsored by the Department of Geography. Not eligible for CR/NCR option.",10 FCEs,Prerequisite:,Social Science,Distribution Requirement:,,,,LEC0101,—,—,,,—,,,9989,9999,No,In Person,,—,Enrol at Department (E),Enrolment Controls:,Enrolment via ACORN is not available. Students must request permission to enrol in this course by contacting the sponsoring department. Please see Timetable Instructions tab for contact information.,,,,,,
FRE,Independent Study,FRE492H1-F,Timetable instructions,Note:,"Applicants must complete the Ballot for Admission and the Description of Project Form, available at  and return them, duly signed by their supervisor, to Alex Yeung, room 226, Odette Hall. An electronic version of the application must be forwarded to french.undergraduate@utoronto.ca The deadlines are as follows: - before the end of the first week of classes in September for F and Y courses; - before the end of the first week of classes in January for S courses; - before the end of April for all summer courses.","A research project on a linguistic, literary, or second language learning topic to be proposed by the student and supervised by a Faculty member on a topic of common interest, including readings, discussions, papers. Not eligible for CR/NCR option.",Any 300+ FRE Linguistics/Literature/Second Language Learning course. Permission of Department.,Prerequisite:,Humanities,Distribution Requirement:,,,Room,LEC0101,,—,,,,,,9999,9999,No,In Person (See Delivery Instructions.),—,—,Enrol at Department (E),Enrolment Controls:,Enrolment via ACORN is not available. Students must request permission to enrol in this course by contacting the sponsoring department. Please see Timetable Instructions tab for contact information.,,,,,,
FRE,Independent Study,FRE492H1-S,Timetable instructions,Note:,"Applicants must complete the Ballot for Admission and the Description of Project Form, available at  and return them, duly signed by their supervisor, to Alex Yeung, room 226, Odette Hall. An electronic version of the application must be forwarded to french.undergraduate@utoronto.ca The deadlines are as follows: - before the end of the first week of classes in September for F and Y courses; - before the end of the first week of classes in January for S courses; - before the end of April for all summer courses.","A research project on a linguistic, literary, or second language learning topic to be proposed by the student and supervised by a Faculty member on a topic of common interest, including readings, discussions, papers. Not eligible for CR/NCR option.",Any 300+ FRE Linguistics/Literature/Second Language Learning course. Permission of Department.,Prerequisite:,Humanities,Distribution Requirement:,,,Room,LEC0101,,—,,,,,,9999,9999,No,In Person (See Delivery Instructions.),—,—,Enrol at Department (E),Enrolment Controls:,Enrolment via ACORN is not available. Students must request permission to enrol in this course by contacting the sponsoring department. Please see Timetable Instructions tab for contact information.,,,,,,
FRE,Independent Study,FRE492H1-Y,Timetable instructions,Note:,"Applicants must complete the Ballot for Admission and the Description of Project Form, available at  and return them, duly signed by their supervisor, to Alex Yeung, room 226, Odette Hall. An electronic version of the application must be forwarded to french.undergraduate@utoronto.ca The deadlines are as follows: - before the end of the first week of classes in September for F and Y courses; - before the end of the first week of classes in January for S courses; - before the end of April for all summer courses.","A research project on a linguistic, literary, or second language learning topic to be proposed by the student and supervised by a Faculty member on a topic of common interest, including readings, discussions, papers. Not eligible for CR/NCR option.",Any 300+ FRE Linguistics/Literature/Second Language Learning course. Permission of Department.,Prerequisite:,Humanities,Distribution Requirement:,,,,LEC0101,—,—,,,—,,,9999,9999,No,In Person (See Delivery Instructions.),,—,Enrol at Department (E),Enrolment Controls:,Enrolment via ACORN is not available. Students must request permission to enrol in this course by contacting the sponsoring department. Please see Timetable Instructions tab for contact information.,,,,,,
GGR,Senior Practicum,GGR492H1-F,,,,"Students design and implement an independent applied geography/planning project in consultation with an employer (paid or volunteer); who will act as their “client.” Enrolment requires written permission from a staff supervisor and Associate Chair, Undergraduate. Only open to students who are enrolled in a Specialist or Major program sponsored by the Department of Geography. Not eligible for CR/NCR option.",Social Science,Distribution Requirement:,,,,,Room,LEC0101,,—,,,,,,9999,9999,No,In Person,—,—,Enrol at Department (E),Enrolment Controls:,Enrolment via ACORN is not available. Students must request permission to enrol in this course by contacting the sponsoring department. Please see Timetable Instructions tab for contact information.,,,,,,
GGR,Senior Practicum,GGR492H1-S,,,,"Students design and implement an independent applied geography/planning project in consultation with an employer (paid or volunteer); who will act as their “client.” Enrolment requires written permission from a staff supervisor and Associate Chair, Undergraduate. Only open to students who are enrolled in a Specialist or Major program sponsored by the Department of Geography. Not eligible for CR/NCR option.",Social Science,Distribution Requirement:,,,,,Room,LEC0101,,—,,,,,,9999,9999,No,In Person,—,—,Enrol at Department (E),Enrolment Controls:,Enrolment via ACORN is not available. Students must request permission to enrol in this course by contacting the sponsoring department. Please see Timetable Instructions tab for contact information.,,,,,,
GGR,Senior Practicum,GGR492H1-Y,,,,"Students design and implement an independent applied geography/planning project in consultation with an employer (paid or volunteer); who will act as their “client.” Enrolment requires written permission from a staff supervisor and Associate Chair, Undergraduate. Only open to students who are enrolled in a Specialist or Major program sponsored by the Department of Geography. Not eligible for CR/NCR option.",Social Science,Distribution Requirement:,,,,,,LEC0101,—,—,,,—,,,9999,9999,No,In Person,,—,Enrol at Department (E),Enrolment Controls:,Enrolment via ACORN is not available. Students must request permission to enrol in this course by contacting the sponsoring department. Please see Timetable Instructions tab for contact information.,,,,,,
GGR,Senior Practicum,GGR492Y1-Y,,,,"Students design and implement an independent applied geography/planning/GIS project in consultation with an employer (paid or volunteer); who will act as their “client”. Enrolment required written permission from a staff supervisor and Associate Chair, Undergraduate. Only open to students who have completed 10 FCEs and who are enrolled in a Specialist, Major or GIS minor program sponsored by the Department of Geography. Not eligible for CR/NCR option.",Social Science,Distribution Requirement:,,,,,,LEC0101,—,—,,,—,,,9999,9999,No,In Person,,—,Enrol at Department (E),Enrolment Controls:,Enrolment via ACORN is not available. Students must request permission to enrol in this course by contacting the sponsoring department. Please see Timetable Instructions tab for contact information.,,,,,,
GGR,Geography Professional Experience,GGR493Y1-Y,,,,"Undertake professional placement matching academic interests and career goals. Students meet regularly during the year in class to cover topics such as: reflective writing, project management, career planning, and the application of academic skills in professional contexts. Research project required that connects a topic related to placement with academic literatures. Normally, one day per week spent at placement site. For students in their final year of a Geography major or specialist program of study, or the GIS Minor. Satisfies program requirements based on placement. Space limited. Applications are reviewed in early spring. Not eligible for CR/NCR option.","14.5 FCEs; must be enrolled in a GGR Major or Specialist, or GIS Minor; permission of instructor.",Prerequisite:,,,,,,LEC0101,Monday,—,10:00,13:00,SS 2105,https://map.utoronto.ca/?id=1809#!m/494510,"DiFrancesco, R.",1,30,No,In Person,,,Enrol at Department (E),Enrolment Controls:,Enrolment via ACORN is not available. Students must request permission to enrol in this course by contacting the sponsoring department. Please see Timetable Instructions tab for contact information.,,,,,,
CERES,Independent Studies,EUR495H1-F,Timetable instructions,Note:,"For more information, please contact the Program Office by telephone (416-946-8962) or email at robert.austin@utoronto.ca.",An in-depth of an issue of relevance to the European Union. Content depends on the instructor. Not eligible for CR/NCR option.,Open only to students enrolled in the European Studies Major Program. Third and Fourth year students only.,Prerequisite:,Varies year to year.,Recommended Preparation:,,,Room,LEC0101,,—,,,,,,9999,9999,No,In Person,—,—,Enrol at Department (E),Enrolment Controls:,Enrolment via ACORN is not available. Students must request permission to enrol in this course by contacting the sponsoring department. Please see Timetable Instructions tab for contact information.,,,,,,
CERES,Independent Studies,EUR495H1-S,Timetable instructions,Note:,"For more information, please contact the Program Office by telephone (416-946-8962) or email at robert.austin@utoronto.ca.",An in-depth of an issue of relevance to the European Union. Content depends on the instructor. Not eligible for CR/NCR option.,Open only to students enrolled in the European Studies Major Program. Third and Fourth year students only.,Prerequisite:,Varies year to year.,Recommended Preparation:,,,Room,LEC0101,,—,,,,,,9999,9999,No,In Person,—,—,Enrol at Department (E),Enrolment Controls:,Enrolment via ACORN is not available. Students must request permission to enrol in this course by contacting the sponsoring department. Please see Timetable Instructions tab for contact information.,,,,,,
