resultDept,pbot15,hiCC,colSectionLocRoomTitle,colSectionLocRooms,colSectionLocRooms 2,colCode,weekDay,dayInfo,dayInfo 2,dayInfo 3,weekDay 2,weekDay href,weekDay 3,alignC,colAvail,numCurr,numTot,numWait,onlineMeeting,legendControl 2,legendControl 3,enConDesc,extraTxt,extraTxt 2,extraTxt 3,extraTxt 4,extraTxt 5,extraTxt 6,headerSect 7,colInst,enConList,enConList 2,enConList 3,extraTxt 7,extraTxt 8,extraTxt 9,extraTxt 10,extraTxt 11,extraTxt 13,extraTxt 14
VIC,Victoria College Independent Studies,VIC391H1-S,,,,LEC0101,,—,,,,,,—,of  available,9999,9999,No,In Person,Enrol at Department (E),Enrolment Controls:,Enrolment via ACORN is not available. Students must request permission to enrol in this course by contacting the sponsoring department. Please see Timetable Instructions tab for contact information.,Course Description:,"These courses provide an opportunity to design an interdisciplinary course of study not otherwise available within the Faculty. Written application (detailed proposal, reading list and a letter of support from a Victoria College faculty member who is prepared to supervise) must be submitted for approval on behalf of Victoria College. For application procedures visit the Victoria College website. Not eligible for CR/NCR option.",A minimum CGPA of 3.0 and have completed 10 FCE and permission of College Program Director.,Prerequisite:,Humanities,Distribution Requirement:,Room,,,,,,,,,,,
VIC,Victoria College Independent Studies,VIC391H1-Y,Room,1st Term,2nd Term,LEC0101,,—,,,—,,—,—,of  available,9999,9999,No,In Person,Enrol at Department (E),Enrolment Controls:,Enrolment via ACORN is not available. Students must request permission to enrol in this course by contacting the sponsoring department. Please see Timetable Instructions tab for contact information.,Course Description:,"These courses provide an opportunity to design an interdisciplinary course of study not otherwise available within the Faculty. Written application (detailed proposal, reading list and a letter of support from a Victoria College faculty member who is prepared to supervise) must be submitted for approval on behalf of Victoria College. For application procedures visit the Victoria College website. Not eligible for CR/NCR option.",A minimum CGPA of 3.0 and have completed 10 FCE and permission of College Program Director.,Prerequisite:,Humanities,Distribution Requirement:,,,,,,,,,,,,
VIC,Victoria College Independent Studies,VIC391Y1-Y,Room,1st Term,2nd Term,LEC0101,,—,,,—,,—,—,of  available,9998,9999,No,In Person,Enrol at Department (E),Enrolment Controls:,Enrolment via ACORN is not available. Students must request permission to enrol in this course by contacting the sponsoring department. Please see Timetable Instructions tab for contact information.,Course Description:,"These courses provide an opportunity to design an interdisciplinary course of study not otherwise available within the Faculty. Written application (detailed proposal, reading list and a letter of support from a Victoria College faculty member who is prepared to supervise) must be submitted for approval on behalf of Victoria College. For application procedures visit the Victoria College website. Not eligible for CR/NCR option.",A minimum CGPA of 3.0 and have completed 10 FCE and permission of College Program Director.,Prerequisite:,Humanities,Distribution Requirement:,,,,,,,,,,,,
VIC,Renaissance Studies Independent Study,REN392H1-F,,,,LEC0101,,—,,,,,,—,of  available,9999,9999,No,In Person,Enrol at Department (E),Enrolment Controls:,Enrolment via ACORN is not available. Students must request permission to enrol in this course by contacting the sponsoring department. Please see Timetable Instructions tab for contact information.,Course Description:,"This course provides an opportunity to design an interdisciplinary course of study, not otherwise available within the Faculty, with the intent of addressing specific topics in Renaissance studies. Written application (detailed proposal, reading list and a letter of support from a Victoria College faculty member who is prepared to supervise) must be submitted for approval on behalf of Victoria College. For application procedures visit the Victoria College website. Not eligible for CR/NCR option.",Completion of 9.0 credits and permission of Program Coordinator.,Prerequisite:,VIC392H1,Exclusion:,Room,,,,,,,Humanities,Distribution Requirement:,,,
VIC,Renaissance Studies Independent Study,REN392H1-S,,,,LEC0101,,—,,,,,,—,of  available,9999,9999,No,In Person,Enrol at Department (E),Enrolment Controls:,Enrolment via ACORN is not available. Students must request permission to enrol in this course by contacting the sponsoring department. Please see Timetable Instructions tab for contact information.,Course Description:,"This course provides an opportunity to design an interdisciplinary course of study, not otherwise available within the Faculty, with the intent of addressing specific topics in Renaissance studies. Written application (detailed proposal, reading list and a letter of support from a Victoria College faculty member who is prepared to supervise) must be submitted for approval on behalf of Victoria College. For application procedures visit the Victoria College website. Not eligible for CR/NCR option.",Completion of 9.0 credits and permission of Program Coordinator.,Prerequisite:,VIC392H1,Exclusion:,Room,,,,,,,Humanities,Distribution Requirement:,,,
VIC,Renaissance Studies Independent Study,REN392H1-Y,Room,1st Term,2nd Term,LEC0101,,—,,,—,,—,—,of  available,9999,9999,No,In Person,Enrol at Department (E),Enrolment Controls:,Enrolment via ACORN is not available. Students must request permission to enrol in this course by contacting the sponsoring department. Please see Timetable Instructions tab for contact information.,Course Description:,"This course provides an opportunity to design an interdisciplinary course of study, not otherwise available within the Faculty, with the intent of addressing specific topics in Renaissance studies. Written application (detailed proposal, reading list and a letter of support from a Victoria College faculty member who is prepared to supervise) must be submitted for approval on behalf of Victoria College. For application procedures visit the Victoria College website. Not eligible for CR/NCR option.",Completion of 9.0 credits and permission of Program Coordinator.,Prerequisite:,VIC392H1,Exclusion:,,,,,,,,Humanities,Distribution Requirement:,,,
VIC,Renaissance Studies Independent Study,REN392Y1-Y,Room,1st Term,2nd Term,LEC0101,,—,,,—,,—,—,of  available,9998,9999,No,In Person,Enrol at Department (E),Enrolment Controls:,Enrolment via ACORN is not available. Students must request permission to enrol in this course by contacting the sponsoring department. Please see Timetable Instructions tab for contact information.,Course Description:,"This course provides an opportunity to design an interdisciplinary course of study, not otherwise available within the Faculty, with the intent of addressing specific topics in Renaissance studies. Written application (detailed proposal, reading list and a letter of support from a Victoria College faculty member who is prepared to supervise) must be submitted for approval on behalf of Victoria College. For application procedures visit the Victoria College website. Not eligible for CR/NCR option.",Completion of 9.0 credits and permission of the Program Coordinator.,Prerequisite:,VIC392Y1,Exclusion:,,,,,,,,Humanities,Distribution Requirement:,,,
UC,University College Independent Studies,UNI393Y1-Y,Room,1st Term,2nd Term,LEC0101,,—,,,—,,—,—,of  available,9999,9999,No,In Person,Enrol at Department (E),Enrolment Controls:,Enrolment via ACORN is not available. Students must request permission to enrol in this course by contacting the sponsoring department. Please see Timetable Instructions tab for contact information.,Course Description:,"An opportunity to design an independent research course of study at the 300 level not otherwise available within the Faculty. Normally, students will have a minimum cGPA of 3.0 and have completed 10 FCEs. Permission of a faculty supervisor and approval by the Vice-Prinicipal are required. Those registered in a UC program or UC-registered students should submit a written proposal and application form to the Programs Office (UC173) for approval. Applications for Y and F courses are due by 30 June prior to the academic year; S courses to be submitted by 15 September; Summer proposals are due by 15 February. Not eligible for CR/NCR option.",Application form is available at the University College website at www.uc.utoronto.ca/,Prerequisite:,Permission of University College Vice-Principal,,,,,,,Note:,"For 'E' indicator courses: An application and College approval are required. Please contact Khamla Sengthavy for further information at: UC165, Monday to Friday, 9:00am-4:30pm, 416-978-8083, or khamla.sengthavy@utoronto.ca.",,,Application and more information are available on the University College website at: https://www.uc.utoronto.ca/programs-study-academic-programs-independent-study,,
UC,University College Independent Studies,UNI394H1-F,,,,LEC0101,,—,,,,,,—,of  available,9999,9999,No,In Person,Enrol at Department (E),Enrolment Controls:,Enrolment via ACORN is not available. Students must request permission to enrol in this course by contacting the sponsoring department. Please see Timetable Instructions tab for contact information.,Course Description:,"An opportunity to design an independent research course of study at the 300 level not otherwise available within the Faculty. Normally, students will have a minimum cGPA of 3.0 and have completed 10 FCEs. Permission of a faculty supervisor and approval by the Vice-Prinicipal are required. Those registered in a UC program or UC-registered students should submit a written proposal and application form to the Programs Office (UC173) for approval. Applications for Y and F courses are due by 30 June prior to the academic year; S courses to be submitted by 15 September; Summer proposals are due by 15 February. Not eligible for CR/NCR option.",Application form is available at the University College website at www.uc.utoronto.ca/.,Prerequisite:,Permission of University College Vice-Principal,,Room,,,,,Note:,"For 'E' indicator courses: An application and College approval are required. Please contact Khamla Sengthavy for further information at: UC165, Monday to Friday, 9:00am-4:30pm, 416-978-8083, or khamla.sengthavy@utoronto.ca.",,,Application and more information are available on the University College website at: https://www.uc.utoronto.ca/programs-study-academic-programs-independent-study,,
UC,University College Independent Studies,UNI394H1-S,,,,LEC0101,,—,,,,,,—,of  available,9999,9999,No,In Person,Enrol at Department (E),Enrolment Controls:,Enrolment via ACORN is not available. Students must request permission to enrol in this course by contacting the sponsoring department. Please see Timetable Instructions tab for contact information.,Course Description:,"An opportunity to design an independent research course of study at the 300 level not otherwise available within the Faculty. Normally, students will have a minimum cGPA of 3.0 and have completed 10 FCEs. Permission of a faculty supervisor and approval by the Vice-Prinicipal are required. Those registered in a UC program or UC-registered students should submit a written proposal and application form to the Programs Office (UC173) for approval. Applications for Y and F courses are due by 30 June prior to the academic year; S courses to be submitted by 15 September; Summer proposals are due by 15 February. Not eligible for CR/NCR option.",Application form is available at the University College website at www.uc.utoronto.ca/.,Prerequisite:,Permission of University College Vice-Principal,,Room,,,,,Note:,"For 'E' indicator courses: An application and College approval are required. Please contact Khamla Sengthavy for further information at: UC165, Monday to Friday, 9:00am-4:30pm, 416-978-8083, or khamla.sengthavy@utoronto.ca.",,,Application and more information are available on the University College website at: https://www.uc.utoronto.ca/programs-study-academic-programs-independent-study,,
UC,Independent Study in Asian Canadian Studies,CDN395H1-F,,,,LEC0101,,—,,,,,,—,of  available,9999,9999,No,In Person,Enrol at Department (E),Enrolment Controls:,Enrolment via ACORN is not available. Students must request permission to enrol in this course by contacting the sponsoring department. Please see Timetable Instructions tab for contact information.,Course Description:,An opportunity to write an independent research paper in Asian Canadian Studies under direction of a faculty member. Students wishing to take this course must have their essay proposal and supervisor approved by the Canadian Studies Program Director. The application for enrolment should be made in the term preceding study. Not eligible for CR/NCR option.,CDN267H1/CDN268H1 or permission of instructor,Prerequisite:,UNI395H1,Exclusion:,Room,,,,,Note:,"For 'E' indicator courses: An application and College approval are required. Please contact Khamla Sengthavy for further information at: UC165, Monday to Friday, 9:00am-4:30pm, 416-978-8083, or khamla.sengthavy@utoronto.ca.",,,Application is available on the Canadian Studies website at: https://www.uc.utoronto.ca/canadian-studies,,
UC,Independent Study in Asian Canadian Studies,CDN395H1-S,,,,LEC0101,,—,,,,,,—,of  available,9999,9999,No,In Person,Enrol at Department (E),Enrolment Controls:,Enrolment via ACORN is not available. Students must request permission to enrol in this course by contacting the sponsoring department. Please see Timetable Instructions tab for contact information.,Course Description:,An opportunity to write an independent research paper in Asian Canadian Studies under direction of a faculty member. Students wishing to take this course must have their essay proposal and supervisor approved by the Canadian Studies Program Director. The application for enrolment should be made in the term preceding study. Not eligible for CR/NCR option.,CDN267H1/CDN268H1 or permission of instructor,Prerequisite:,UNI395H1,Exclusion:,Room,,,,,Note:,"For 'E' indicator courses: An application and College approval are required. Please contact Khamla Sengthavy for further information at: UC165, Monday to Friday, 9:00am-4:30pm, 416-978-8083, or khamla.sengthavy@utoronto.ca.",,,Application is available on the Canadian Studies at: https://www.uc.utoronto.ca/canadian-studies,,
UC,Health Studies Practicum,HST400Y1-Y,Room,1st Term,2nd Term,LEC0101,Monday,—,12:00,15:00,UC F204,https://map.utoronto.ca/?id=1809#!m/494517,UC F204,,of  available,5,15,No,In Person,Enrol at Department (E),Enrolment Controls:,Enrolment via ACORN is not available. Students must request permission to enrol in this course by contacting the sponsoring department. Please see Timetable Instructions tab for contact information.,Course Description:,"For students enrolled in the Health Studies Specialist and Major programs. Individual field placement with a health-related institution or organization, in which the student applies theory and skills to specific projects and/or tasks. Culminates in an oral and written report. Not eligible for CR/NCR option.",HST350H1/HST350Y1 or permission of the Director,Prerequisite:,,,,"Schluter, D.",,,,Note:,"For 'E' indicator courses: An application and College approval are required. Please contact Khamla Sengthavy for further information at: UC165, Monday to Friday, 9:00am-4:30pm, 416-978-8083, or khamla.sengthavy@utoronto.ca.",,,"Application, guidelines, and supplementary documents are available on the Health Studies website at: https://www.uc.utoronto.ca/health-studies",,
TRIN,Trinity Independent Studies,TRN400H1-F,,,,LEC0101,,—,,,,,,—,of  available,9996,9999,No,In Person,Enrol at Department (E),Enrolment Controls:,Enrolment via ACORN is not available. Students must request permission to enrol in this course by contacting the sponsoring department. Please see Timetable Instructions tab for contact information.,Course Description:,Trinity Independent Studies. Not eligible for CR/NCR option.,Humanities,Distribution Requirement:,,,Room,,,,,Note:,Please visit our website for information on the application and enrolment process:,,,https://www.trinity.utoronto.ca/study-arts-science/research-courses-experiential-learning/independent-studies-program/,,
TRIN,Trinity Independent Studies,TRN400H1-S,,,,LEC0101,,—,,,,,,—,of  available,9999,9999,No,In Person,Enrol at Department (E),Enrolment Controls:,Enrolment via ACORN is not available. Students must request permission to enrol in this course by contacting the sponsoring department. Please see Timetable Instructions tab for contact information.,Course Description:,Trinity Independent Studies. Not eligible for CR/NCR option.,Humanities,Distribution Requirement:,,,Room,,,,,Note:,Please visit our website for information on the application and enrolment process:,,,https://www.trinity.utoronto.ca/study-arts-science/research-courses-experiential-learning/independent-studies-program/,,
TRIN,Trinity Independent Studies,TRN400H1-Y,Room,1st Term,2nd Term,LEC0101,,—,,,—,,—,—,of  available,9999,9999,No,In Person,Enrol at Department (E),Enrolment Controls:,Enrolment via ACORN is not available. Students must request permission to enrol in this course by contacting the sponsoring department. Please see Timetable Instructions tab for contact information.,Course Description:,Trinity Independent Studies. Not eligible for CR/NCR option.,Humanities,Distribution Requirement:,,,,,,,,,,,,,,
UC,Seminar in Cognitive Science,COG401H1-S,,,,LEC0101,Tuesday,—,10:00,13:00,UC 144,https://map.utoronto.ca/?id=1809#!m/494517,,,of  available,0,30,Yes: 9 students,In Person,Priority (P),Enrolment Controls:,"Priority enrolment is given to the groups of students listed below until July 28. There is no course enrolment on July 29. Beginning July 30, all other Arts & Science students can enrol in this section. UTM/UTSC students can enrol in this section starting August 6. The following groups of students are given priority access until July 28:",Course Description:,"Advanced treatment of cognitive science topics for arts majors. Possible topics include: concepts, consciousness, the mind-body problem, cognitive science and the arts.",COG250Y1; PHL342H1; 14.0 credits,Prerequisite:,"COG402H1, COG403H1",Exclusion:,Room,"John, J.",ASMAJ1445 MA COGNITIVE SCIENCE(ARTS),ASMAJ1445A MA COG SCI: ARTS - PERC&ATTEN,ASMAJ1445B MA COG SCI: ARTS - LANG & COG,,,Humanities,Distribution Requirement:,,"Thought, Belief and Behaviour (2)",Breadth Requirement:
VIC,Seminar in Comparative Literature,LCT401H1-F,,,,LEC0101,Tuesday,—,10:00,12:00,NF 008,https://map.utoronto.ca/?id=1809#!m/494600,NF 008,,of  available,4,4,Yes: 0 student,In Person,Enrol at Department (E),Enrolment Controls:,Enrolment via ACORN is not available. Students must request permission to enrol in this course by contacting the sponsoring department. Please see Timetable Instructions tab for contact information.,Course Description:,This course offers senior students in Literature and Critical Theory the opportunity to take part in a graduate seminar in Comparative Literature. Topics change annually and are listed on the Victoria College programs website.,Permission of instructor,Prerequisite:,Humanities,Distribution Requirement:,Room,"Ricco, J.",,,,,,Creative and Cultural Representations (1),Breadth Requirement:,,,
VIC,Seminar in Comparative Literature,LCT401H1-S,,,,LEC0101,Monday,—,10:00,12:00,EM 205,https://map.utoronto.ca/?id=1809#!m/494463,NF 332,—,of  available,4,4,Yes: 0 student,In Person,Enrol at Department (E),Enrolment Controls:,Enrolment via ACORN is not available. Students must request permission to enrol in this course by contacting the sponsoring department. Please see Timetable Instructions tab for contact information.,Course Description:,This course offers senior students in Literature and Critical Theory the opportunity to take part in a graduate seminar in Comparative Literature. Topics change annually and are listed on the Victoria College programs website.,Permission of instructor,Prerequisite:,Humanities,Distribution Requirement:,Room,"Rupp, S.",,,,,,Creative and Cultural Representations (1),Breadth Requirement:,,,
UC,Seminar in Cognitive Science,COG402H1-F,,,,LEC0101,Tuesday,—,10:00,13:00,UC 177,https://map.utoronto.ca/?id=1809#!m/494517,,,of  available,0,30,Yes: 0 student,In Person,Priority (P),Enrolment Controls:,"Priority enrolment is given to the groups of students listed below until July 28. There is no course enrolment on July 29. Beginning July 30, all other Arts & Science students can enrol in this section. UTM/UTSC students can enrol in this section starting August 6. The following groups of students are given priority access until July 28:",Course Description:,"Advanced treatment of cognitive science topics such as neuroscientific theories of consciousness, rationality and modelling of cognitive processes.",COG250Y1; PSY270H1; 14.0 credits,Prerequisite:,COG401H1; COG403H1,Exclusion:,Room,"Fletcher, L.",ASMAJ1445 MA COGNITIVE SCIENCE(ARTS),ASMAJ1445A MA COG SCI: ARTS - PERC&ATTEN,ASMAJ1445B MA COG SCI: ARTS - LANG & COG,,,"Science, Social Science",Distribution Requirement:,,"Thought, Belief and Behaviour (2)",Breadth Requirement:
VIC,Translation and Comparativity,LCT402H1-F,,,,LEC0101,Tuesday,—,14:00,16:00,NF 231,https://map.utoronto.ca/?id=1809#!m/494600,,,of  available,15,25,Yes: 0 student,In Person,Priority (P),Enrolment Controls:,"Priority enrolment is given to the groups of students listed below until July 28. There is no course enrolment on July 29. Beginning July 30, all other Arts & Science students can enrol in this section. UTM/UTSC students can enrol in this section starting August 6. The following groups of students are given priority access until July 28:",Course Description:,"This course will consider questions of adaptation, appropriation, imitation, hybridity and incommensurability across languages, geographical regions, epochs, media, and academic disciplines. Course topics may include the role of translation in the historical projects of nation-building and empire.","LCT202Y1 and one of: LCT302H1, LCT303H1, LCT304H1, LCT305H1, LCT306H1, LCT307H1; or permission of instructor.",Prerequisite:,VIC402H1,Exclusion:,Room,"Seidman, N.",ASMAJ1023 MA LIT & CRIT THRY (CULTURAL),ASMAJ1026 MA LIT & CRIT THRY (COMP LIT),ASMIN0539 MI LITERATURE & CRITICAL THRY,,,Humanities,Distribution Requirement:,,"Thought, Belief and Behaviour (2)",Breadth Requirement:
UC,Seminar in Cognitive Science,COG403H1-S,,,,LEC0101,Wednesday,—,14:00,17:00,BA 2200,https://map.utoronto.ca/?id=1809#!m/494470,,—,of  available,0,30,Yes: 14 students,In Person,Priority (P),Enrolment Controls:,"Priority enrolment is given to the groups of students listed below until July 28. There is no course enrolment on July 29. Beginning July 30, all other Arts & Science students can enrol in this section. UTM/UTSC students can enrol in this section starting August 6. The following groups of students are given priority access until July 28:",Course Description:,"Advanced treatment of cognitive science topics, including the application of core ideas from probability theory, information theory, statistics, and machine learning to modelling human cognition and artificial intelligence.","CSC148H1; COG250Y1; COG260H1; (MAT135H1, MAT136H1)/MAT137Y1, 0.5 FCE in statistics; 14.0 credits",Prerequisite:,COG401H1; COG402H1,Exclusion:,Room,,ASMAJ1445 MA COGNITIVE SCIENCE(ARTS),ASMAJ1445A MA COG SCI: ARTS - PERC&ATTEN,ASMAJ1445B MA COG SCI: ARTS - LANG & COG,,,Science,Distribution Requirement:,,The Physical and Mathematical Universes (5),Breadth Requirement:
UC,Seminar in Cognitive Science,COG404H1-S,,,,LEC0101,Tuesday,—,13:00,16:00,UC 175,https://map.utoronto.ca/?id=1809#!m/494517,,,of  available,13,30,Yes: 0 student,In Person,Priority (P),Enrolment Controls:,"Priority enrolment is given to the groups of students listed below until July 28. There is no course enrolment on July 29. Beginning July 30, all other Arts & Science students can enrol in this section. UTM/UTSC students can enrol in this section starting August 6. The following groups of students are given priority access until July 28:",Course Description:,"Advanced treatment of cognitive science topics, including language processes and language representation, productions and comprehension, language acquisition, and language and theory of mind, pragmatics, reference and context.",COG250Y1; JLP315H1/JLP374H1; LIN232H1/LIN241H1; 14.0 credits.,Prerequisite:,COG401H1; COG402H1; COG403H1,Exclusion:,Room,"Grigoroglou, M.",ASMAJ0506 MA LINGUISTICS,ASMAJ1445 MA COGNITIVE SCIENCE(ARTS),ASMAJ1445A MA COG SCI: ARTS - PERC&ATTEN,,,Social Science,Distribution Requirement:,,"Thought, Belief and Behaviour (2)",Breadth Requirement:
TRIN,Trinity Independent Studies,TRN404Y1-Y,Room,1st Term,2nd Term,LEC0101,,—,,,—,,—,—,of  available,9994,9999,No,In Person,,,,Course Description:,Trinity Independent Studies. Not eligible for CR/NCR option.,Humanities,Distribution Requirement:,,,,,,,,,,,,,,
UC,Global Migration and Health,HST405H1-F,,,,LEC0101,Thursday,—,10:00,12:00,VC 101,https://map.utoronto.ca/?id=1809#!m/494602,,,of  available,0,25,Yes: 0 student,In Person,Priority (P),Enrolment Controls:,"Priority enrolment is given to the groups of students listed below until July 28. NOTE: Spaces for each priority group in this course are not equal, and each priority group has its own waitlist until July 28. As of July 30, the waitlists for each priority group merge into one, and your rank on the waitlist may change; this is also when other Arts & Science students can begin to enrol. Beginning August 4, other downtown campus students can enrol in this section. There is no course enrolment on August 5. UTM/UTSC students can enrol in this section starting August 6. The following groups of students are given priority access until July 28:",Course Description:,"Over the past decades, economic globalization, widening socio-economic inequities, conflict, natural disasters, environmental degradation, and, more recently, climate change have combined to become increasingly significant forces shaping global migration fluxes. This course analyzes the impact of migration on the health of those who move and of individuals, communities and entire societies in countries of origin, transit, arrival, and resettlement. It adopts an interdisciplinary approach, incorporating scholarly work from the fields of public health, the social sciences, law, and human rights.",HST209H1,Prerequisite:,"HST307H1 (Special Topics in Health Studies I: Globalization, Migration and Health); offered in Winter 2017, Winter 2018, and Winter 2019",Exclusion:,Room,"Cortinois, A.",ASFOC1540A FOC HEALTH STUDIES,ASFOC2270A FOC HEALTH STUDIES,ASMAJ2085 MA HEALTH STUDIES,,,Social Science,Distribution Requirement:,,Society and its Institutions (3),Breadth Requirement:
TRIN,Trinity Independent Studies,TRN405Y1-Y,Room,1st Term,2nd Term,LEC0101,,—,,,—,,—,—,of  available,9998,9999,No,In Person,,,,Course Description:,Trinity Independent Studies. Not eligible for CR/NCR option.,Humanities,Distribution Requirement:,,,,,,,,,,,,,,
UC,Topics in Canadian Studies III,CDN406H1-S,,,,LEC0101,Thursday,—,15:00,17:00,UC 330,https://map.utoronto.ca/?id=1809#!m/494517,,,of  available,22,30,Yes: 0 student,In Person,Priority (P),Enrolment Controls:,"Priority enrolment is given to the groups of students listed below until July 28. There is no course enrolment on July 29. Beginning July 30, all other Arts & Science students can enrol in this section. UTM/UTSC students can enrol in this section starting August 6. The following groups of students are given priority access until July 28:",Course Description:,An in-depth study of selected questions in contemporary Canadian culture and society. Content will vary from year to year. Specific course information will be available on the Canadian Studies website at .,At least 4.0 FCE in Faculty of Arts & Science/1.0 FCE in Canadian Studies,Prerequisite:,"CDN267H1, CDN268H1",Recommended Preparation:,Room,"O'Flynn, S.",ASMAJ0728 MA CANADIAN STUDIES,ASMIN0728 MI CANADIAN STUDIES,ASMIN2728 MI ASIAN CANADIAN STUDIES,,,Social Science,Distribution Requirement:,,Society and its Institutions (3),Breadth Requirement:
TRIN,Community Research Partnerships in Ethics,TRN406H1-F,,,,LEC0101,,—,,,,,,—,of  available,9999,9999,No,In Person,,,,Course Description:,Students undertake research projects designed to meet the knowledge needs of ethics-oriented organizations in the broader community.,"Students must be in the final year of registration in the Major Program in Ethics, Society, and Law and will normally have a CGPA of at least 3.70. Enrolment is by application. Consult the Arts & Science Registration Instructions and Timetable at http://www.artsci.utoronto.ca/current/course for course enrolment procedures.",Prerequisite:,"PHL271H1, TRN203H1, TRN204H1, TRN303H1",Recommended Preparation:,Room,,,,,,,Humanities,Distribution Requirement:,,"Thought, Belief and Behaviour (2)",Breadth Requirement:
TRIN,Community Research Partnerships in Ethics,TRN406H1-S,,,,LEC0101,,—,,,,,,—,of  available,9999,9999,No,In Person,,,,Course Description:,Students undertake research projects designed to meet the knowledge needs of ethics-oriented organizations in the broader community.,"Students must be in the final year of registration in the Major Program in Ethics, Society, and Law and will normally have a CGPA of at least 3.70. Enrolment is by application. Consult the Arts & Science Registration Instructions and Timetable at http://www.artsci.utoronto.ca/current/course for course enrolment procedures.",Prerequisite:,"PHL271H1, TRN203H1, TRN204H1, TRN303H1",Recommended Preparation:,Room,,,,,,,Humanities,Distribution Requirement:,,"Thought, Belief and Behaviour (2)",Breadth Requirement:
UC,Special Topics in Advanced Health Studies I,HST407H1-S,,,,LEC0101,,,,,,,,—,,,,,,,,,Course Description:,"The specific content of this course will vary from one year to another, depending on the availability of particular health researchers and scholars. Specific course information will be available on the Health Studies website at www.uc.utoronto.ca/healthstudies/.",,,,,Room,,,,,,,,,,,
TRIN,Community Research Partnerships in Ethics,TRN407Y1-Y,Room,1st Term,2nd Term,LEC0101,Wednesday,—,12:00,14:00,TC 22,https://map.utoronto.ca/?id=1809#!m/494461,TC 22,,of  available,2,15,No,In Person,Enrol at Department (E),Enrolment Controls:,Enrolment via ACORN is not available. Students must request permission to enrol in this course by contacting the sponsoring department. Please see Timetable Instructions tab for contact information.,Course Description:,Students undertake research projects designed to meet the knowledge needs of ethics-oriented organizations in the broader community.,"TRN303H1. Students must be in the final year of registration in the Major Program in Ethics, Society, and Law and will normally have a CGPA of at least 3.70. Enrolment is by invitation. Consult the Arts & Science course enrolment web page at https://www.artsci.utoronto.ca/current/academics/course-enrolment for enrolment procedures.",Prerequisite:,"PHL271H1, TRN203H1, TRN204H1",Recommended Preparation:,,"Leitch, J.",,,,,,Humanities,Distribution Requirement:,,"Thought, Belief and Behaviour (2)",Breadth Requirement:
UC,Special Topics in Advanced Health Studies II,HST409H1-S,,,,LEC0101,Wednesday,—,14:00,16:00,VC 304,https://map.utoronto.ca/?id=1809#!m/494602,,,of  available,0,25,Yes: 12 students,In Person,Priority (P),Enrolment Controls:,"Priority enrolment is given to the groups of students listed below until July 28. There is no course enrolment on July 29. Beginning July 30, all other Arts & Science students can enrol in this section. UTM/UTSC students can enrol in this section starting August 6. The following groups of students are given priority access until July 28:",Course Description:,"The specific content of this course will vary from one year to another, depending on the availability of particular health researchers and scholars. Specific course information will be available on the Health Studies website at www.uc.utoronto.ca/healthstudies/.",UNI409H1,Exclusion:,,,Room,"Sonnenschein, J.",ASMAJ2085 MA HEALTH STUDIES,ASSPE2085 SP HEALTH STUDIES,,,,,,,,
TRIN,Selected Topics in International Studies,TRN409H1-F,,,,LEC0101,Monday,—,12:00,14:00,TC 22,https://map.utoronto.ca/?id=1809#!m/494461,TC 22,,of  available,1,12,Yes: 0 student,In Person,"Priority, then Enrol at Department (PE)",Enrolment Controls:,"Priority enrolment on ACORN is given to the groups of students listed below until July 28. There is no course enrolment on July 29. Beginning July 30, all students must request permission to enrol in this section by contacting the sponsoring department. Please see Timetable Instructions tab for contact information. The following groups of students are given priority access on ACORN until July 28:",Course Description:,Selected Topics in International Studies,Enrolment in the International Relations program or in a History or Political Science major or specialist program,Prerequisite:,TRN409Y1,Exclusion:,Room,"Cunningham, S.",ASMAJ1469 MA INTERNATIONAL RELATIONS  - Year 4,ASSPE1469 SP INTERNATIONAL RELATIONS  - Year 4,ASMAJ1469 MA INTERNATIONAL RELATIONS  - Year 4,Note:,International Relations Majors cannot be enrolled in both TRN409 and TRN410. IR Majors enrolled in both TRN409 and TRN410 may be removed without warning. Note that IR Majors may only enrol in one section of TRN409.,Humanities,Distribution Requirement:,,Society and its Institutions (3),Breadth Requirement:
TRIN,Selected Topics in International Studies,TRN409H1-S,,,,LEC0101,Monday,—,14:00,16:00,TC 22,https://map.utoronto.ca/?id=1809#!m/494461,TC 24,,of  available,0,12,Yes: 0 student,In Person,"Priority, then Enrol at Department (PE)",Enrolment Controls:,"Priority enrolment on ACORN is given to the groups of students listed below until July 28. There is no course enrolment on July 29. Beginning July 30, all students must request permission to enrol in this section by contacting the sponsoring department. Please see Timetable Instructions tab for contact information. The following groups of students are given priority access on ACORN until July 28:",Course Description:,Selected Topics in International Studies,Enrolment in the International Relations program or in a History or Political Science major or specialist program,Prerequisite:,TRN409Y1,Exclusion:,Room,"Cunningham, S.",ASMAJ1469 MA INTERNATIONAL RELATIONS  - Year 4,ASSPE1469 SP INTERNATIONAL RELATIONS  - Year 4,ASMAJ1469 MA INTERNATIONAL RELATIONS  - Year 4,Note:,International Relations Majors cannot be enrolled in both TRN409 and TRN410. IR Majors enrolled in both TRN409 and TRN410 may be removed without warning. Note that IR Majors may only enrol in one section of TRN409.,Humanities,Distribution Requirement:,,Society and its Institutions (3),Breadth Requirement:
