resultDept,pbot15,hiCC,legendControl,extraTxt,extraTxt 2,extraTxt 4,extraTxt 5,extraTxt 6,extraTxt 7,extraTxt 8,extraTxt 9,extraTxt 10,headerSect 3,colCode,weekDay,dayInfo,dayInfo 2,dayInfo 3,weekDay 2,colInst,colAvail,numCurr,numTot,numWait,onlineMeeting,headerSect 8,weekDay 3,weekDay 4,alignC,weekDay 10,alignC 4,weekDay 18,extraTxt 11,extraTxt 12,weekDay href,extraTxt 13,legendControl 4,legendControl 5,enConDesc,enConList,enConList 2,dayInfo 28,dayInfo 29,dayInfo 30,weekDay href 4
STAT,Methods for Multivariate Data,STA437H1-F,Delivery instructions,Note:,Some of the scheduled in-person lectures may be offered online depending on current public health and institutional guidelines.,"Practical techniques for the analysis of multivariate data; fundamental methods of data reduction with an introduction to underlying distribution theory; basic estimation and hypothesis testing for multivariate means and variances; regression coefficients; principal components and partial, multiple and canonical correlations; multivariate analysis of variance; profile analysis and curve fitting for repeated measurements; classification and the linear discriminant function.",STA302H1/STAC67H3/STA302H5,Prerequisite:,"STAD37H3, STA437H5",Exclusion:,MAT224H1/MAT247H1,Recommended Preparation:,Room,LEC5101,Wednesday,—,18:00,21:00,SF 1105,"Molkaraie, M.",of  available,1,200,Yes: 0 student,In Person (See Delivery Instructions.),,,,,,,,Science,Distribution Requirement:,https://map.utoronto.ca/?id=1809#!m/494481,"Details about the course meeting schedule, as well as other course activities and assessments, will be communicated in the course syllabus and/or on Quercus.",Priority (P),Enrolment Controls:,"Priority enrolment is given to the groups of students listed below until July 28. There is no course enrolment on July 29. Beginning July 30, all other Arts & Science students can enrol in this section. UTM/UTSC students can enrol in this section starting August 6. The following groups of students are given priority access until July 28:",ASSPE1540 SP APPLIED STATISTICS,ASSPE2270 SP STATISTICAL SCI: METH & PRA,,,,
STAT,Methods for Multivariate Data,STA437H1-S,Delivery instructions,Note:,Some of the scheduled in-person lectures may be offered online depending on current public health and institutional guidelines.,"Practical techniques for the analysis of multivariate data; fundamental methods of data reduction with an introduction to underlying distribution theory; basic estimation and hypothesis testing for multivariate means and variances; regression coefficients; principal components and partial, multiple and canonical correlations; multivariate analysis of variance; profile analysis and curve fitting for repeated measurements; classification and the linear discriminant function.",STA302H1/STAC67H3/STA302H5,Prerequisite:,"STAD37H3, STA437H5",Exclusion:,MAT224H1/MAT247H1,Recommended Preparation:,Room,LEC0101,Tuesday,—,14:00,17:00,BA 1160,"Zhou, Z.",of  available,99,200,Yes: 0 student,In Person (See Delivery Instructions.),,,,,HS 610,,Thursday,Science,Distribution Requirement:,https://map.utoronto.ca/?id=1809#!m/494470,"Details about the course meeting schedule, as well as other course activities and assessments, will be communicated in the course syllabus and/or on Quercus.",Priority (P),Enrolment Controls:,"Priority enrolment is given to the groups of students listed below until July 28. There is no course enrolment on July 29. Beginning July 30, all other Arts & Science students can enrol in this section. UTM/UTSC students can enrol in this section starting August 6. The following groups of students are given priority access until July 28:",ASSPE1540 SP APPLIED STATISTICS,ASSPE2270 SP STATISTICAL SCI: METH & PRA,—,15:00,18:00,https://map.utoronto.ca/?id=1809#!m/494459
SMC,Introduction to Old Irish,CLT441H1-S,,,,"This course will introduce students to Old Irish, the language of Western Europe’s earliest vernacular literature. The course will focus on bringing students to a reading knowledge of Classical Old Irish, drawing on the most recent teaching aids and incorporating translation exercises and prepared reading passages from the early literature. The course will also teach the linguistic vocabulary for describing a Celtic language. No prior knowledge of Irish is assumed.",Completion of 9.0 credits,Prerequisite:,SMC441Y1,Exclusion:,Humanities,Distribution Requirement:,Room,LEC0101,Thursday,—,11:00,13:00,Contact DEPT,"Miles, B.",of  available,0,6,Yes: 1 student,In Person,,,,,,,,Creative and Cultural Representations (1),Breadth Requirement:,,,,,,,,,,,
STAT,Methods of Applied Statistics,STA442H1-F,Delivery instructions,Note:,Some of the scheduled in-person lectures may be offered online depending on current public health and institutional guidelines.,"Advanced topics in statistics and data analysis with emphasis on applications. Diagnostics and residuals in linear models, introduction to generalized linear models, graphical methods, additional topics such as random effects models, designed experiments, model selection, analysis of censored data, introduced as needed in the context of case studies.","STA303H1/(STAC67H3, STAC51H3); CSC108H1/CSC110Y1/CSC120H1/CSC148H1/CSCA08H3/CSCA48H3/CSCA20H3/CSC108H5/CSC148H5",Prerequisite:,STA441H5,Exclusion:,At least an additional 1.0 FCE in STA courses at the 300 or 400 level,Recommended Preparation:,Room,LEC0101,Friday,—,09:00,12:00,NF 003,"Brown, P.",of  available,99,250,Yes: 0 student,In Person (See Delivery Instructions.),,,,,,,,Science,Distribution Requirement:,https://map.utoronto.ca/?id=1809#!m/494600,"Details about the course meeting schedule, as well as other course activities and assessments, will be communicated in the course syllabus and/or on Quercus.",Priority (P),Enrolment Controls:,"Priority enrolment is given to the groups of students listed below until July 28. There is no course enrolment on July 29. Beginning July 30, all other Arts & Science students can enrol in this section. UTM/UTSC students can enrol in this section starting August 6. The following groups of students are given priority access until July 28:",ASSPE1540 SP APPLIED STATISTICS,ASSPE2270 SP STATISTICAL SCI: METH & PRA,,,,
STAT,Methods of Applied Statistics,STA442H1-S,Delivery instructions,Note:,Lectures will be delivered online and tutorials will be offered in-person or online depending on the tutorial section in which you enrol.,"Advanced topics in statistics and data analysis with emphasis on applications. Diagnostics and residuals in linear models, introduction to generalized linear models, graphical methods, additional topics such as random effects models, designed experiments, model selection, analysis of censored data, introduced as needed in the context of case studies.","STA303H1/(STAC67H3, STAC51H3); CSC108H1/CSC110Y1/CSC120H1/CSC148H1/CSCA08H3/CSCA48H3/CSCA20H3/CSC108H5/CSC148H5",Prerequisite:,STA441H5,Exclusion:,At least an additional 1.0 FCE in STA courses at the 300 or 400 level,Recommended Preparation:,Room,LEC0101,Wednesday,—,15:00,17:00,—,"Nadarajah, T.",of  available,136,250,Yes: 0 student,Online - Synchronous (See Delivery Instructions.),Activity,Wednesday,—,—,,—,,Science,Distribution Requirement:,,All assessments will be completed online.,Priority (P),Enrolment Controls:,"Priority enrolment is given to the groups of students listed below until July 28. There is no course enrolment on July 29. Beginning July 30, all other Arts & Science students can enrol in this section. UTM/UTSC students can enrol in this section starting August 6. The following groups of students are given priority access until July 28:",ASSPE1540 SP APPLIED STATISTICS,ASSPE2270 SP STATISTICAL SCI: METH & PRA,,,,
STAT,Stochastic Processes,STA447H1-S,Delivery instructions,Note:,"Some of the scheduled in-person lectures may be offered online depending on current public health and institutional guidelines. Details about the course meeting schedule, as well as other course activities and assessments, will be communicated in the course syllabus and/or on Quercus.","Discrete and continuous time processes with an emphasis on Markov, Gaussian and renewal processes. Martingales and further limit theorems. A variety of applications taken from some of the following areas are discussed in the context of stochastic modeling: Information Theory, Quantum Mechanics, Statistical Analyses of Stochastic Processes, Population Growth Models, Reliability, Queuing Models, Stochastic Calculus, Simulation (Monte Carlo Methods).",STA347H1/MAT377H1/STAC62H3,Prerequisite:,"STA348H5, STAC63H5",Exclusion:,Science,Distribution Requirement:,Room,LEC2501,Thursday,—,18:00,21:00,SF 1105,"Park, J.",of  available,8,15,Yes: 0 student,In Person (See Delivery Instructions.),,,,,SF 1105,,Thursday,The Physical and Mathematical Universes (5),Breadth Requirement:,https://map.utoronto.ca/?id=1809#!m/494481,,Restricted (R1),Enrolment Controls:,This section is restricted at all times to the following students:,(Faculty of Applied Science & Engineering),,—,18:00,21:00,https://map.utoronto.ca/?id=1809#!m/494481
STAT,Topics in Statistics,STA450H1-S,Timetable instructions,Note:,"Students must complete a questionnaire available on the Department of Statistical Sciences SharePoint website to apply to enrol in this course. Priority given to students who are currently in a Statistics Major or Specialist program, and who have demonstrated breadth of knowledge and skills in statistical methodology through successful completion of 3 or more 300+ STA courses. Some of the scheduled in-person lectures may be offered online depending on current public health and institutional guidelines. Details about the course meeting schedule, as well as other course activities and assessments, will be communicated in the course syllabus and/or on Quercus.","Topics of current research interest are covered. Topics change from year to year, and students should consult the department for information on material presented in a given year.",Science,Distribution Requirement:,The Physical and Mathematical Universes (5),Breadth Requirement:,,,Room,LEC0101,Friday,—,10:00,13:00,UC 140,,of  available,38,80,No,In Person,Subtitle,,,,,—,,,,https://map.utoronto.ca/?id=1809#!m/494517,,Enrol at Department (E),Enrolment Controls:,Enrolment via ACORN is not available. Students must request permission to enrol in this course by contacting the sponsoring department. Please see Timetable Instructions tab for contact information.,,,,,,
STAT,Loss Models,ACT451H1-F,Delivery instructions,Note:,"Lectures will be delivered online and tests tutorials and office hours will be offered in-person.  Details about the course meeting schedule, as well as other course activities and assessments, will be communicated in the course syllabus and/or on Quercus.","Loss models policy adjustments, frequency and severity models, compound distributions.","STA257H1, ACT240H1 (minimum 63%); ACT245H1 (minimum 63%); ACT247H1 (minimum 63%)",Prerequisite:,Science,Distribution Requirement:,The Physical and Mathematical Universes (5),Breadth Requirement:,Room,LEC0101,Tuesday,—,11:00,12:00,GB 248,"Lin, X.",of  available,2,81,Yes: 0 student,In Person (See Delivery Instructions.),,,,,SS 1073,,Thursday,,,https://map.utoronto.ca/?id=1809#!m/494473,It is strongly recommended that students have a computer with a microphone and camera in order to participate in any online components of this course.,,,,,,—,10:00,12:00,https://map.utoronto.ca/?id=1809#!m/494510
SMC,Senior Essay in Celtic Studies,CLT451Y1-Y,Timetable instructions,Note:,"For ""E"" indicator courses, please contact the SMC Program Administrator, Stephanie Taylor at sm.taylor@utoronto.ca or 416-926-7256 (50 St. Joseph Street, Odette Hall, Room 020, St. Michael's College).",A scholarly project chosen by the student in consultation with a faculty supervisor and approved by the Program Coordinator. Arrangements for the choice of topic must be completed by the student before registration. Application forms are available from the SMC Principal's Office. Not eligible for CR/NCR option.,Completion of 8.0 credits and written approval of the Program Coordinator and Program Director,Prerequisite:,Humanities,Distribution Requirement:,,,,LEC0101,,—,,,—,,of  available,9999,9999,No,In Person,,,—,,,—,,,,,,Enrol at Department (E),Enrolment Controls:,Enrolment via ACORN is not available. Students must request permission to enrol in this course by contacting the sponsoring department. Please see Timetable Instructions tab for contact information.,,,,,,
STAT,Loss Models II,ACT452H1-S,Delivery instructions,Note:,"Lectures will be delivered online, and tutorials, office hours and tests will be given in-person.  Details about the course meeting schedule, as well as other course activities and assessments, will be communicated in the course syllabus and/or on Quercus. It is strongly recommended that students have a computer with a microphone and camera in order to participate in any online components of this course.","Estimation of Loss and Survival Models using complete, censored and truncated data. Product-Limit estimation, empirical estimation, moment and percentile estimation, maximum likelihood estimation and simulation models.","ACT240H1 (minimum 63%); ACT245H1 (minimum 63%); ACT247H1 (minimum 63%); STA261H1, ACT451H1",Prerequisite:,Science,Distribution Requirement:,The Physical and Mathematical Universes (5),Breadth Requirement:,Room,LEC0101,Wednesday,—,10:00,12:00,SS 1073,"Lin, X.",of  available,0,70,Yes: 10 students,In Person (See Delivery Instructions.),,,,,HS 106,,Friday,,,https://map.utoronto.ca/?id=1809#!m/494510,,,,,,,—,10:00,11:00,https://map.utoronto.ca/?id=1809#!m/494459
STAT,Mathematical Statistics I,STA452H1-F,Delivery instructions,Note:,"Some of the scheduled in-person lectures may be offered online depending on current public health and institutional guidelines. Details about the course meeting schedule, as well as other course activities and assessments, will be communicated in the course syllabus and/or on Quercus.","Statistical theory and its applications at an advanced mathematical level. Topics include probability and distribution theory as it specifically pertains to the statistical analysis of data. Linear models and the geometry of data, least squares and the connection to conditional expectation. The basic concept of inference and the likelihood function.","MAT223H1/MAT240H1/MATA22H3/MATA23H3/MAT223H5/MAT240H5; MAT235Y1/MAT237Y1/MAT257Y1/(MATB41H3, MATB42H3)/(MAT232H5, MAT236H5)/(MAT233H5, MAT236H5); (STA257H1, STA355H1)/STA347H1. Note: MAT237Y1/MAT257Y1; (MAT223H1, MAT224H1)/MAT240H1 very strongly recommended.",Prerequisite:,Science,Distribution Requirement:,The Physical and Mathematical Universes (5),Breadth Requirement:,Room,LEC0101,Wednesday,—,10:00,12:00,KP 108,"Brenner, D.",of  available,100,150,Yes: 0 student,In Person (See Delivery Instructions.),,,,,KP 108,,Friday,,,https://map.utoronto.ca/?id=1809#!m/494488,,,,,,,—,10:00,11:00,https://map.utoronto.ca/?id=1809#!m/494488
STAT,Mathematical Statistics II,STA453H1-S,Delivery instructions,Note:,"Some of the scheduled in-person lectures may be offered online depending on current public health and institutional guidelines. Details about the course meeting schedule, as well as other course activities and assessments, will be communicated in the course syllabus and/or on Quercus.","Continuation of STA452H1: statistical theory and its applications at an advanced mathematical level. Topics include classical estimation, theory with methods based on the likelihood function and the likelihood statistics. Testing hypothesis and the evaluation of confidence from both a Bayesian and frequentist point of view.",STA452H1,Prerequisite:,Science,Distribution Requirement:,The Physical and Mathematical Universes (5),Breadth Requirement:,Room,LEC0101,Wednesday,—,10:00,12:00,ES B149,"Brenner, D.",of  available,46,80,Yes: 0 student,In Person (See Delivery Instructions.),,,,,ES B149,,Friday,,,https://map.utoronto.ca/?id=1809#!m/494499,,,,,,,—,10:00,11:00,https://map.utoronto.ca/?id=1809#!m/494499
STAT,Advanced Topics in Actuarial Science,ACT455H1-S,Delivery instructions,Note:,"Some of the scheduled in-person lectures may be offered online depending on current public health and institutional guidelines. Details about the course meeting schedule, as well as other course activities and assessments, will be communicated in the course syllabus and/or on Quercus. It is strongly recommended that students have a computer with a microphone and camera in order to participate in any online components of this course.","Advanced life contingencies, multiple decrement theory, insurance policy expenses, multi-state transition models, Poisson processes.","ACT240H1 (minimum 63%); ACT245H1 (minimum 63%); ACT247H1 (minimum 63%); ACT348H1, ACT350H1/STA347H1",Prerequisite:,Science,Distribution Requirement:,The Physical and Mathematical Universes (5),Breadth Requirement:,Room,LEC0101,Tuesday,—,14:00,16:00,MS 2173,"Badescu, A.",of  available,33,60,Yes: 0 student,In Person (See Delivery Instructions.),,,,,MS 2173,,Thursday,,,https://map.utoronto.ca/?id=1809#!m/494491,,,,,,,—,14:00,15:00,https://map.utoronto.ca/?id=1809#!m/494491
SMC,Directed Research,SMC457H1-F,Timetable instructions,Note:,"For ""E"" indicator courses, please contact the SMC Program Administrator, Stephanie Taylor at sm.taylor@utoronto.ca or 416-926-7256 (50 St. Joseph Street, Odette Hall, Room 020, St. Michael's College).","Based on a professor's research project currently in progress, this course will enable an undergraduate student to play a useful role in the project while receiving hands-on training in research. Not eligible for CR/NCR option.",Completion of 10.0 credits and written approval of a faculty supervisor and the SMC Principal.,Prerequisite:,Humanities,Distribution Requirement:,,,Room,LEC0101,,—,,,—,,of  available,9999,9999,No,In Person,,,,,,—,,,,,,Enrol at Department (E),Enrolment Controls:,Enrolment via ACORN is not available. Students must request permission to enrol in this course by contacting the sponsoring department. Please see Timetable Instructions tab for contact information.,,,,,,
SMC,Directed Research,SMC457H1-S,Timetable instructions,Note:,"For ""E"" indicator courses, please contact the SMC Program Administrator, Stephanie Taylor at sm.taylor@utoronto.ca or 416-926-7256 (50 St. Joseph Street, Odette Hall, Room 020, St. Michael's College).","Based on a professor's research project currently in progress, this course will enable an undergraduate student to play a useful role in the project while receiving hands-on training in research. Not eligible for CR/NCR option.",Completion of 10.0 credits and written approval of a faculty supervisor and the SMC Principal.,Prerequisite:,Humanities,Distribution Requirement:,,,Room,LEC0101,,—,,,—,,of  available,9999,9999,No,In Person,,,,,,—,,,,,,Enrol at Department (E),Enrolment Controls:,Enrolment via ACORN is not available. Students must request permission to enrol in this course by contacting the sponsoring department. Please see Timetable Instructions tab for contact information.,,,,,,
STAT,Time Series Analysis,STA457H1-F,Delivery instructions,Note:,Lectures will be delivered online and tutorials will be offered in-person or online depending on the tutorial section in which you enrol.,"An overview of methods and problems in the analysis of time series data. Topics include: descriptive methods, filtering and smoothing time series, theory of stationary processes, identification and estimation of time series models, forecasting, seasonal adjustment, spectral estimation, bivariate time series models.","STA302H1/STAC67H3/STA302H5; MAT235Y1/MAT237Y1/MAT257Y1/(MATB41H3, MATB42H3)/(MAT232H5, MAT236H5)/(MAT233H5, MAT236H5)",Prerequisite:,"STAD57H3, STA457H5",Exclusion:,Science,Distribution Requirement:,Room,LEC5101,Tuesday,—,18:00,20:00,—,"Nadarajah, T.",of  available,0,220,Yes: 0 student,Online - Synchronous (See Delivery Instructions.),Activity,Tuesday,—,—,,—,,The Physical and Mathematical Universes (5),Breadth Requirement:,,All assessments will be completed online.,,,,,,,,,
STAT,Time Series Analysis,STA457H1-S,Delivery instructions,Note:,Lectures will be delivered online and tutorials will be offered in-person or online depending on the tutorial section in which you enrol.,"An overview of methods and problems in the analysis of time series data. Topics include: descriptive methods, filtering and smoothing time series, theory of stationary processes, identification and estimation of time series models, forecasting, seasonal adjustment, spectral estimation, bivariate time series models.","STA302H1/STAC67H3/STA302H5; MAT235Y1/MAT237Y1/MAT257Y1/(MATB41H3, MATB42H3)/(MAT232H5, MAT236H5)/(MAT233H5, MAT236H5)",Prerequisite:,"STAD57H3, STA457H5",Exclusion:,Science,Distribution Requirement:,Room,LEC0101,Thursday,—,15:00,17:00,—,"Nadarajah, T.",of  available,0,200,Yes: 33 students,Online - Synchronous (See Delivery Instructions.),Activity,Thursday,—,—,—,—,Thursday,The Physical and Mathematical Universes (5),Breadth Requirement:,https://map.utoronto.ca/?id=1809#!m/494470,All assessments will be completed online.,Restricted (R1),Enrolment Controls:,This section is restricted at all times to the following students:,(Faculty of Applied Science & Engineering),,—,15:00,17:00,
STAT,Stochastic Methods for Actuarial Science,ACT460H1-F,Delivery instructions,Note:,"Lectures will be delivered online and tests tutorials and office hours will be offered in-person.  Details about the course meeting schedule, as well as other course activities and assessments, will be communicated in the course syllabus and/or on Quercus.","Applications of the lognormal distribution, Brownian motion, geometric Brownian motion, martingales, Ito's lemma, stochastic differential equations, interest rate models, the Black-Scholes model, volatility, value at risk, conditional tail expectation.",ACT240H1 (minimum 63%); ACT245H1 (minimum 63%); ACT247H1 (minimum 63%); ACT350H1/STA347H1,Prerequisite:,ACT370H1 strongly recommended,Recommended Preparation:,Science,Distribution Requirement:,Room,LEC0101,Tuesday,—,14:00,17:00,SS 2106,"Zhang, Y.",of  available,36,45,Yes: 0 student,In Person (See Delivery Instructions.),,,,,SS 2106,,Tuesday,The Physical and Mathematical Universes (5),Breadth Requirement:,https://map.utoronto.ca/?id=1809#!m/494510,It is strongly recommended that students have a computer with a microphone and camera in order to participate in any online components of this course.,Restricted (R1),Enrolment Controls:,This section is restricted at all times to the following students:,(Faculty of Applied Science & Engineering),,—,14:00,17:00,https://map.utoronto.ca/?id=1809#!m/494510
STAT,Theory and Methods for Complex Spatial Data,STA465H1-S,Delivery instructions,Note:,"Some of the scheduled in-person lectures may be offered online depending on current public health and institutional guidelines. Details about the course meeting schedule, as well as other course activities and assessments, will be communicated in the course syllabus and/or on Quercus.","Data acquisition trends in the environmental, physical and health sciences are increasingly spatial in character and novel in the sense that modern sophisticated methods are required for analysis. This course will cover different types of random spatial processes and how to incorporate them into mixed effects models for Normal and non-Normal data. Students will be trained in a variety of advanced techniques for analyzing complex spatial data and, upon completion, will be able to undertake a variety of analyses on spatially dependent data, understand which methods are appropriate for various research questions, and interpret and convey results in the light of the original questions posed.","STA302H1/STAC67H3/STA302H5, STA303H1",Prerequisite:,Science,Distribution Requirement:,The Physical and Mathematical Universes (5),Breadth Requirement:,Room,LEC0101,Wednesday,—,12:00,13:00,GB 119,"Leos Barajas, V.",of  available,50,80,Yes: 0 student,In Person (See Delivery Instructions.),,,,,GB 119,,Friday,,,https://map.utoronto.ca/?id=1809#!m/494473,,,,,,,—,11:00,13:00,https://map.utoronto.ca/?id=1809#!m/494473
STAT,Credibility and Simulation,ACT466H1-S,Delivery instructions,Note:,"Some of the scheduled in-person lectures may be offered online depending on current public health and institutional guidelines. Details about the course meeting schedule, as well as other course activities and assessments, will be communicated in the course syllabus and/or on Quercus. It is strongly recommended that students have a computer with a microphone and camera in order to participate in any online components of this course.","Limited fluctuation credibility, Bayesian estimation, Buhlmann credibility, non-parametric credibility methods, inverse transformation simulation method, specialized simulation methods for the normal and lognormal distributions, Monte Carlo methods, the bootstrap method.","ACT240H1 (minimum 63%); ACT245H1 (minimum 63%); ACT247H1 (minimum 63%); STA261H1, ACT350H1/STA347H1, ACT451H1",Prerequisite:,Science,Distribution Requirement:,The Physical and Mathematical Universes (5),Breadth Requirement:,Room,LEC0101,Tuesday,—,11:00,12:00,SS 1078,"Badescu, A.",of  available,0,20,Yes: 0 student,In Person (See Delivery Instructions.),,,,,MS 3278,,Thursday,,,https://map.utoronto.ca/?id=1809#!m/494510,,,,,,,—,10:00,12:00,https://map.utoronto.ca/?id=1809#!m/494491
STAT,Advanced Pension Mathematics,ACT470H1-S,Delivery instructions,Note:,"Some of the scheduled in-person lectures may be offered online depending on current public health and institutional guidelines. Details about the course meeting schedule, as well as other course activities and assessments, will be communicated in the course syllabus and/or on Quercus. It is strongly recommended that students have a computer with a microphone and camera in order to participate in any online components of this course.",Topics in pension mathematics; funding methods for pension plans. (Offered in alternate years),ACT348H1 or permission of instructor,Prerequisite:,ACT455H1,Corequisite:,Science,Distribution Requirement:,Room,LEC5101,Wednesday,—,18:00,20:00,MS 3278,,of  available,10,30,Yes: 0 student,In Person (See Delivery Instructions.),,,,,,—,,The Physical and Mathematical Universes (5),Breadth Requirement:,https://map.utoronto.ca/?id=1809#!m/494491,,,,,,,,,,
STAT,Data Science III,JSC470H1-S,Delivery instructions,Note:,"Some of the scheduled in-person lectures may be offered online depending on current public health and institutional guidelines. Details about the course meeting schedule, as well as other course activities and assessments, will be communicated in the course syllabus and/or on Quercus.","This course is  students in the Data Science Specialist program. Research topics and applications of data science methods will be explored through case studies and collaboration with researchers in other fields. Data analysis, visualization, and communication of statistical information at various technical levels, ethical practice of data analysis and software development, and teamwork skills.","JSC370H1, STA314H1/CSC411H1/CSC311H1, STA303H1/STA305H1",restricted to,STA490Y1,Prerequisite:,Science,Exclusion:,Room,LEC0101,,,,,,,,,,,,,,,,,—,,The Physical and Mathematical Universes (5),Distribution Requirement:,,,,,,,,,,,
SPA,Acquisition of Portuguese as a Second Language,PRT470H1-S,,,,"Invites critical reflection about the acquisition of Portuguese as a second language. Analyzes phonological, morphosyntactic, semantic and lexical aspects in the linguistic performance of bilingual speakers, and of learners of Portuguese as a second language. (Offered in alternate years)",PRT219Y1/PRT220Y1,Prerequisite:,PRT320Y1,Corequisite:,Humanities,Distribution Requirement:,Room,LEC0101,Wednesday,—,13:00,15:00,VC 211,"Alves dos Santos Rato, A.",of  available,10,15,Yes: 0 student,In Person,,,,,,,,"Thought, Belief and Behaviour (2)",Breadth Requirement:,https://map.utoronto.ca/?id=1809#!m/494602,,,,,,,,,,
STAT,Issues In Actuarial Practice,ACT473H1-S,Delivery instructions,Note:,"Some of the scheduled in-person lectures may be offered online depending on current public health and institutional guidelines. Details about the course meeting schedule, as well as other course activities and assessments, will be communicated in the course syllabus and/or on Quercus. It is strongly recommended that students have a computer with a microphone and camera in order to participate in any online components of this course.","Case study approach to current issues in life insurance, pension consulting and casualty actuarial practice. The focus of the course will be on communication and presentation. This course is Pass/Fail. Not eligible for Credit/No Credit.  The course is open to students in the specialist program in actuarial science. Students in the major program in actuarial science can enrol into the course with permission of the department.","ACT348H1, ACT349H1",Prerequisite:,Science,Distribution Requirement:,The Physical and Mathematical Universes (5),Breadth Requirement:,Room,LEC5101,Monday,—,18:00,20:00,MS 3278,,of  available,13,30,Yes: 0 student,In Person (See Delivery Instructions.),Activity,Wednesday,,—,,—,,,,https://map.utoronto.ca/?id=1809#!m/494491,,,,,,,,,,
SMC,St. Michael's College Independent Studies,SMC480H1-F,Timetable instructions,Note:,"For ""E"" indicator courses, please contact the SMC Program Administrator, Stephanie Taylor at sm.taylor@utoronto.ca or 416-926-7256 (50 St. Joseph Street, Odette Hall, Room 020, St. Michael's College).",An opportunity for students to pursue an independent course of study not otherwise available in the Faculty of Arts and Science. Application forms are available from the SMC Principal's Office. Not eligible for CR/NCR option.,Completion of 14.0 credits and written approval of a faculty supervisor and the SMC Principal.,Prerequisite:,,,,,Room,LEC0101,,—,,,—,,of  available,9999,9999,No,In Person,,,,,,—,,,,,,Enrol at Department (E),Enrolment Controls:,Enrolment via ACORN is not available. Students must request permission to enrol in this course by contacting the sponsoring department. Please see Timetable Instructions tab for contact information.,,,,,,
SMC,St. Michael's College Independent Studies,SMC480H1-S,Timetable instructions,Note:,"For ""E"" indicator courses, please contact the SMC Program Administrator, Stephanie Taylor at sm.taylor@utoronto.ca or 416-926-7256 (50 St. Joseph Street, Odette Hall, Room 020, St. Michael's College).",An opportunity for students to pursue an independent course of study not otherwise available in the Faculty of Arts and Science. Application forms are available from the SMC Principal's Office. Not eligible for CR/NCR option.,Completion of 14.0 credits and written approval of a faculty supervisor and the SMC Principal.,Prerequisite:,,,,,Room,LEC0101,,—,,,—,,of  available,9999,9999,No,In Person,,,,,,—,,,,,,Enrol at Department (E),Enrolment Controls:,Enrolment via ACORN is not available. Students must request permission to enrol in this course by contacting the sponsoring department. Please see Timetable Instructions tab for contact information.,,,,,,
SPA,Icons and Iconography in Latin American Culture,SPA480H1-F,,,,"Production, circulation and meaning of icons through Latin American literary and cultural contexts. Readings are selected from the period of independence to the present, and focus on the transformative ideological charge of cultural objects across geographic space and history. Focuses on political and socio-economic tensions between popular and elite spheres of cultural production, and on the risks and limits of iconographic representation. (Offered every three years)",At least one 300-series half-course in Spanish.,Prerequisite:,SPA258H1/SPA259H1,Recommended Preparation:,Humanities,Distribution Requirement:,Room,LEC5101,Tuesday,—,17:00,19:00,NF 007,"Antebi, S.",of  available,15,20,Yes: 0 student,In Person,,,,,,,,Creative and Cultural Representations (1),Breadth Requirement:,https://map.utoronto.ca/?id=1809#!m/494600,,,,,,,,,,
SMC,St. Michael's College Independent Studies,SMC481Y1-Y,Timetable instructions,Note:,"For ""E"" indicator courses, please contact the SMC Program Administrator, Stephanie Taylor at sm.taylor@utoronto.ca or 416-926-7256 (50 St. Joseph Street, Odette Hall, Room 020, St. Michael's College).",An opportunity for students to pursue an independent course of study not otherwise available in the Faculty of Arts and Science. Application forms are available from the SMC Principal's Office. Not eligible for CR/NCR option.,Completion of 14.0 credits and written approval of a faculty supervisor and the SMC Principal.,Prerequisite:,,,,,,LEC0101,,—,,,—,,of  available,9998,9999,No,In Person,,,—,,,—,,,,,,Enrol at Department (E),Enrolment Controls:,Enrolment via ACORN is not available. Students must request permission to enrol in this course by contacting the sponsoring department. Please see Timetable Instructions tab for contact information.,,,,,,
SPA,Contemporary Caribbean Literatures and Identities,SPA486H1-S,,,,"Literature studied as a socio-political space for the articulation of new concepts of cultural identity; examination of cultural change and aesthetic innovation in selected poetic, dramatic, and narrative texts from different national traditions (Cuba, the Dominican Republic, Puerto Rico). (Offered every three years)",At least one 300-series half-course in Spanish.,Prerequisite:,SPA258H1/SPA259H1,Recommended Preparation:,Humanities,Distribution Requirement:,Room,LEC0101,Thursday,—,13:00,15:00,NF 113,"Rodriguez, N.",of  available,21,30,Yes: 0 student,In Person,,,,,,,,Creative and Cultural Representations (1),Breadth Requirement:,https://map.utoronto.ca/?id=1809#!m/494600,,,,,,,,,,
SPA,Latin American Transculturations,SPA489H1-S,,,,"This course integrates a series of contemporary debates in Latin American cultural studies with analysis of its transdisciplinary history and global permutations. Key topics of investigation within these debates may include indigeneity; coloniality, transculturation, and subalternity; empire, nation, and globalism; revolution, state discourse, and the popular; gender and sexuality; and the production of race.",SPA258H1; SPA219Y1/SPA320Y1,Prerequisite:,Another 300-series half-course in literature,Recommended Preparation:,Humanities,Distribution Requirement:,Room,LEC0101,Wednesday,—,14:00,16:00,NF 006,"Antebi, S.",of  available,18,30,Yes: 0 student,In Person,,,,,,,,Creative and Cultural Representations (1),Breadth Requirement:,https://map.utoronto.ca/?id=1809#!m/494600,,,,,,,,,,
