resultDept,pbot15,hiCC,extraTxt 2,extraTxt 3,extraTxt 4,extraTxt 5,extraTxt 6,extraTxt 7,extraTxt 8,colCode,weekDay,dayInfo,dayInfo 2,dayInfo 3,weekDay 2,dayInfo 4,dayInfo 5,dayInfo 6,weekDay 3,weekDay href,weekDay 4,weekDay href 2,weekDay 5,weekDay 6,colInst,colInst 2,colAvail,numCurr,numTot,numWait,onlineMeeting,legendControl 2,legendControl 3,enConDesc,enConList,enConList 2,enConList 3,enConList 4,enConList 5,headerSect 7,headerSect 8,headerSect 9,headerSect 10,headerSect 11,headerSect 12,colCode 2,weekDay 7,dayInfo 7,dayInfo 8,dayInfo 9,colAvail 2,numCurr 2,numTot 2,numWait 2,onlineMeeting 2,headerSect 13,weekDay href 8,weekDay 14,dayInfo 31,alignC 9,extraTxt 9,headerSect 79,legendControl 4,extraTxt 10,extraTxt 11,extraTxt 13
PHL,Heidegger,PHL321H1-S,"Some work from the 1920s (either Being and Time or contemporary lectures) and selections from Heideggers later work on poetry, technology, and history are studied. Heidegger's position within phenomenology and within the broader history of thought is charted.","PHL217H1, 7.5 courses (in any field) with at least 1.5 in philosophy",Prerequisite:,Humanities,Distribution Requirement:,"Thought, Belief and Behaviour (2)",Breadth Requirement:,LEC0101,Tuesday,—,12:00,13:30,Thursday,—,12:00,13:30,CR 404,https://map.utoronto.ca/?id=1809#!m/494580,,,,,"Dika, T.",,of  available,0,35,Yes: 1 student,In Person,Priority (P),Enrolment Controls:,"Priority enrolment is given to the groups of students listed below until July 28. There is no course enrolment on July 29. Beginning July 30, all other Arts & Science students can enrol in this section. UTM/UTSC students can enrol in this section starting August 6. The following groups of students are given priority access until July 28:",Department of Philosophy   (Faculty of Arts and Science),"Department of Philosophy   (John H. Daniels Faculty of Architecture, Landscape, & Design)",ASMAJ1107 MA ENVIRONMENTAL ETHICS,ASMIN1107 MI ENVIRONMENTAL ETHICS,ASSPE1361 SP MATHEMATICS & PHILOSOPHY,,,,,,,,,,,,,,,,,,https://map.utoronto.ca/?id=1809#!m/494580,CR 404,,,,Room,,,,
PHL,Contemporary Continental Philosophy,PHL322H1-F,"German and French philosophy after World War II, focusing on such topics as: debates about humanism, hermeneutics, critical theory, the structuralist movement, its successors such as deconstruction. Typical authors: Heidegger, Gadamer, Habermas, Levi-Strauss, Foucault, Derrida.","PHL217H1, 7.5 courses (in any field) with at least 1.5 in philosophy",Prerequisite:,PHL324H5,Exclusion:,Humanities,Distribution Requirement:,LEC0101,Friday,—,12:00,15:00,,,,,TF 102,https://map.utoronto.ca/?id=1809#!m/494581,,,,,"Suarez, D.",,of  available,1,35,Yes: 0 student,In Person,Priority (P),Enrolment Controls:,"Priority enrolment is given to the groups of students listed below until July 28. There is no course enrolment on July 29. Beginning July 30, all other Arts & Science students can enrol in this section. UTM/UTSC students can enrol in this section starting August 6. The following groups of students are given priority access until July 28:",Department of Philosophy   (Faculty of Arts and Science),"Department of Philosophy   (John H. Daniels Faculty of Architecture, Landscape, & Design)",ASMAJ1107 MA ENVIRONMENTAL ETHICS,ASMIN1107 MI ENVIRONMENTAL ETHICS,ASSPE1361 SP MATHEMATICS & PHILOSOPHY,,,,,,,,,,,,,,,,,,,,,,"Thought, Belief and Behaviour (2)",Room,,,,Breadth Requirement:
PHL,Social and Cultural Theory,PHL323H1-F,"A study of philosophical approaches to understanding various aspects of contemporary culture and/or society. Topics may include theories of modernity, capitalism and consumerism, architecture and design, cultural pluralism, globalization, media and internet.",7.5 courses (in any field) with at least 1.5 in philosophy,Prerequisite:,Humanities,Distribution Requirement:,Society and its Institutions (3),Breadth Requirement:,LEC0101,Tuesday,—,09:00,12:00,,,,,SS 2111,https://map.utoronto.ca/?id=1809#!m/494510,,,,,"Klemick, G.",,of  available,0,35,Yes: 0 student,In Person,Priority (P),Enrolment Controls:,"Priority enrolment is given to the groups of students listed below until July 28. There is no course enrolment on July 29. Beginning July 30, all other Arts & Science students can enrol in this section. UTM/UTSC students can enrol in this section starting August 6. The following groups of students are given priority access until July 28:",Department of Philosophy   (Faculty of Arts and Science),"Department of Philosophy   (John H. Daniels Faculty of Architecture, Landscape, & Design)",ASMAJ1107 MA ENVIRONMENTAL ETHICS,ASMIN1107 MI ENVIRONMENTAL ETHICS,ASSPE1361 SP MATHEMATICS & PHILOSOPHY,,,,,,,,,,,,,,,,,,,,,,,Room,,,,
PHL,Social and Cultural Theory,PHL323H1-S,"A study of philosophical approaches to understanding various aspects of contemporary culture and/or society. Topics may include theories of modernity, capitalism and consumerism, architecture and design, cultural pluralism, globalization, media and internet.",7.5 courses (in any field) with at least 1.5 in philosophy,Prerequisite:,Humanities,Distribution Requirement:,Society and its Institutions (3),Breadth Requirement:,LEC0101,Tuesday,—,15:00,18:00,,,,,UC 179,https://map.utoronto.ca/?id=1809#!m/494517,,,,,"Goetschel, W.",,of  available,16,100,Yes: 0 student,In Person,Priority (P),Enrolment Controls:,"Priority enrolment is given to the groups of students listed below until July 28. There is no course enrolment on July 29. Beginning July 30, all other Arts & Science students can enrol in this section. UTM/UTSC students can enrol in this section starting August 6. The following groups of students are given priority access until July 28:",Department of Philosophy   (Faculty of Arts and Science),"Department of Philosophy   (John H. Daniels Faculty of Architecture, Landscape, & Design)",ASMAJ1107 MA ENVIRONMENTAL ETHICS,ASMIN1107 MI ENVIRONMENTAL ETHICS,ASSPE1361 SP MATHEMATICS & PHILOSOPHY,,,,,,,,,,,,,,,,,,,,,,,Room,,,,
PHY,Practical Physics II,PHY324H1-S,"A modular practical course that further develops the core experimental and computational skills necessary to do physics. Modules include: experimental skills building, computational tools in data and uncertainty analysis, and independent experimental projects.",PHY224H1,Prerequisite:,Science,Distribution Requirement:,The Physical and Mathematical Universes (5),Breadth Requirement:,LEC0101,Tuesday,—,09:00,12:00,Thursday,—,09:00,12:00,MP 222,https://map.utoronto.ca/?id=1809#!m/494490,,,,,"Hong, Z.","Wilson, B.",of  available,0,50,Yes: 21 students,In Person,,,,,,,,,,,,,,,,,,,,,,,,,,https://map.utoronto.ca/?id=1809#!m/494490,MP 222,—,,,Room,,,,
PHL,Early Analytic Philosophy,PHL325H1-S,"An examination of some of the classic texts of early analytic philosophy, concentrating on the work of Frege, Russell, and Wittgenstein.","PHL245H1/MAT157Y1 and one of PHL232H1/PHL233H1/PHL240H1, 7.5 courses (in any field) with at least 1.5 in philosophy",Prerequisite:,"PHLC43H3, PHL325H5",Exclusion:,Humanities,Distribution Requirement:,LEC0101,Monday,—,15:00,16:30,Wednesday,—,15:00,16:30,VC 101,https://map.utoronto.ca/?id=1809#!m/494602,,,,,"Klemick, G.",,of  available,8,35,Yes: 0 student,In Person,Priority (P),Enrolment Controls:,"Priority enrolment is given to the groups of students listed below until July 28. There is no course enrolment on July 29. Beginning July 30, all other Arts & Science students can enrol in this section. UTM/UTSC students can enrol in this section starting August 6. The following groups of students are given priority access until July 28:",Department of Philosophy   (Faculty of Arts and Science),"Department of Philosophy   (John H. Daniels Faculty of Architecture, Landscape, & Design)",ASMAJ1107 MA ENVIRONMENTAL ETHICS,ASMIN1107 MI ENVIRONMENTAL ETHICS,ASSPE1361 SP MATHEMATICS & PHILOSOPHY,,,,,,,,,,,,,,,,,,https://map.utoronto.ca/?id=1809#!m/494602,VC 101,,,"Thought, Belief and Behaviour (2)",Room,,,,Breadth Requirement:
PHL,Metaphysics,PHL331H1-F,"Historical and systematic approaches to topics in metaphysics, such as the nature of reality, substance and existence, necessity and possibility, causality, universals and particulars.","7.5 credits with at least 1.5 PHL credits, including (PHL245H1/MAT157Y1); (PHL232H1/PHL233H1/PHL240H1)",Prerequisite:,"PHLC60H3, PHL332H5",Exclusion:,Humanities,Distribution Requirement:,LEC0101,Monday,—,15:00,16:30,Wednesday,—,15:00,16:30,UC 152,https://map.utoronto.ca/?id=1809#!m/494517,,,,,"Teitel, T.",,of  available,0,35,Yes: 0 student,In Person,Priority (P),Enrolment Controls:,"Priority enrolment is given to the groups of students listed below until July 28. There is no course enrolment on July 29. Beginning July 30, all other Arts & Science students can enrol in this section. UTM/UTSC students can enrol in this section starting August 6. The following groups of students are given priority access until July 28:",Department of Philosophy   (Faculty of Arts and Science),"Department of Philosophy   (John H. Daniels Faculty of Architecture, Landscape, & Design)",ASMAJ1107 MA ENVIRONMENTAL ETHICS,ASMIN1107 MI ENVIRONMENTAL ETHICS,ASSPE1361 SP MATHEMATICS & PHILOSOPHY,,,,,,,,,,,,,,,,,,https://map.utoronto.ca/?id=1809#!m/494517,UC 152,,,"Thought, Belief and Behaviour (2)",Room,,,,Breadth Requirement:
PHY,Introduction to Biological Physics,PHY331H1-F,"A course for students interested in a deeper understanding of physical phenomena occurring in biological systems. Thermodynamics, diffusion, entropic forces, fluids, biological applications.","PHY252H1/CHM222H1/CHM225Y1, PHY231H1/PHY250H1/PHY254H1/PHY256H1",Prerequisite:,Science,Distribution Requirement:,The Physical and Mathematical Universes (5),Breadth Requirement:,LEC0101,Tuesday,—,10:00,12:00,,,,,MP 118,https://map.utoronto.ca/?id=1809#!m/494490,MP 257,https://map.utoronto.ca/?id=1809#!m/494490,,Wednesday,"Goyal, S.",,of  available,5,30,Yes: 0 student,In Person,,,,,,,,,Activity,Time,Room,Instructor(s),Space Availability,Wait List,PRA0101,,—,12:00,14:00,of  available,5,30,No,In Person,Status / Notes,,,,,,Room,,,,
PHL,Epistemology,PHL332H1-F,"Historical and systematic approaches to topics in the theory of knowledge, such as truth, belief, justification, perception, a priori knowledge, certitude, skepticism, other minds.","PHL232H1/PHL233H1, 7.5 courses (in any field) with at least 1.5 in philosophy",Prerequisite:,"PHLC20H3, PHL333H5",Exclusion:,Humanities,Distribution Requirement:,LEC0101,Monday,—,12:00,13:30,Friday,—,12:00,13:30,TF 201,https://map.utoronto.ca/?id=1809#!m/494581,,,,,"Barnett, D.",,of  available,6,35,Yes: 0 student,In Person,Priority (P),Enrolment Controls:,"Priority enrolment is given to the groups of students listed below until July 28. There is no course enrolment on July 29. Beginning July 30, all other Arts & Science students can enrol in this section. UTM/UTSC students can enrol in this section starting August 6. The following groups of students are given priority access until July 28:",Department of Philosophy   (Faculty of Arts and Science),"Department of Philosophy   (John H. Daniels Faculty of Architecture, Landscape, & Design)",ASMAJ1107 MA ENVIRONMENTAL ETHICS,ASMIN1107 MI ENVIRONMENTAL ETHICS,ASSPE1361 SP MATHEMATICS & PHILOSOPHY,,,,,,,,,,,,,,,,,,https://map.utoronto.ca/?id=1809#!m/494581,TF 201,,,"Thought, Belief and Behaviour (2)",Room,,,,Breadth Requirement:
PHL,Epistemology,PHL332H1-S,"Historical and systematic approaches to topics in the theory of knowledge, such as truth, belief, justification, perception, a priori knowledge, certitude, skepticism, other minds.","PHL232H1/PHL233H1, 7.5 courses (in any field) with at least 1.5 in philosophy",Prerequisite:,"PHLC20H3, PHL333H5",Exclusion:,Humanities,Distribution Requirement:,LEC0101,Wednesday,—,15:00,18:00,,,,,BL 112,https://map.utoronto.ca/?id=1809#!m/494536,,,,,,,of  available,0,35,Yes: 4 students,In Person,Priority (P),Enrolment Controls:,"Priority enrolment is given to the groups of students listed below until July 28. There is no course enrolment on July 29. Beginning July 30, all other Arts & Science students can enrol in this section. UTM/UTSC students can enrol in this section starting August 6. The following groups of students are given priority access until July 28:",Department of Philosophy   (Faculty of Arts and Science),"Department of Philosophy   (John H. Daniels Faculty of Architecture, Landscape, & Design)",ASMAJ1107 MA ENVIRONMENTAL ETHICS,ASMIN1107 MI ENVIRONMENTAL ETHICS,ASSPE1361 SP MATHEMATICS & PHILOSOPHY,,,,,,,,,,,,,,,,,,,,,—,"Thought, Belief and Behaviour (2)",Room,,,,Breadth Requirement:
PHL,Puzzles and Paradoxes,PHL333H1-S,"Time travel, truth, infinity, rational decision making: each of these topics gives rise to philosophical puzzles and paradoxes. In this class we'll consider a variety of such paradoxes. Using logic and other philosophical tools, we'll show how these paradoxes can lead to deep and important philosophical conclusions.","7.5 credits, with at least 1.5 credits in philosophy, PHL245H1/​MAT157Y1",Prerequisite:,PHLB55H3,Exclusion:,Humanities,Distribution Requirement:,LEC0101,Monday,—,16:30,18:00,Wednesday,—,16:30,18:00,OI 4414,https://map.utoronto.ca/?id=1809#!m/494563,,,,,"Caie, M.",,of  available,0,35,Yes: 16 students,In Person,Priority (P),Enrolment Controls:,"Priority enrolment is given to the groups of students listed below until July 28. There is no course enrolment on July 29. Beginning July 30, all other Arts & Science students can enrol in this section. UTM/UTSC students can enrol in this section starting August 6. The following groups of students are given priority access until July 28:",Department of Philosophy   (Faculty of Arts and Science),"Department of Philosophy   (John H. Daniels Faculty of Architecture, Landscape, & Design)",ASMAJ1107 MA ENVIRONMENTAL ETHICS,ASMIN1107 MI ENVIRONMENTAL ETHICS,ASSPE1361 SP MATHEMATICS & PHILOSOPHY,,,,,,,,,,,,,,,,,,https://map.utoronto.ca/?id=1809#!m/494563,OI 4414,,,"Thought, Belief and Behaviour (2)",Room,,,,Breadth Requirement:
PHL,Classical Chinese Ethics,PHL337H1-S,"This course explores and critiques personal and social ethical ideals as presented in early Chinese Confucian, Mohist, and Daoist writings and considers their relevance to issues in contemporary ethics. Major texts discussed include the Analects, Mèngzǐ, Xúnzǐ, Mòzǐ, Dàodéjīng, and Zhuāngzǐ. Central questions examined include: What is the way (dào)? What standards can guide us in following the way? What grounds can we have for confidence that these are the correct standards? What kind of person should we strive to be? What is virtue (dé)? What values take priority in a life of virtue? How does the person of virtue act?","7.5 credits, with at least 1.5 PHL credits including PHL237H1",Prerequisite:,Humanities,Distribution Requirement:,"Thought, Belief and Behaviour (2)",Breadth Requirement:,LEC0101,Monday,—,15:00,16:30,Wednesday,—,15:00,16:30,BL 114,https://map.utoronto.ca/?id=1809#!m/494536,,,,,"Fraser, C.",,of  available,0,35,Yes: 2 students,In Person,Priority (P),Enrolment Controls:,"Priority enrolment is given to the groups of students listed below until July 28. There is no course enrolment on July 29. Beginning July 30, all other Arts & Science students can enrol in this section. UTM/UTSC students can enrol in this section starting August 6. The following groups of students are given priority access until July 28:",Department of Philosophy   (Faculty of Arts and Science),"Department of Philosophy   (John H. Daniels Faculty of Architecture, Landscape, & Design)",ASMAJ1107 MA ENVIRONMENTAL ETHICS,ASMIN1107 MI ENVIRONMENTAL ETHICS,ASSPE1361 SP MATHEMATICS & PHILOSOPHY,,,,,,,,,,,,,,,,,,https://map.utoronto.ca/?id=1809#!m/494536,BL 114,,,,Room,,,,
