resultDept,pbot15,hiCC,extraTxt 10,extraTxt 11,extraTxt 13,extraTxt 14,extraTxt 15,extraTxt 16,extraTxt 17,extraTxt 18,extraTxt 19,colCode,weekDay,dayInfo,dayInfo 2,dayInfo 3,weekDay 2,dayInfo 4,dayInfo 5,dayInfo 6,weekDay 3,dayInfo 7,dayInfo 8,dayInfo 9,weekDay 4,weekDay href,weekDay 5,weekDay href 2,weekDay 6,weekDay 7,weekDay href 3,weekDay 8,weekDay href 4,colInst,colInst 2,colAvail,numCurr,numTot,numWait,onlineMeeting,legendControl 3,legendControl 4,enConDesc,enConList,enConList 2,headerSect 7,headerSect 8,headerSect 9,headerSect 10,headerSect 11,headerSect 12,colCode 2,weekDay 10,dayInfo 10,dayInfo 11,dayInfo 12,colAvail 2,numCurr 2,numTot 2,numWait 2,onlineMeeting 2,headerSect 13,headerSect 14,colNotes,headerSect 25,headerSect 26,headerSect 27,headerSect 28,headerSect 29,headerSect 30,colCode 5,weekDay 37,dayInfo 37,dayInfo 38,dayInfo 39,alignC,colAvail 5,numCurr 5,numTot 5,numWait 5,onlineMeeting 5,headerSect 31,headerSect 32,headerSect 33,headerSect 34,headerSect 35,headerSect 36,colCode 6,weekDay 40,dayInfo 40,dayInfo 41,dayInfo 42,weekDay 41,alignC 2,colAvail 6,numCurr 6,numTot 6,numWait 6,onlineMeeting 6,headerSect 37,headerSect 38,headerSect 39,headerSect 40,headerSect 41,headerSect 42,colCode 7,weekDay 43,dayInfo 43,dayInfo 44,dayInfo 45,alignC 3,colAvail 7,numCurr 7,numTot 7,numWait 7,onlineMeeting 7,headerSect 43,headerSect 44,headerSect 45,headerSect 46,headerSect 47,headerSect 48,colCode 8,weekDay 46,dayInfo 46,dayInfo 47,dayInfo 48,alignC 4,colAvail 8,numCurr 8,numTot 8,numWait 8,onlineMeeting 8,headerSect 49,headerSect 50,headerSect 51,headerSect 52,headerSect 53,headerSect 54,colCode 9,weekDay 49,dayInfo 49,dayInfo 50,dayInfo 51,weekDay 50,weekDay 51,alignC 5,colAvail 9,numCurr 9,numTot 9,numWait 9,onlineMeeting 9,weekDay 53,weekDay 54,weekDay href 25,weekDay href 26,weekDay href 27,weekDay href 28,headerSect 223,headerSect 224,headerSect 297,headerSect 298,headerSect 299,headerSect 300
MAT,Cryptology: The Mathematics of Secrecy and Security,MAT198H1-F,"How do we send our own confidential information through secure channels, and how can we break codes to uncover the secret information of our adversaries? The mathematical field of cryptology is dedicated to answering such questions. In this course we will study breakthroughs in cryptology, from secret messages in the ancient world and the Enigma cipher in World War II, to modern cryptosystems that facilitate online commerce. Along the way, you will develop a sophisticated understanding of how numbers interact and develop the ability to communicate messages secretly and mathematics clearly. Restricted to first-year students. Not eligible for CR/NCR option.",High school level algebra.,Prerequisite:,Not intended for students in a Mathematics Specialist or Major program.,Exclusion:,Science,Distribution Requirement:,The Physical and Mathematical Universes (5),Breadth Requirement:,LEC0101,Wednesday,—,09:00,11:00,,,,,,,,,IN 204,https://map.utoronto.ca/?id=1809#!m/494541,,,,,,,,"Zaman, A.",,of  available,0,25,Yes: 0 student,In Person,Restricted (R2),Enrolment Controls:,"This section is restricted to two groups of students. Group 1 is given priority access until July 28. There is no course enrolment on July 29. Beginning July 30, Group 2 can enrol in this section:",Group 1: Year 1    Innis College  (Faculty of Arts and Science),Group 2: Year 1      (Faculty of Arts and Science),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Room,,,,,
MAT,Cryptology: The Mathematics of Secrecy and Security,MAT198H1-S,"How do we send our own confidential information through secure channels, and how can we break codes to uncover the secret information of our adversaries? The mathematical field of cryptology is dedicated to answering such questions. In this course we will study breakthroughs in cryptology, from secret messages in the ancient world and the Enigma cipher in World War II, to modern cryptosystems that facilitate online commerce. Along the way, you will develop a sophisticated understanding of how numbers interact and develop the ability to communicate messages secretly and mathematics clearly. Restricted to first-year students. Not eligible for CR/NCR option.",High school level algebra.,Prerequisite:,Not intended for students in a Mathematics Specialist or Major program.,Exclusion:,Science,Distribution Requirement:,The Physical and Mathematical Universes (5),Breadth Requirement:,LEC0101,Tuesday,—,14:00,16:00,,,,,,,,,MY 370,https://map.utoronto.ca/?id=1809#!m/494495,,,,,,,,"Rotman, R.",,of  available,0,25,Yes: 4 students,In Person,Restricted (R1),Enrolment Controls:,This section is restricted at all times to the following students:,Year 1      (Faculty of Arts and Science),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Room,,,,,
MEDGM,An Introduction to Molecular Genetics and Microbiology,MGY200H1-S,"Introduction to the core concepts of genetics and microbiology. Included are also topical biological problems and cutting-edge scientific approaches with some examples from world-class Toronto labs. Historical context is often used to deliver material. Topics include: core concepts in genetics, an introduction to cancer and stem cells; the genetic regulation of aging; core concepts in microbiology; emerging and recurring microbial threats; genetic engineering.","BIO120H1, BIO230H1/BIO255H1",Prerequisite:,Science,Distribution Requirement:,Living Things and Their Environment (4),Breadth Requirement:,,,LEC0101,Tuesday,—,12:00,13:00,Thursday,—,12:00,13:00,,,,,MS 2172,https://map.utoronto.ca/?id=1809#!m/494491,MC 252,https://map.utoronto.ca/?id=1809#!m/494474,,,,,,"Taipale, M.",,of  available,0,120,Yes: 10 students,In Person,Priority (P),Enrolment Controls:,"Priority enrolment is given to the groups of students listed below until July 28. There is no course enrolment on July 29. Beginning July 30, all other Arts & Science students can enrol in this section. UTM/UTSC students can enrol in this section starting August 6. The following groups of students are given priority access until July 28:",Year 2   Department of Molecular Genetics   (Faculty of Arts and Science),"Year 2   Department of Molecular Genetics   (John H. Daniels Faculty of Architecture, Landscape, & Design)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Room,,,,,
MST,Getting Medieval: Myths and Monsters,MST201H1-F,"Introduction to the sound, sight, and touch of the distant past, telling the story of the Middle Ages through objects from animal skin parchment to enameled icon. Lectures are complemented by hands-on learning in weekly tutorials featuring text- and narrative-oriented digital methods, along with medieval drama and music performance.",None,Prerequisite:,MST200Y1,Exclusion:,N/A,Recommended Preparation:,Humanities,Distribution Requirement:,LEC0101,Tuesday,—,10:00,12:00,,,,,,,,,UC 179,https://map.utoronto.ca/?id=1809#!m/494517,,,,,,,,"Bolintineanu, A.",,of  available,6,80,Yes: 0 student,In Person (See Delivery Instructions.),,,,,,,,,,,,,,,,,,,,,,,,,Activity,Time,Instructor(s),Space Availability,Wait List,Status / Notes,TUT0101,Tuesday,—,14:00,15:00,—,of  available,1,20,No,In Person (See Delivery Instructions.),Activity,Time,Instructor(s),Space Availability,Wait List,Status / Notes,TUT0102,Tuesday,—,14:00,15:00,,—,of  available,2,20,No,In Person (See Delivery Instructions.),Activity,Time,Instructor(s),Space Availability,Wait List,Status / Notes,TUT0201,Tuesday,—,15:00,16:00,—,of  available,0,20,No,In Person (See Delivery Instructions.),Activity,Time,Instructor(s),Space Availability,Wait List,Status / Notes,TUT0202,Tuesday,—,15:00,16:00,—,of  available,4,20,No,In Person (See Delivery Instructions.),,,,,,,,,,,,BA 2179,SS 581,,,,,,,BA 2179,SS 581,https://map.utoronto.ca/?id=1809#!m/494470,https://map.utoronto.ca/?id=1809#!m/494510,https://map.utoronto.ca/?id=1809#!m/494470,https://map.utoronto.ca/?id=1809#!m/494510,Room,,Room,Room,Room,Room
MST,Getting Medieval: Place and Space,MST202H1-S,"From world maps to tales of pilgrimage, trade, and exploration, from imagined other worlds to historical cityscapes, this course tells the story of the Middle Ages through the places and spaces that defined medieval culture. Lectures are complemented by hands-on learning in weekly tutorials featuring network visualization and digital mapping.",None,Prerequisite:,MST200Y1,Exclusion:,N/A,Recommended Preparation:,Humanities,Distribution Requirement:,LEC0101,Tuesday,—,10:00,12:00,,,,,,,,,UC 161,https://map.utoronto.ca/?id=1809#!m/494517,,,,,,,,"Bolintineanu, A.",,of  available,5,80,Yes: 0 student,In Person (See Delivery Instructions.),,,,,,,,,,,,,,,,,,,,,,,,,Activity,Time,Instructor(s),Space Availability,Wait List,Status / Notes,TUT0101,Tuesday,—,14:00,15:00,—,of  available,0,20,No,In Person (See Delivery Instructions.),Activity,Time,Instructor(s),Space Availability,Wait List,Status / Notes,TUT0102,Tuesday,—,14:00,15:00,,—,of  available,0,20,No,In Person (See Delivery Instructions.),Activity,Time,Instructor(s),Space Availability,Wait List,Status / Notes,TUT0201,Tuesday,—,15:00,16:00,—,of  available,0,20,No,In Person (See Delivery Instructions.),Activity,Time,Instructor(s),Space Availability,Wait List,Status / Notes,TUT0202,Tuesday,—,15:00,16:00,—,of  available,7,20,No,In Person (See Delivery Instructions.),,,,,,,,,,,,UC 44,UC 257,,,,,,,UC 44,UC 257,https://map.utoronto.ca/?id=1809#!m/494517,https://map.utoronto.ca/?id=1809#!m/494517,https://map.utoronto.ca/?id=1809#!m/494517,https://map.utoronto.ca/?id=1809#!m/494517,Room,,Room,Room,Room,Room
MAT,Applied Linear Algebra,MAT221H1-F,"An application-oriented approach to linear algebra, based on calculations in standard Euclidean space. Systems of linear equations, matrices, Gauss-Jordan elimination, subspaces, bases, orthogonal vectors and projections. Matrix inverses, kernel and range, rank-nullity theorem. Determinants, eigenvalues and eigenvectors, Cramer's rule, diagonalization. This course has strong emphasis on building computational skills in the area of algebra. Applications to curve fitting, economics, Markov chains and cryptography.",High school level calculus,Prerequisite:,"MAT223H1, MATA23H3, MAT223H5, MAT224H1, MAT240H1, MAT240H5, MAT247H1, MAT247H5",Exclusion:,Science,Distribution Requirement:,The Physical and Mathematical Universes (5),Breadth Requirement:,LEC0101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"August 3, 2021: Course Cancelled.",Activity,Time,Instructor(s),Space Availability,Wait List,Status / Notes,TUT0101,,,,,—,,,,,,Activity,Time,Instructor(s),Space Availability,Wait List,Status / Notes,TUT0201,,,,,,—,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Room,,Room,Room,,
MAT,Linear Algebra I,MAT223H1-F,"Systems of linear equations, matrix algebra, real vector spaces, subspaces, span, linear dependence and independence, bases, rank, inner products, orthogonality, orthogonal complements, Gram-Schmidt, linear transformations, determinants, Cramer's rule, eigenvalues, eigenvectors, eigenspaces, diagonalization.",High school level calculus,Prerequisite:,"MATA22H3, MATA23H3, MAT223H5, MAT224H1, MAT240H1, MAT240H5, MAT247H1, MAT247H5",Exclusion:,Science,Distribution Requirement:,The Physical and Mathematical Universes (5),Breadth Requirement:,LEC0101,Tuesday,—,09:00,11:00,Thursday,—,09:00,10:00,Tuesday,—,11:00,13:00,SS 2135,https://map.utoronto.ca/?id=1809#!m/494510,MP 203,https://map.utoronto.ca/?id=1809#!m/494490,SS 2135,SS 2135,https://map.utoronto.ca/?id=1809#!m/494510,PB B150,https://map.utoronto.ca/?id=1809#!m/494510,"Ye, K.","Homayouni-Boroojeni, S.",of  available,0,219,Yes: 0 student,Online - Synchronous (See Delivery Instructions.),Priority (P),Enrolment Controls:,"Priority enrolment is given to the groups of students listed below until July 28. There is no course enrolment on July 29. Beginning July 30, all other Arts & Science students can enrol in this section. UTM/UTSC students can enrol in this section starting August 6. The following groups of students are given priority access until July 28:",Year 1 COMPUTER SCIENCE     (Faculty of Arts and Science),ECONOMICS  Department of Economics  Specialist (Faculty of Arts and Science),Activity,Time,Instructor(s),Space Availability,Wait List,Status / Notes,LEC0201,Thursday,—,11:00,12:00,of  available,0,175,Yes: 0 student,In Person (See Delivery Instructions.),Activity,Time,,Activity,Time,Instructor(s),Space Availability,Wait List,Status / Notes,TUT0101,Monday,—,09:00,10:00,—,of  available,14,219,No,Online - Synchronous (See Delivery Instructions.),Activity,Time,Instructor(s),Space Availability,Wait List,Status / Notes,TUT0201,Monday,—,10:00,11:00,—,—,of  available,21,210,No,In Person (See Delivery Instructions.),Activity,Time,Instructor(s),Space Availability,Wait List,Status / Notes,TUT0301,Monday,—,11:00,12:00,—,of  available,15,210,No,In Person (See Delivery Instructions.),Activity,Time,Instructor(s),Space Availability,Wait List,Status / Notes,TUT0401,Monday,—,13:00,14:00,—,of  available,0,210,No,In Person (See Delivery Instructions.),Activity,Time,Instructor(s),Space Availability,Wait List,Status / Notes,TUT0501,Monday,—,14:00,15:00,,,—,of  available,0,210,No,In Person (See Delivery Instructions.),,,,,,,Room,Room,Room,Room,Room,Room
MAT,Linear Algebra I,MAT223H1-S,"Systems of linear equations, matrix algebra, real vector spaces, subspaces, span, linear dependence and independence, bases, rank, inner products, orthogonality, orthogonal complements, Gram-Schmidt, linear transformations, determinants, Cramer's rule, eigenvalues, eigenvectors, eigenspaces, diagonalization.",High school level calculus,Prerequisite:,"MATA22H3, MATA23H3, MAT223H5, MAT224H1, MAT240H1, MAT240H5, MAT247H1, MAT247H5",Exclusion:,Science,Distribution Requirement:,The Physical and Mathematical Universes (5),Breadth Requirement:,LEC0101,Monday,—,09:00,11:00,Wednesday,—,09:00,10:00,Monday,—,11:00,12:00,BA 1130,https://map.utoronto.ca/?id=1809#!m/494470,BA 1130,https://map.utoronto.ca/?id=1809#!m/494470,SS 2102,SS 2102,https://map.utoronto.ca/?id=1809#!m/494510,SS 2118,https://map.utoronto.ca/?id=1809#!m/494510,"Shlykov, P.","Siefken, J.",of  available,101,160,Yes: 0 student,In Person,Priority (P),Enrolment Controls:,"Priority enrolment is given to the groups of students listed below until July 28. There is no course enrolment on July 29. Beginning July 30, all other Arts & Science students can enrol in this section. UTM/UTSC students can enrol in this section starting August 6. The following groups of students are given priority access until July 28:",Year 1 COMPUTER SCIENCE     (Faculty of Arts and Science),ECONOMICS  Department of Economics  Specialist (Faculty of Arts and Science),Activity,Time,Instructor(s),Space Availability,Wait List,Status / Notes,LEC0201,Wednesday,—,11:00,13:00,of  available,99,160,Yes: 0 student,In Person,Activity,Time,,Activity,Time,Instructor(s),Space Availability,Wait List,Status / Notes,TUT0101,Tuesday,—,09:00,10:00,—,of  available,132,224,No,In Person,Activity,Time,Instructor(s),Space Availability,Wait List,Status / Notes,TUT0201,Tuesday,—,11:00,12:00,,—,of  available,25,224,No,In Person,Activity,Time,Instructor(s),Space Availability,Wait List,Status / Notes,TUT0301,Tuesday,—,13:00,14:00,—,of  available,78,224,No,In Person,Activity,Time,Instructor(s),Space Availability,Wait List,Status / Notes,TUT0401,Tuesday,—,14:00,15:00,—,of  available,138,224,No,In Person,Activity,Time,Instructor(s),Space Availability,Wait List,Status / Notes,TUT5101,Tuesday,—,17:00,18:00,,,—,of  available,159,224,No,In Person,,,,,,,Room,Room,Room,Room,Room,Room
MAT,Linear Algebra II,MAT224H1-F,"Fields, complex numbers, vector spaces over a field, linear transformations, matrix of a linear transformation, kernel, range, dimension theorem, isomorphisms, change of basis, eigenvalues, eigenvectors, diagonalizability, real and complex inner products, spectral theorem, adjoint/self-adjoint/normal linear operators, triangular form, nilpotent mappings, Jordan canonical form.",MAT221H1(80%)/MAT223H1/MAT240H1/MATA22H3,Prerequisite:,MAT247H1,Exclusion:,Science,Distribution Requirement:,The Physical and Mathematical Universes (5),Breadth Requirement:,LEC0101,Tuesday,—,12:00,13:00,Wednesday,—,13:00,14:00,Thursday,—,12:00,13:00,WB 116,https://map.utoronto.ca/?id=1809#!m/494460,BA 1160,https://map.utoronto.ca/?id=1809#!m/494470,WB 116,SS 2117,https://map.utoronto.ca/?id=1809#!m/494460,SS 2117,https://map.utoronto.ca/?id=1809#!m/494510,"Varma, I.","Harron, P.",of  available,22,175,Yes: 0 student,In Person,Priority (P),Enrolment Controls:,"Priority enrolment is given to the groups of students listed below until July 28. There is no course enrolment on July 29. Beginning July 30, all other Arts & Science students can enrol in this section. UTM/UTSC students can enrol in this section starting August 6. The following groups of students are given priority access until July 28:",Year 1 COMPUTER SCIENCE     (Faculty of Arts and Science),Year 1 SOCIAL SCIENCES     (Faculty of Arts and Science),Activity,Time,Instructor(s),Space Availability,Wait List,Status / Notes,LEC0201,Thursday,—,14:00,16:00,of  available,15,175,Yes: 0 student,In Person,Activity,Time,,Activity,Time,Instructor(s),Space Availability,Wait List,Status / Notes,TUT0101,Tuesday,—,13:00,14:00,—,of  available,1,35,No,In Person,Activity,Time,Instructor(s),Space Availability,Wait List,Status / Notes,TUT0201,Tuesday,—,16:00,17:00,,—,of  available,2,35,No,In Person,Activity,Time,Instructor(s),Space Availability,Wait List,Status / Notes,TUT0202,Tuesday,—,16:00,17:00,—,of  available,0,35,No,In Person,Activity,Time,Instructor(s),Space Availability,Wait List,Status / Notes,TUT0203,Tuesday,—,16:00,17:00,—,of  available,7,35,No,In Person,Activity,Time,Instructor(s),Space Availability,Wait List,Status / Notes,TUT0301,Wednesday,—,15:00,16:00,LM 157,KP 113,—,of  available,1,35,No,In Person,SS 1084,RW 143,https://map.utoronto.ca/?id=1809#!m/494502,https://map.utoronto.ca/?id=1809#!m/494488,https://map.utoronto.ca/?id=1809#!m/494510,https://map.utoronto.ca/?id=1809#!m/494515,Room,Room,Room,Room,Room,Room
MAT,Linear Algebra II,MAT224H1-S,"Fields, complex numbers, vector spaces over a field, linear transformations, matrix of a linear transformation, kernel, range, dimension theorem, isomorphisms, change of basis, eigenvalues, eigenvectors, diagonalizability, real and complex inner products, spectral theorem, adjoint/self-adjoint/normal linear operators, triangular form, nilpotent mappings, Jordan canonical form.",MAT221H1(80%)/MAT223H1/MAT240H1/MATA22H3,Prerequisite:,MAT247H1,Exclusion:,Science,Distribution Requirement:,The Physical and Mathematical Universes (5),Breadth Requirement:,LEC0101,Monday,—,10:00,11:00,Wednesday,—,10:00,11:00,Thursday,—,10:00,11:00,KP 108,https://map.utoronto.ca/?id=1809#!m/494488,MP 103,https://map.utoronto.ca/?id=1809#!m/494490,SS 2117,RW 110,https://map.utoronto.ca/?id=1809#!m/494510,RW 110,https://map.utoronto.ca/?id=1809#!m/494515,"Homayouni-Boroojeni, S.","Im, J.",of  available,8,185,Yes: 0 student,In Person,Priority (P),Enrolment Controls:,"Priority enrolment is given to the groups of students listed below until July 28. There is no course enrolment on July 29. Beginning July 30, all other Arts & Science students can enrol in this section. UTM/UTSC students can enrol in this section starting August 6. The following groups of students are given priority access until July 28:",Year 1 COMPUTER SCIENCE     (Faculty of Arts and Science),Year 1 SOCIAL SCIENCES     (Faculty of Arts and Science),Activity,Time,Instructor(s),Space Availability,Wait List,Status / Notes,LEC0201,Monday,—,16:00,17:00,of  available,0,150,Yes: 4 students,In Person,Activity,Time,,Activity,Time,Instructor(s),Space Availability,Wait List,Status / Notes,TUT0101,Monday,—,11:00,12:00,—,of  available,0,45,No,In Person,Activity,Time,Instructor(s),Space Availability,Wait List,Status / Notes,TUT0102,Monday,—,11:00,12:00,,—,of  available,0,45,No,In Person,Activity,Time,Instructor(s),Space Availability,Wait List,Status / Notes,TUT0103,Monday,—,11:00,12:00,—,of  available,1,45,No,In Person,Activity,Time,Instructor(s),Space Availability,Wait List,Status / Notes,TUT0201,Monday,—,13:00,14:00,—,of  available,0,45,No,In Person,Activity,Time,Instructor(s),Space Availability,Wait List,Status / Notes,TUT0202,Monday,—,13:00,14:00,UC 261,GB 248,—,of  available,0,45,No,In Person,BA 1240,UC 261,https://map.utoronto.ca/?id=1809#!m/494517,https://map.utoronto.ca/?id=1809#!m/494473,https://map.utoronto.ca/?id=1809#!m/494470,https://map.utoronto.ca/?id=1809#!m/494517,Room,Room,Room,Room,Room,Room
