resultDept,pbot15,hiCC,legendControl,extraTxt,extraTxt 2,extraTxt 8,extraTxt 9,extraTxt 10,extraTxt 11,extraTxt 12,extraTxt 13,extraTxt 14,extraTxt 15,colCode,weekDay,dayInfo,dayInfo 2,dayInfo 3,weekDay 2,weekDay 3,weekDay href,weekDay 4,weekDay href 2,weekDay 5,weekDay href 3,weekDay 6,colInst,colAvail,numCurr,numTot,numWait,onlineMeeting,legendControl 4,legendControl 5,enConDesc,enConList,weekDay 7,dayInfo 7,dayInfo 8,dayInfo 9,weekDay 8,dayInfo 10,dayInfo 11,dayInfo 12,weekDay 9,weekDay 10,weekDay 11,headerSect 13,headerSect 14,headerSect 15,headerSect 16,headerSect 17,headerSect 18,colCode 3,weekDay 13,dayInfo 13,dayInfo 14,dayInfo 15,dayInfo 16,dayInfo 17,dayInfo 18,weekDay href 9,weekDay href 10,colAvail 3,numCurr 3,numTot 3,numWait 3,onlineMeeting 3,headerSect 19,headerSect 20,headerSect 21,headerSect 22,headerSect 23,headerSect 24,colCode 4,weekDay 22,colAvail 4,numCurr 4,numTot 4,numWait 4,onlineMeeting 4,headerSect 25,headerSect 26,headerSect 27,headerSect 28,headerSect 29,headerSect 30,colCode 5,colAvail 5,numCurr 5,numTot 5,numWait 5,onlineMeeting 5,headerSect 31,headerSect 32,headerSect 33,headerSect 34,headerSect 35,colCode 6,colAvail 6,numCurr 6,numTot 6,numWait 6,onlineMeeting 6,headerSect 37,headerSect 38,headerSect 39,headerSect 40,headerSect 49,alignC,alignC 2,alignC 3,alignC 5,extraTxt 16
IHPST,How to Think about Science,HPS120H1-S,Timetable instructions,Note:,Students enrolled in LEC0101 may only enroll in the following TUT sections:,This course addresses the nature of science and its importance to our understanding of ourselves. Questions include: What is a science? Is science objective? What is scientific reasoning? Has our conception of science changed through history? How does science shape our moral image? Does science reveal our natures as humans?,Humanities,"Thought, Belief and Behaviour (2)",Distribution Requirement:,LEC0101:,Breadth Requirement:,TUT0101 THUR 10-11,TUT0201 THUR 11-12,LEC0101,Tuesday,—,13:00,15:00,2.0 hours / week,—,https://map.utoronto.ca/?id=1809#!m/494602,VC 212,https://map.utoronto.ca/?id=1809#!m/494602,—,https://map.utoronto.ca/?id=1809#!m/494602,VC 212,"Walsh, D.",of  available,21,100,Yes: 0 student,In Person (See Delivery Instructions.),,,,,Thursday,—,10:00,11:00,Thursday,—,11:00,12:00,Thursday,Thursday,VC 212,Activity,Time,Room,Instructor(s),Space Availability,Wait List,TUT0101,,—,14:00,15:00,—,14:00,15:00,https://map.utoronto.ca/?id=1809#!m/494602,,of  available,14,33,No,In Person (See Delivery Instructions.),Status / Notes,Activity,Time,Room,Instructor(s),Space Availability,TUT0201,VC 323,of  available,14,33,No,In Person (See Delivery Instructions.),Wait List,Status / Notes,Activity,Time,Room,Instructor(s),TUT0301,of  available,0,34,No,In Person (See Delivery Instructions.),Space Availability,Wait List,Status / Notes,Activity,Time,TUT0302,of  available,1,33,No,Online - Synchronous (See Delivery Instructions.),Instructor(s),Space Availability,Wait List,Status / Notes,Room,—,—,—,—,TUT0301 THUR 14-15
GER,Introduction to German Culture (E),GER150H1-S,Timetable instructions,Note:,This course is taught in English. Students registering for this course must also register for the tutorial.,"This course taught in English is intended for students who are unfamiliar with German culture. It examines historical, political and cultural developments in Germany from about 1871 to the present focusing on literary and non-literary texts. (Note: This course is required for the major and specialist program; it should be taken within the first two years.)",Humanities,Creative and Cultural Representations (1),Distribution Requirement:,,Breadth Requirement:,,,LEC0101,Tuesday,—,13:00,15:00,,,https://map.utoronto.ca/?id=1809#!m/494602,VC 215,,,,,"Zilcosky, J.",of  available,20,40,Yes: 0 student,In Person,,,,,Thursday,—,13:00,14:00,,,,,,,,Activity,Time,Room,Instructor(s),Space Availability,Wait List,TUT0101,,,,,,,,https://map.utoronto.ca/?id=1809#!m/494600,,of  available,21,40,No,In Person,Status / Notes,,,,,,,NF 004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Room,—,,,,
HIS,Pandemics and Human History,HIS191H1-F,,,,"We have all just lived through a major historical disruption caused by CoViD-19. In this course, you will be invited to use your experience of the pandemic as a tool for understanding other times, other places, and the study of history itself. We will study plagues and diseases from the ancient world to the Twentieth Century, and introduce methods from social, cultural, and economic history, as well as concepts from the histories of science and medicine.",Humanities,Society and its Institutions (3),Distribution Requirement:,,Breadth Requirement:,,,LEC0101,Tuesday,—,09:00,11:00,,,,,,,,,"Price, M.",of  available,1,25,Yes: 0 student,In Person,Restricted (R1),Enrolment Controls:,This section is restricted at all times to the following students:,Year 1      (Faculty of Arts and Science),,,,,,,,,,,,,,,,,,,,,,,,,,https://map.utoronto.ca/?id=1809#!m/494510,,,,,,,,,,,,,,SS 581,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Room,,,,,
HIS,Calls to Action: The TRC and Residential Schools in Canadian History,HIS193H1-F,,,,"The last Indian Residential School in Canada closed in 1996. For more than a century and half before that, the Canadian state supported church-run residential schools intended to take Indigenous children away from their families, cultures, languages and traditions. Over 150,000 children passed through the doors of these different schools that operated from coast to coast. Using the formal report of the Truth and Reconciliation Commission as a central text, this course explores that history and the ongoing legacy of residential schools in Canada while introducing first year students to historical research methods and sources. Restricted to first-year students. Not eligible for CR/NCR option.",Humanities,Society and its Institutions (3),Distribution Requirement:,,Breadth Requirement:,,,LEC0101,Tuesday,—,10:00,12:00,,,,,,,,,"Bohaker, H.",of  available,0,25,Yes: 0 student,In Person,Restricted (R1),Enrolment Controls:,This section is restricted at all times to the following students:,Year 1      (Faculty of Arts and Science),,,,,,,,,,,,,,,,,,,,,,,,,,https://map.utoronto.ca/?id=1809#!m/494470,,,,,,,,,,,,,,BA 1210,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Room,,,,,
GER,"Our Vampires, Ourselves (E)",GER194H1-S,Timetable instructions,Note:,This course is taught in English.,"Vampires are among the most fascinating figures of popular culture. Since Bram Stoker’s Dracula (1897) – and, in fact, well before that – they have been haunting the human imagination in various shapes and forms. This course examines the figure of the vampire as a potent cultural metaphor in the German context and beyond, showing how every age embraces the vampires it needs and gets the vampires it deserves. The goal is to teach students to reflect critically and independently on issues of self and society and to develop a structured approach to critical thinking in general. All readings and class discussions will be in English. Restricted to first-year students. Not eligible for CR/NCR option.",Humanities,Creative and Cultural Representations (1),Distribution Requirement:,,Breadth Requirement:,,,LEC0101,Friday,—,10:00,12:00,,,,,,,,,"Boran, E.",of  available,0,25,Yes: 11 students,In Person,Restricted (R2),Enrolment Controls:,"This section is restricted to two groups of students. Group 1 is given priority access until July 28. There is no course enrolment on July 29. Beginning July 30, Group 2 can enrol in this section:",Group 1: Year 1    Innis College  (Faculty of Arts and Science),,,,,,,,,,,,,,,,,,,,,,,,,,https://map.utoronto.ca/?id=1809#!m/494541,,,,,,,,,,,,,,IN 312,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Room,,,,,
HIS,"Power, Resistance, and the Graphic Novel",HIS194H1-S,,,,"This course will look broadly at the question of power and resistance in the Americas (Canada, the United States, and Latin America) through the prism of graphic novels. Each week we will read a graphic novel related to important historical moments or events, drawing on scholarly articles to help us contextualize the novel. We will discuss the medium of graphic novels, their history and place in the broader culture, as well as how they might help or hinder our ability to study and disseminate information about the past. Restricted to first-year students. Not eligible for CR/NCR option.",Humanities,Society and its Institutions (3),Distribution Requirement:,,Breadth Requirement:,,,LEC0101,Wednesday,—,13:00,15:00,,,,,,,,,"Mishler, M.",of  available,0,25,Yes: 19 students,In Person,Restricted (R2),Enrolment Controls:,"This section is restricted to two groups of students. Group 1 is given priority access until July 28. There is no course enrolment on July 29. Beginning July 30, Group 2 can enrol in this section:",Group 1: Year 1    Innis College  (Faculty of Arts and Science),,,,,,,,,,,,,,,,,,,,,,,,,,https://map.utoronto.ca/?id=1809#!m/494541,,,,,,,,,,,,,,IN 312,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Room,,,,,
GER,Poets and Power: Art under the Nazis (E),GER197H1-F,Timetable instructions,Note:,This course is taught in English.,Did you know that Hitler was a failed artist? Goebbels a poet? Göring a collector of art? That there was an orchestra in Auschwitz?,"In this course we will examine the ways in which politics and aesthetics intertwined in Nazism: the fascist cult of beauty; the theatrics of political propaganda; anti-Semitic entertainment films; and the eroticization of the Führer-figure. We will investigate this marriage of beauty and violence, and ask ourselves: What made the “Third Reich” so attractive to so many? Beginning with the great aesthetic movements from the pre-Nazi era, we will analyze Hitler’s 1937 ban on “degenerate,” modern art, as well as his return to Greek and Roman images of beauty. Throughout the course, we will consider some of the high points of German culture – in philosophy, music, and literature – and ask: How did a society that produced such works of genius also create Nazism and the Holocaust? Restricted to first-year students. Not eligible for CR/NCR option.",Humanities,Distribution Requirement:,Creative and Cultural Representations (1),Breadth Requirement:,,,LEC0101,Tuesday,—,10:00,12:00,,,,,,,,,"Zilcosky, J.",of  available,2,25,Yes: 0 student,In Person,Restricted (R1),Enrolment Controls:,This section is restricted at all times to the following students:,Year 1      (Faculty of Arts and Science),,,,,,,,,,,,,,,,,,,,,,,,,,https://map.utoronto.ca/?id=1809#!m/494600,,,,,,,,,,,,,,NF 235,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Room,,,,,
HIS,Decolonizing Women's History,HIS198H1-F,,,,"This course introduces students to the historiographical and theoretical debates in women's and gender history from a global perspective, with emphasis on the local histories of women in the non-western world. Students will study the themes in women's history as articulated by first and second wave feminists. The second part of the class deconstructs the basic assumptions of Western feminism through the perspective of post-colonial feminist writings and empirical studies. The readings are structured so that you consider how examples from Asia disrupt narratives of universality in Western feminist epistemologies. Restricted to first-year students. Not eligible for CR/NCR option.",Humanities,Society and its Institutions (3),Distribution Requirement:,,Breadth Requirement:,,,LEC0101,Tuesday,—,10:00,12:00,,,,,,,,,"Sweeney, S.",of  available,0,25,Yes: 0 student,In Person,Restricted (R1),Enrolment Controls:,This section is restricted at all times to the following students:,Year 1      (Faculty of Arts and Science),,,,,,,,,,,,,,,,,,,,,,,,,,https://map.utoronto.ca/?id=1809#!m/494510,,,,,,,,,,,,,,SS 1084,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Room,,,,,
CERES,Europe: Nation-State to Supranational Union,EUR200Y1-Y,,,,"An analysis of the development of European political regimes from 1789 until the 2004 and 2007 enlargements of the European Union to include the countries of the former Soviet bloc. This course identifies the decisive forces and factors affecting the operation of constitutions and institutions within the countries which came to form the European Union: nationalism, multi-nationalism, internationalism and supranationalism.",HIS241H1/HIS242H1,HIS103Y1/HIS109Y1,Exclusion:,Humanities,Recommended Preparation:,Society and its Institutions (3),Distribution Requirement:,LEC0101,Tuesday,—,11:00,12:00,Thursday,VC 323,https://map.utoronto.ca/?id=1809#!m/494602,VC 323,https://map.utoronto.ca/?id=1809#!m/494602,VC 323,https://map.utoronto.ca/?id=1809#!m/494602,VC 323,"Austin, R.",of  available,59,88,Yes: 0 student,In Person,Priority (P),Enrolment Controls:,"Priority enrolment is given to the groups of students listed below until July 28. There is no course enrolment on July 29. Beginning July 30, all other Arts & Science students can enrol in this section. UTM/UTSC students can enrol in this section starting August 6. The following groups of students are given priority access until July 28:",ASMAJ0652 MA HISTORY,Tuesday,—,12:00,13:00,Tuesday,—,13:00,14:00,Thursday,,TF 103,Activity,Time,,Instructor(s),Space Availability,Wait List,TUT0101,TF 103,—,12:00,13:00,,,,https://map.utoronto.ca/?id=1809#!m/494600,https://map.utoronto.ca/?id=1809#!m/494600,of  available,12,22,No,In Person,Status / Notes,Activity,Time,,Instructor(s),Space Availability,TUT0201,,of  available,12,22,No,In Person,Wait List,Status / Notes,Activity,Time,,Instructor(s),TUT0301,of  available,13,22,No,In Person,Space Availability,Wait List,Status / Notes,Activity,Time,TUT0401,,,,,,Instructor(s),Space Availability,Wait List,Status / Notes,,—,,,,Breadth Requirement:
GER,Intermediate German 1,GER200Y1-Y,Timetable instructions,Note:,This course is taught in German.,"This course continues the work done in GER100Y1 / GER101H1. It further expands on basic grammar and vocabulary, practice in comprehension, composition, and conversation.","GER100Y1/GER101H1 or German placement test, Senior high school German or equivalent",Humanities,Prerequisite:,Creative and Cultural Representations (1),Distribution Requirement:,,Breadth Requirement:,LEC0101,Tuesday,—,14:00,16:00,Thursday,CR 404,https://map.utoronto.ca/?id=1809#!m/494580,CR 404,https://map.utoronto.ca/?id=1809#!m/494580,CR 404,https://map.utoronto.ca/?id=1809#!m/494580,CR 404,"Laszlo, R.",of  available,21,30,Yes: 0 student,In Person (See Delivery Instructions.),,,,,Wednesday,—,08:00,10:00,Friday,—,08:00,10:00,AH 107,AH 107,AH 107,Activity,Time,Instructor(s),Space Availability,Wait List,Status / Notes,LEC0301,Monday,—,18:00,20:00,—,18:00,20:00,,,of  available,12,30,Yes: 0 student,Online - Synchronous (See Delivery Instructions.),Activity,Time,Instructor(s),Space Availability,Wait List,Status / Notes,LEC9901,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,—,
IHPST,Science and Values,HPS200H1-F,Delivery instructions,Note:,All recorded lectures and lecture slides are available on Quercus prior to enrolment date.,"An introduction to issues at the interface of science and society. Including the reciprocal influence of science and social norms, the relation of science and religion, dissemination of scientific knowledge, science and policy. Issues may include: Nuclear, Biological and Chemical Weapons; Genetic Engineering; The Human Genome Project; Climate Change.",Humanities,Society and its Institutions (3),Distribution Requirement:,,Breadth Requirement:,,,LEC0101,2.0 hours / week,,,,VC 206,—,https://map.utoronto.ca/?id=1809#!m/494602,VC 212,https://map.utoronto.ca/?id=1809#!m/494602,VC 212,https://map.utoronto.ca/?id=1809#!m/494602,VC 206,"Fehige, Y.",of  available,119,500,Yes: 0 student,Asynchronous (See Delivery Instructions.),,,,,Tuesday,—,08:00,09:00,Tuesday,—,08:00,09:00,Tuesday,Tuesday,VC 211,Activity,Time,Room,Instructor(s),Space Availability,Wait List,TUT0101,EM 119,—,08:00,09:00,—,09:00,10:00,https://map.utoronto.ca/?id=1809#!m/494463,https://map.utoronto.ca/?id=1809#!m/494463,of  available,11,33,No,In Person (See Delivery Instructions.),Status / Notes,Activity,Time,Room,Instructor(s),Space Availability,TUT0102,Tuesday,of  available,21,33,No,In Person (See Delivery Instructions.),Wait List,Status / Notes,Activity,Time,Room,Instructor(s),TUT0103,of  available,29,33,No,In Person (See Delivery Instructions.),Space Availability,Wait List,Status / Notes,Activity,Time,TUT0201,of  available,11,33,No,In Person (See Delivery Instructions.),Instructor(s),Space Availability,Wait List,Status / Notes,Room,—,—,—,—,
IHPST,Science and Values,HPS200H1-S,Delivery instructions,Note:,"Lecture recordings will be made available prior to class meetings. Students will be expected to watch those recordings, and then attend synchronous live discussions. It is recommended that students have a computer with a microphone in order to participate in online activities.","An introduction to issues at the interface of science and society. Including the reciprocal influence of science and social norms, the relation of science and religion, dissemination of scientific knowledge, science and policy. Issues may include: Nuclear, Biological and Chemical Weapons; Genetic Engineering; The Human Genome Project; Climate Change.",Humanities,Society and its Institutions (3),Distribution Requirement:,,Breadth Requirement:,,,LEC0101,Tuesday,—,11:00,13:00,NF 113,—,https://map.utoronto.ca/?id=1809#!m/494602,VC 212,https://map.utoronto.ca/?id=1809#!m/494602,NF 113,https://map.utoronto.ca/?id=1809#!m/494602,VC 212,"Lewis, C.",of  available,51,500,Yes: 0 student,Online - Synchronous (See Delivery Instructions.),,,,,Monday,—,11:00,12:00,Monday,—,12:00,13:00,Monday,Monday,VC 212,Activity,Time,Room,Instructor(s),Space Availability,Wait List,TUT0101,VC 212,—,13:00,14:00,—,14:00,15:00,https://map.utoronto.ca/?id=1809#!m/494463,https://map.utoronto.ca/?id=1809#!m/494463,of  available,0,36,No,In Person (See Delivery Instructions.),Status / Notes,Activity,Time,Room,Instructor(s),Space Availability,TUT0201,Thursday,of  available,0,36,No,In Person (See Delivery Instructions.),Wait List,Status / Notes,Activity,Time,Room,Instructor(s),TUT0301,of  available,0,36,No,In Person (See Delivery Instructions.),Space Availability,Wait List,Status / Notes,Activity,Time,TUT0401,of  available,1,35,No,In Person (See Delivery Instructions.),Instructor(s),Space Availability,Wait List,Status / Notes,Room,—,—,—,—,
GER,Intermediate German 1b,GER201H1-S,Timetable instructions,Note:,For this course you are required to take a placement test and once marked be placed at this level.  Please email gayle.grisdale@utoronto.ca to take a placement test. Self placement is not allowed.,"This course is equivalent to the Spring Term of GER200Y1. It further expands on basic grammar and vocabulary, practice in comprehension, composition, and conversation. The Department reserves the right to place students in the appropriate language course on the 200- and 300 levels.",German placement test,GER200Y1,Prerequisite:,Humanities,Exclusion:,Creative and Cultural Representations (1),Distribution Requirement:,LEC0101,Tuesday,—,14:00,16:00,Thursday,—,https://map.utoronto.ca/?id=1809#!m/494578,AH 107,https://map.utoronto.ca/?id=1809#!m/494578,CR 404,,AH 107,"Laszlo, R.",of  available,5,5,Yes: 0 student,In Person (See Delivery Instructions.),Enrol at Department (E),Enrolment Controls:,Enrolment via ACORN is not available. Students must request permission to enrol in this course by contacting the sponsoring department. Please see Timetable Instructions tab for contact information.,,Wednesday,—,08:00,10:00,Friday,—,08:00,10:00,,,,Activity,Time,Instructor(s),Space Availability,Wait List,Status / Notes,LEC0301,Monday,—,18:00,20:00,—,18:00,20:00,https://map.utoronto.ca/?id=1809#!m/494580,https://map.utoronto.ca/?id=1809#!m/494580,of  available,4,5,Yes: 0 student,Online - Synchronous (See Delivery Instructions.),Activity,Time,Instructor(s),Space Availability,Wait List,Status / Notes,LEC9901,CR 404,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Room,,,,—,Breadth Requirement:
IHPST,Technology in the Modern World,HPS202H1-F,Delivery instructions,Note:,Lectures and tutorials will be available only as online synchronous at their scheduled times. Recordings of online-synchronous sections of the course will be available. Students will not be expected to watch asynchronous lecture videos prior to class meetings. It is recommended that students have a computer with a microphone and camera in order to participate in online activities.,"This course examines the reciprocal relationship between technology and society since 1800 from the perspectives of race, class, and gender. From the role of European imperial expansion in 19th-century industrialization and mechanization to the development of nuclear technology, smartphones, and digital computers in the 20th century, we consider cultural responses to new technologies, and the ways in which technology operates as an historical force in the history of the modern world.",HPS201H1,Humanities,Recommended Preparation:,Society and its Institutions (3),Distribution Requirement:,,Breadth Requirement:,LEC0101,Thursday,—,14:00,16:00,,,https://map.utoronto.ca/?id=1809#!m/494463,EM 302,https://map.utoronto.ca/?id=1809#!m/494463,,https://map.utoronto.ca/?id=1809#!m/494463,EM 302,"Zakar, A.",of  available,52,164,Yes: 0 student,In Person (See Delivery Instructions.),,,,,Thursday,—,16:00,17:00,Friday,—,10:00,11:00,Friday,Friday,EM 302,Activity,Time,Room,Instructor(s),Space Availability,Wait List,TUT0101,EM 302,—,11:00,12:00,—,12:00,13:00,https://map.utoronto.ca/?id=1809#!m/494510,,of  available,1,32,No,In Person (See Delivery Instructions.),Status / Notes,Activity,Time,Room,Instructor(s),Space Availability,TUT0201,SS 2102,of  available,21,33,No,In Person (See Delivery Instructions.),Wait List,Status / Notes,Activity,Time,Room,Instructor(s),TUT0301,of  available,17,33,No,In Person (See Delivery Instructions.),Space Availability,Wait List,Status / Notes,Activity,Time,TUT0401,of  available,7,33,No,In Person (See Delivery Instructions.),Instructor(s),Space Availability,Wait List,Status / Notes,Room,—,—,—,—,
IHPST,Making Sense of Uncertainty,HPS203H1-F,Delivery instructions,Note:,"Lectures delivered synchronously online, without recordings.  Tutorials delivered in person, also without recordings.","This course examines issues of uncertainty in various contexts of science, technology, and society since the 19th century. Topics may include randomized controlled trials, statistical identification of normal and pathological, biopolitics, philosophical interpretations of probability, Brownian motions, uncertainty principle in quantum mechanics, cybernetic mind, and chance in avant-garde arts.",Humanities,"Thought, Belief and Behaviour (2)",Distribution Requirement:,,Breadth Requirement:,,,LEC0101,Monday,—,10:00,12:00,,—,https://map.utoronto.ca/?id=1809#!m/494463,EM 119,https://map.utoronto.ca/?id=1809#!m/494463,,https://map.utoronto.ca/?id=1809#!m/494463,EM 119,"Yeang, C.",of  available,40,100,Yes: 0 student,Online - Synchronous (See Delivery Instructions.),,,,,Monday,—,13:00,14:00,Monday,—,14:00,15:00,Tuesday,,EM 119,Activity,Time,Room,Instructor(s),Space Availability,Wait List,TUT0101,,—,10:00,11:00,,,,,,of  available,10,33,No,In Person (See Delivery Instructions.),Status / Notes,Activity,Time,Room,Instructor(s),Space Availability,TUT0201,,of  available,20,33,No,In Person (See Delivery Instructions.),Wait List,Status / Notes,Activity,Time,Room,Instructor(s),TUT0301,of  available,14,34,No,In Person (See Delivery Instructions.),Space Availability,Wait List,Status / Notes,,,,,,,,,,,,,Room,—,—,—,,
GER,German Literature I,GER205H1-S,Timetable instructions,Note:,This course is taught in German.,This course offers a transition from the language courses to the topic courses on the 300-level. It introduces students to German literature and provides them with working methods and analytical tools relevant for the study of German literary texts in the original German.,Note: This course is required for the major and specialist program,GER100Y1,Prerequisite:,GER200Y1,Corequisite:,Humanities,Distribution Requirement:,LEC0101,Monday,—,13:00,15:00,Wednesday,,,,,AH 302,,,"Goetschel, W.",of  available,20,30,Yes: 0 student,In Person (See Delivery Instructions.),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://map.utoronto.ca/?id=1809#!m/494578,https://map.utoronto.ca/?id=1809#!m/494578,,,,,,,,,,,,,AH 302,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Room,,,,,Breadth Requirement:
HIS,From Women's History to Gender History,HIS205H1-F,,,,"This course critically examines gender in the context of politics, society, culture, and economics across a range of comparative times and spaces depending on instructor expertise. In what ways have gendered norms and transgressions been part of human societies and lived experiences? How have those norms shifted across historical and geographical contexts? How has the history of gender impacted gender as it is lived and made political today?  Throughout the course, we will be querying the theoretical assumptions underlying and framing the historical texts we are studying, as well as assessing the different kinds of primary sources used to recover women’s and gender history.",None,HIS245Y1,Prerequisite:,Humanities,Exclusion:,Society and its Institutions (3),Distribution Requirement:,LEC0101,Thursday,—,10:00,12:00,,,https://map.utoronto.ca/?id=1809#!m/494510,SS 1084,https://map.utoronto.ca/?id=1809#!m/494510,,https://map.utoronto.ca/?id=1809#!m/494510,SS 1080,"Aladejebi, F.",of  available,1,60,Yes: 0 student,In Person,,,,,Thursday,—,12:00,13:00,Thursday,—,13:00,14:00,Thursday,,SS 1078,Activity,Time,Room,Instructor(s),Space Availability,Wait List,TUT0101,,—,14:00,15:00,,,,https://map.utoronto.ca/?id=1809#!m/494510,,of  available,0,20,No,In Person,Status / Notes,Activity,Time,Room,Instructor(s),Space Availability,TUT0201,SS 2127,of  available,1,20,No,In Person,Wait List,Status / Notes,Activity,Time,Room,Instructor(s),TUT0301,of  available,5,20,No,In Person,Space Availability,Wait List,Status / Notes,,,,,,,,,,,,,Room,,,,,Breadth Requirement:
