resultDept,pbot15,hiCC,legendControl,extraTxt,extraTxt 2,extraTxt 3,extraTxt href,extraTxt 7,extraTxt 8,extraTxt href 2,extraTxt 9,extraTxt 10,extraTxt 11,extraTxt 12,extraTxt 13,extraTxt 14,colCode,weekDay,dayInfo,dayInfo 2,dayInfo 3,weekDay 2,weekDay 3,colInst,colAvail,numCurr,numTot,numWait,onlineMeeting,legendControl 4,legendControl 5,enConDesc,enConList,enConList 2,headerSect 7,headerSect 8,headerSect 9,headerSect 10,headerSect 11,headerSect 12,colCode 2,weekDay 4,dayInfo 4,dayInfo 5,dayInfo 6,weekDay 5,weekDay 7,alignC,colAvail 2,numCurr 2,numTot 2,numWait 2,onlineMeeting 2,headerSect 13,headerSect 25,weekDay 31,dayInfo 31,dayInfo 32,dayInfo 33,weekDay href,weekDay href 3,alignC 13,extraTxt 15,extraTxt 16
ES,Atmosphere-Biosphere Interact,ESS361H1-F,Delivery instructions,Note:,Recordings of lectures will also be available for students to view asynchronously.,,,"Theory on the exchange of energy and matter (carbon, water) between the land surface and atmosphere, with a focus on the implications of ecosystem-level processes for regional micrometeorology. Examples will be taken from research on contemporary as well as palaeoclimate systems. Case studies to include how changes in vegetation type alter surface radiation balance, hydrological cycling and heat transfer in soils. There is no formal textbook for this course. Lecture material will be augmented with assigned readings from the scientific literature.",,,"8.0 FCE`s, including 1 FCE from PHY131H1/PHY132H1/CHM135H1/CHM136H1/CHM138H1/CHM139H1/MAT135H1/MAT136H1",Prerequisite:,GGR303H1,Exclusion:,Science,Distribution Requirement:,LEC9901,Friday,—,10:00,12:00,,,"Cowling, S.",of  available,4,60,Yes: 0 student,Online - Synchronous (See Delivery Instructions.),,,,,,,,,,,,,,,,,,—,,,,,,,,Room,,,,,,,,Living Things and Their Environment (4),Breadth Requirement:
ES,Oceanography,ESS362H1-S,,,,,,"An introduction to the physical, geological, chemical, and biological processes governing the world’s oceans. The course emphasizes critical thinking, environmental issues, and interrelationships among scientific disciplines.",,,8.0 FCE,Prerequisite:,1.0 FCE from ESS102H1/PHY131H1/PHY132H1/CHM135H1/CHM136H1/CHM138H1/CHM139H1/BIO120H1/MAT135H1 & ESS261H1/ESS262H1,Recommended Preparation:,Science,Distribution Requirement:,LEC0101,Friday,—,13:00,15:00,ES 1062,,"Bollmann, J.",of  available,0,45,Yes: 9 students,In Person,,,,,,Activity,Time,Room,Instructor(s),Space Availability,Wait List,PRA0101,Friday,—,15:00,17:00,ES 1062,,—,of  available,5,45,No,In Person,Status / Notes,Room,,,,,https://map.utoronto.ca/?id=1809#!m/494499,https://map.utoronto.ca/?id=1809#!m/494499,,The Physical and Mathematical Universes (5),Breadth Requirement:
DRAMA,"Story-ing the Possible: Talking Treaties, Rehearsing (Re) conciliation",DRM363H1-S,,,,,,"This half course offers a comprehensive examination of Indigenous history in the territories (now called Canada); Treaty Relationships, and Indigenous-Settler Relationships, as they have shifted and evolved since first contact. Students will enter into conversation with this history and the contemporary issues confronting all Canadians today through the writings of Indigenous playwrights, oral history keepers, academic historians, and Indigenous theorists.",,,DRM101Y1 or any 4.0 FCE,Prerequisite:,INS201Y1,Exclusion:,Humanities,Distribution Requirement:,LEC5101,Wednesday,—,18:00,21:00,,,"Carter, J.",of  available,0,30,Yes: 8 students,In Person,Priority (P),Enrolment Controls:,"Priority enrolment is given to the groups of students listed below until July 28. There is no course enrolment on July 29. Beginning July 30, all other Arts & Science students can enrol in this section. UTM/UTSC students can enrol in this section starting August 6. The following groups of students are given priority access until July 28:","Centre for Drama, Theatre and Performance Studies   (Faculty of Arts and Science)","Centre for Drama, Theatre and Performance Studies   (John H. Daniels Faculty of Architecture, Landscape, & Design)",,,,,,,,,,,,,UP 109,,,,,,,,Room,,,,,,,,Society and its Institutions (3),Breadth Requirement:
EAS,"The Postwar, Cold War and Divided Koreas",EAS372H1-S,,,,,,"This research-oriented course examines the divided history of the Korean peninsula since 1945 in the context of the global war. Examines key debates in the history of contemporary Korea, beginning with the Korean war and ending with the contemporary culture of division.",,,EAS105H1,Prerequisite:,EAS372Y1,Exclusion:,EAS271H1,Recommended Preparation:,LEC0101,Tuesday,—,13:00,15:00,UC 179,,"Schmid, A.",of  available,0,45,Yes: 7 students,In Person,Priority (P),Enrolment Controls:,"Priority enrolment is given to the groups of students listed below until July 28. There is no course enrolment on July 29. Beginning July 30, all other Arts & Science students can enrol in this section. UTM/UTSC students can enrol in this section starting August 6. The following groups of students are given priority access until July 28:",Department of East Asian Studies   (Faculty of Arts and Science),"Department of East Asian Studies   (John H. Daniels Faculty of Architecture, Landscape, & Design)",,,,,,,,,,,,,,,,,,,,,Room,,,,,https://map.utoronto.ca/?id=1809#!m/494517,,,Humanities,Distribution Requirement:
EAS,Modern Japan and the Colonial Question,EAS374H1-F,,,,,,"This course interrogates the history of modern Japan from the perspective of Japan's colonial exploits in East Asia. The course also addresses the political economy and culture of the military occupation of Japan by the Supreme Command of the Allied Powers. Texts from economics, philosophy, and literature will be used.",,,EAS105H1,Prerequisite:,Humanities,Distribution Requirement:,Society and its Institutions (3),Breadth Requirement:,LEC0101,Thursday,—,15:00,17:00,UC 85,,"Kawashima, K.",of  available,0,45,Yes: 0 student,In Person,Priority (P),Enrolment Controls:,"Priority enrolment is given to the groups of students listed below until July 28. There is no course enrolment on July 29. Beginning July 30, all other Arts & Science students can enrol in this section. UTM/UTSC students can enrol in this section starting August 6. The following groups of students are given priority access until July 28:",Department of East Asian Studies   (Faculty of Arts and Science),"Department of East Asian Studies   (John H. Daniels Faculty of Architecture, Landscape, & Design)",,,,,,,,,,,,,,,,,,,,,Room,,,,,https://map.utoronto.ca/?id=1809#!m/494517,,,,
DRAMA,Special Topics in Studio Practice,DRM375H1-F,,,,,,"An in-depth examination of selected performance disciplines, styles, and genres within their historical and critical context. Content may vary depending on instructor. Please check Studio Topics on the  for more details.",CDTPS undergraduate web page,https://www.cdtps.utoronto.ca/undergraduate,Minimum 70% in required courses:  DRM101Y1; DRM200Y1/DRM202H1/DRM228H1/DRM254H1,Prerequisite:,DRM220Y1,Recommended Preparation:,Humanities,Distribution Requirement:,LEC0101,Thursday,—,14:00,17:00,KS 336,,"Cherniak, L.",of  available,2,18,Yes: 0 student,In Person,Priority (P),Enrolment Controls:,"Priority enrolment is given to the groups of students listed below until July 28. There is no course enrolment on July 29. Beginning July 30, all other Arts & Science students can enrol in this section. UTM/UTSC students can enrol in this section starting August 6. The following groups of students are given priority access until July 28:",ASMAJ2148 MA DRAMA  - Year 2,ASMAJ2148 MA DRAMA  - Year 3,Subtitle,,,,,,,,,,,,,,,,,,,,Room,,,,,https://map.utoronto.ca/?id=1809#!m/494461,,,Creative and Cultural Representations (1),Breadth Requirement:
DRAMA,Special Topics in Studio Practice,DRM376H1-S,,,,,,"An in-depth examination of selected performance disciplines, styles, and genres within their historical and critical context. Content may vary depending on instructor. Please check Studio Topics on the  for more details.",CDTPS undergraduate web page,https://www.cdtps.utoronto.ca/undergraduate,Minimum 70% in required courses: DRM101Y1; DRM200Y1/DRM202H1/DRM228H1/DRM254H1,Prerequisite:,DRM220Y1,Recommended Preparation:,Humanities,Distribution Requirement:,LEC5101,Tuesday,—,17:00,20:00,,,"Eacho, D.",of  available,9,18,Yes: 0 student,In Person,Priority (P),Enrolment Controls:,"Priority enrolment is given to the groups of students listed below until July 28. There is no course enrolment on July 29. Beginning July 30, all other Arts & Science students can enrol in this section. UTM/UTSC students can enrol in this section starting August 6. The following groups of students are given priority access until July 28:",ASMAJ2148 MA DRAMA  - Year 2,ASMAJ2148 MA DRAMA  - Year 3,Subtitle,,,,,,,,,,,,Contact DEPT,,,,,,,,Room,,,,,,,,Creative and Cultural Representations (1),Breadth Requirement:
DRAMA,Special Topics in Studio Practice,DRM378H1-S,,,,,,"An in-depth examination of selected performance disciplines, styles, and genres within their historical and critical context. Content may vary depending on instructor. Please check Studio Topics on the  for more details.",CDTPS undergraduate web page,https://www.cdtps.utoronto.ca/undergraduate,Minimum 70% in required courses:  DRM101Y1; DRM200Y1/DRM202H1/DRM228H1/DRM254H1,Prerequisite:,DRM220Y1,Recommended Preparation:,Humanities,Distribution Requirement:,LEC0101,Friday,—,10:00,13:00,,,"Pesic, S.",of  available,4,15,Yes: 0 student,In Person,Priority (P),Enrolment Controls:,"Priority enrolment is given to the groups of students listed below until July 28. There is no course enrolment on July 29. Beginning July 30, all other Arts & Science students can enrol in this section. UTM/UTSC students can enrol in this section starting August 6. The following groups of students are given priority access until July 28:",ASMAJ2148 MA DRAMA  - Year 2,ASMAJ2148 MA DRAMA  - Year 3,Subtitle,,,,,,,,,,,,UP 100,,,,,,,,Room,,,,,,,,Creative and Cultural Representations (1),Breadth Requirement:
EAS,Urban Life in Early Modern Japan,EAS378H1-F,Delivery instructions,Note:,Lectures will be available only as online synchronous at their scheduled times.,,,"An exploration of most important cities of Tokugawa Japan, which were among the largest of the early modern world, and home to vibrant urban culture and economic activity. The texts include buildings, maps, paintings, prints, film and novels.",,,EAS105H1,Prerequisite:,Humanities,Distribution Requirement:,Society and its Institutions (3),Breadth Requirement:,LEC9901,Wednesday,—,19:00,21:00,,,"Keirstead, T.",of  available,0,70,Yes: 0 student,Online - Synchronous (See Delivery Instructions.),Priority (P),Enrolment Controls:,"Priority enrolment is given to the groups of students listed below until July 28. There is no course enrolment on July 29. Beginning July 30, all other Arts & Science students can enrol in this section. UTM/UTSC students can enrol in this section starting August 6. The following groups of students are given priority access until July 28:",Department of East Asian Studies   (Faculty of Arts and Science),"Department of East Asian Studies   (John H. Daniels Faculty of Architecture, Landscape, & Design)",,,,,,,,,,,,,—,,,,,,,,Room,,,,,,,,,
DRAMA,"Special Topics in Drama, Theatre and Performance Studies",DRM385H1-S,,,,,,"An in-depth examination of selected issues in drama, theatre and performance studies. Special Topics vary for Breadth distribution depending on the course content. Please consult the Undergraduate Drama office and check Special Topics on the website for more details.",,,DRM101Y1 or any 4.0 FCE,Prerequisite:,DRM220Y1,Recommended Preparation:,Humanities,Distribution Requirement:,LEC5101,Monday,—,17:00,20:00,UC 152,,,of  available,0,35,Yes: 9 students,In Person,Priority (P),Enrolment Controls:,"Priority enrolment is given to the groups of students listed below until July 28. There is no course enrolment on July 29. Beginning July 30, all other Arts & Science students can enrol in this section. UTM/UTSC students can enrol in this section starting August 6. The following groups of students are given priority access until July 28:","Centre for Drama, Theatre and Performance Studies   (Faculty of Arts and Science)","Centre for Drama, Theatre and Performance Studies   (John H. Daniels Faculty of Architecture, Landscape, & Design)",Subtitle,,,,,,,,,,,,,,,,,,,,Room,,,,,https://map.utoronto.ca/?id=1809#!m/494517,,—,,
EAS,Images and Ideas in Chinese Art,EAS387H1-S,Delivery instructions,Note:,"To express your interest in taking this course, please send an email with your name, student number, program and year of study to eas.undergrad@utoronto.ca by August 6. The department will communicate with students in August.",,,"Making use of the Royal Ontario Museum’s excellent Chinese art collection, this object-based and oriented seminar encourages exploration of the ideas and practices behind works of Chinese art. We examine art and artifacts in relation to their social environment and historical contexts, paying close attention to such issues as political practices, power and authority, identity, gender, and materiality. Other relevant topics include patronage, audience, religious quests, and literati culture. Depending on special Chinese exhibitions of the year at the ROM, the course may incorporate case-studies of relevant exhibition content.",,,EAS105H1,Prerequisite:,Humanities,Distribution Requirement:,Creative and Cultural Representations (1),Breadth Requirement:,LEC0101,,—,,,,,"Cheng, W.",of  available,11,25,Yes: 0 student,In Person (See Delivery Instructions.),Enrol at Department (E),Enrolment Controls:,Enrolment via ACORN is not available. Students must request permission to enrol in this course by contacting the sponsoring department. Please see Timetable Instructions tab for contact information.,,,,,,,,,,,,,,,—,,,,,,,,Room,,,,,,,,,
DRAMA,"Independent Studies in Drama, Theatre and Performance Studies",DRM391H1-F,Timetable instructions,Note:,Third and fourth year Drama Major or Specialist students may apply for an independent study by following the .,CDTPS Independent Study Policy,https://www.cdtps.utoronto.ca/Independent-Study-Policy,"""",CDTPS Independent Study Policy,https://www.cdtps.utoronto.ca/Independent-Study-Policy,An independent research project at the 300 level proposed by the student in conversation with a full-time faculty member who agrees to act as their supervisor for the course. Not eligible for CR/NCR option. Please consult the  for further details,Prerequisite:,"10.0 credits; Specialist or Major in Drama with a minimum 3.0 CGPA; Independent Study Application Form and description of project/syllabus signed by the student and the faculty supervisor; approval of the Centre for Drama, Theatre and Performance Studies (CDTPS). Application deadlines: August 1st for September start date; November 1st for January start date.",Distribution Requirement:,Humanities,,LEC0101,,—,,,,,"Sears, D.",of  available,1,2,No,In Person,Enrol at Department (E),Enrolment Controls:,Enrolment via ACORN is not available. Students must request permission to enrol in this course by contacting the sponsoring department. Please see Timetable Instructions tab for contact information.,,,,,,,,,,,,,,,—,,,,,,,,Room,,,,,,,,,
DRAMA,"Independent Studies in Drama, Theatre and Performance Studies",DRM391H1-S,Timetable instructions,Note:,Third and fourth year Drama Major or Specialist students may apply for an independent study by following the CDTPS Independent Study Policy.,,,"""",CDTPS Independent Study Policy,https://www.cdtps.utoronto.ca/Independent-Study-Policy,An independent research project at the 300 level proposed by the student in conversation with a full-time faculty member who agrees to act as their supervisor for the course. Not eligible for CR/NCR option. Please consult the  for further details,Prerequisite:,"10.0 credits; Specialist or Major in Drama with a minimum 3.0 CGPA; Independent Study Application Form and description of project/syllabus signed by the student and the faculty supervisor; approval of the Centre for Drama, Theatre and Performance Studies (CDTPS). Application deadlines: August 1st for September start date; November 1st for January start date.",Distribution Requirement:,Humanities,,LEC0101,,—,,,,,,of  available,4,4,No,In Person,Enrol at Department (E),Enrolment Controls:,Enrolment via ACORN is not available. Students must request permission to enrol in this course by contacting the sponsoring department. Please see Timetable Instructions tab for contact information.,,,,,,,,,,,,,,,—,,,,,,,,Room,,,,,,,—,,
ES,Directed Studies,ESS391H1-F,,,,,,"An individual study program chosen by the student with the advice, and under the supervision, of a faculty member. Such work may involve obtaining data in the field or lab and analysing it, an interdisciplinary research project, and supervised readings. Not eligible for CR/NCR option.",,,"enrollment in an Earth Science program of study, completion of at least one full-course equivalent of 200-series ESS courses.",Prerequisite:,GLG371H1,Exclusion:,Science,Distribution Requirement:,LEC0101,,—,,,,,,of  available,9998,9999,No,In Person,Enrol at Department (E),Enrolment Controls:,Enrolment via ACORN is not available. Students must request permission to enrol in this course by contacting the sponsoring department. Please see Timetable Instructions tab for contact information.,,,,,,,,,,,,,,,—,,,,,,,,Room,,,,,,,—,,
ES,Directed Studies,ESS391H1-S,,,,,,"An individual study program chosen by the student with the advice, and under the supervision, of a faculty member. Such work may involve obtaining data in the field or lab and analysing it, an interdisciplinary research project, and supervised readings. Not eligible for CR/NCR option.",,,"enrollment in an Earth Science program of study, completion of at least one full-course equivalent of 200-series ESS courses.",Prerequisite:,GLG371H1,Exclusion:,Science,Distribution Requirement:,LEC0101,,—,,,,,,of  available,9999,9999,No,In Person,Enrol at Department (E),Enrolment Controls:,Enrolment via ACORN is not available. Students must request permission to enrol in this course by contacting the sponsoring department. Please see Timetable Instructions tab for contact information.,,,,,,,,,,,,,,,—,,,,,,,,Room,,,,,,,—,,
EAS,East Asian Television,EAS392H1-S,,,,,,"This course approaches television and televisuality in regional, transnational, and global perspectives. Beginning with the cold war histories of transmission infrastructures in the Asia Pacific, continuing with an exploration of key television shows and genres that support and resist the nation-building ethos of the medium, the course will introduce students to the history and ideology of televisuality in East Asia.",,,EAS105H1,Prerequisite:,Humanities,Distribution Requirement:,Creative and Cultural Representations (1),Breadth Requirement:,LEC0101,Wednesday,—,11:00,13:00,UC 87,,"Cho, M.",of  available,0,45,Yes: 24 students,In Person,Priority (P),Enrolment Controls:,"Priority enrolment is given to the groups of students listed below until July 28. There is no course enrolment on July 29. Beginning July 30, all other Arts & Science students can enrol in this section. UTM/UTSC students can enrol in this section starting August 6. The following groups of students are given priority access until July 28:",Department of East Asian Studies   (Faculty of Arts and Science),"Department of East Asian Studies   (John H. Daniels Faculty of Architecture, Landscape, & Design)",,,,,,,,,,,,,,,,,,,,,Room,,,,,https://map.utoronto.ca/?id=1809#!m/494517,,,,
ES,Directed Studies,ESS392Y1-Y,,,,,,"An individual study program chosen by the student with the advice, and under the supervision, of a faculty member. Such work may involve obtaining data in the field or lab and anlysing it, an interdisciplinary research project, and supervised readings. Not eligible for CR/NCR option.",,,enrollment in an Earth Sciences Program of Study; completion of at least one full-course equivalent of 200-series ESS courses.,Prerequisite:,GLG372Y1,Exclusion:,Science,Distribution Requirement:,LEC0101,,—,,,—,—,,of  available,9998,9999,No,In Person,Enrol at Department (E),Enrolment Controls:,Enrolment via ACORN is not available. Students must request permission to enrol in this course by contacting the sponsoring department. Please see Timetable Instructions tab for contact information.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,—,,
PHY,Physics of the Earth,JPE395H1-S,,,,,,"Designed for students interested in the physics of the Earth and the planets. Study of the Earth as a unified dynamic system; determination of major internal divisions in the planet; development and evolution of the Earth's large scale surface features through plate tectonics; the age and thermal history of the planet; Earth's gravitational field and the concept of isostasy; mantle rheology and convection; Earth tides; geodetic measurement techniques, in particular modern space-based techniques.",,,"PHY132H1/PHY152H1/PHY180H1/MIE100H1, MAT235Y1/MAT237Y1/MAT291H1/AER210H1, PHY254H1/PHY293H1/MAT244H1/MAT267H1/MAT290H1/MAT292H1",Prerequisite:,Science,Distribution Requirement:,The Physical and Mathematical Universes (5),Breadth Requirement:,LEC0101,Tuesday,—,13:00,14:00,MP 137,MP 137,"Liu, Q.",of  available,33,75,Yes: 0 student,In Person,Restricted (R1),Enrolment Controls:,This section is restricted at all times to the following students:,(Faculty of Applied Science & Engineering),,,,,,,,,MP 137,,,,,,,,,,,,,Room,Thursday,—,13:00,14:00,https://map.utoronto.ca/?id=1809#!m/494490,https://map.utoronto.ca/?id=1809#!m/494490,,,
EAS,Special Topics in East Asian Studies,EAS396H1-F,Delivery instructions,Note:,Students are expected to participate synchronously at the scheduled time. Students who cannot attend synchronously for a reason such as time zone difference may request that recorded material be made available to them.,,,"A study of Chinese, Japanese or Korean culture, history and/or literature. Content depends on the instructor. When offered, the course will have a subtitle that describes its content.",,,EAS105H1,Prerequisite:,Humanities,Distribution Requirement:,,,LEC9901,Tuesday,—,11:00,13:00,,,"Vedal, N.",of  available,0,45,Yes: 0 student,Online - Synchronous (See Delivery Instructions.),Priority (P),Enrolment Controls:,"Priority enrolment is given to the groups of students listed below until July 28. There is no course enrolment on July 29. Beginning July 30, all other Arts & Science students can enrol in this section. UTM/UTSC students can enrol in this section starting August 6. The following groups of students are given priority access until July 28:",Department of East Asian Studies   (Faculty of Arts and Science),"Department of East Asian Studies   (John H. Daniels Faculty of Architecture, Landscape, & Design)",Subtitle,,,,,,,,,,,,—,,,,,,,,Room,,,,,,,,,
DRAMA,Advanced Performance,DRM400H1-F,Timetable instructions,Note:,Deadline to apply is March 10th. See,Application Guidelines,https://www.cdtps.utoronto.ca/drm355_production_ii,"Advanced Performance builds on the training sequence of DRM200Y1 and DRM300Y1 by developing students’ acting and performance skills in monologues, extensive collaborative scene work, and preparations for auditions. The work focuses on the particulars of character development and the emotional and technical aspects of the actor’s craft. Applications are required in order to enroll in this course. Please consult the  for specific procedures and deadlines.",CDTPS Application Guidelines,https://cdtps.utoronto.ca/current-undergraduate-courses/application-guidelines,Specialist or Major in Drama; Minimum 70% in required courses: DRM220Y1/DRM230Y1; DRM300Y1,Prerequisite:,DRM403Y1 or permission of the Centre,Corequisite:,DRM400Y1,Exclusion:,LEC0101,Tuesday,—,14:00,16:00,,,"Rubess, B.",of  available,3,16,No,In Person,Enrol at Department (E),Enrolment Controls:,Enrolment via ACORN is not available. Students must request permission to enrol in this course by contacting the sponsoring department. Please see Timetable Instructions tab for contact information.,,,,,,,,,,,,,,,SD 22,,,,,,,,Room,Thursday,—,14:00,16:00,,,,Humanities,Distribution Requirement:
DRAMA,Advanced Directing,DRM402H1-F,Timetable instructions,Note:,Deadline to apply is March 10th. See,Application Guidelines,https://www.cdtps.utoronto.ca/drm355_production_ii,"An exploration of advanced directing for the theatre. The class is centered on student directed productions, which are publicly presented at the end of term. Emphasis is placed on the development of strong central concepts and realizing the production with imagination, collaboration and creativity. Please consult the  for specific procedures and deadlines.",CDTPS Application Guidelines,https://cdtps.utoronto.ca/current-undergraduate-courses/application-guidelines,Specialist or Major in Drama; Minimum 70% in required courses: DRM220Y1/DRM230Y1; DRM302H1; DRM331H1; a written proposal and an interview in April.,Prerequisite:,DRM300Y1/DRM328H1/DRM354H1/DRM355Y1,Recommended Preparation:,Humanities,Distribution Requirement:,LEC0101,Wednesday,—,14:00,17:00,,,"Rubess, B.",of  available,0,5,No,In Person,Enrol at Department (E),Enrolment Controls:,Enrolment via ACORN is not available. Students must request permission to enrol in this course by contacting the sponsoring department. Please see Timetable Instructions tab for contact information.,,,Activity,Time,Instructor(s),Space Availability,Wait List,Status / Notes,TUT5101,Wednesday,—,17:00,18:00,,UP 200,—,of  available,0,5,No,In Person,,Room,,,,,,,,Creative and Cultural Representations (1),Breadth Requirement:
EAS,Modern Standard Chinese IVb,EAS402H1-F,Timetable instructions,Note:,See EAS's website for . Students need a placement interview prior to enrolling; registration deadline is at the end of June.,placement and enrolment instructions,https://www.eas.utoronto.ca/languages/enrolment-instructions/chinese,"An advanced Chinese language course which explores major concerns in contemporary China, including mass consumption, Western influences and technological innovation. Students will improve their reading comprehension, strengthen their writing skills and, importantly, advance their speaking and listening abilities through debate exercises. Students who do not meet the prerequisite must go through placement process conducted by the Department. See  for details.",https://www.eas.utoronto.ca/languages/enrolment-instructions/chinese,https://www.eas.utoronto.ca/languages/enrolment-instructions/chinese,EAS300Y1 (minimum 73%)/EAS401H1 (minimum 73%)/equivalent as determined by placement process,Prerequisite:,Humanities,Distribution Requirement:,Creative and Cultural Representations (1),Breadth Requirement:,LEC9901,Monday,—,15:00,17:00,,,"Rupprecht, H.",of  available,6,16,Yes: 0 student,Online - Synchronous (See Delivery Instructions.),"Priority, then Enrol at Department (PE)",Enrolment Controls:,"Priority enrolment on ACORN is given to the groups of students listed below until July 28. There is no course enrolment on July 29. Beginning July 30, all students must request permission to enrol in this section by contacting the sponsoring department. Please see Timetable Instructions tab for contact information. The following groups of students are given priority access on ACORN until July 28:",ASMAJ1058 MA EAST ASIAN STUDIES,ASSPE1058 SP EAST ASIAN STUDIES,,,,,,,,,,,,,—,,,,,,,,Room,Wednesday,—,15:00,17:00,,,,,
DRAMA,Mainstage Performance,DRM403Y1-Y,Timetable instructions,Note:,Deadline to apply is March 10th. See,Application Guidelines,https://www.cdtps.utoronto.ca/drm355_production_ii,"This course, taught each year by a different visiting professional theatre director, offers upper-level theatre and performance studies students the opportunity to explore acting in a full-length production. Plays are selected to challenge students in a variety of diverse ways, exposing them to a full spectrum of theatre and performance genres and possibilities. Applications are required in order to enroll in this course. Please consult the  for specific procedures and deadlines.",CDTPS Application Guidelines,https://cdtps.utoronto.ca/current-undergraduate-courses/application-guidelines,"Specialist or Major in Drama; Minimum 70% in required courses: DRM220Y1; DRM300Y1, 0.5 credit from DRM368H1/DRM375H1/DRM376H1/DRM377H1/DRM378H1.",Prerequisite:,DRM400H1 and DRM413H1,Corequisite:,DRS425H5 AND DRS426H5,Exclusion:,LEC0101,Monday,—,10:00,13:00,UP 200,UP 200,"Fernandes, M.",of  available,5,16,No,In Person,Enrol at Department (E),Enrolment Controls:,Enrolment via ACORN is not available. Students must request permission to enrol in this course by contacting the sponsoring department. Please see Timetable Instructions tab for contact information.,,,Activity,Time,Instructor(s),Space Availability,Wait List,Status / Notes,TUT0101,Friday,—,10:00,13:00,,UP 200,—,of  available,5,16,No,In Person,,,Wednesday,—,10:00,13:00,,,,Humanities,Distribution Requirement:
EAS,Professional Chinese,EAS404H1-S,Timetable instructions,Note:,See EAS's website for . Students need a placement interview prior to enrolling; registration deadline is at the end of June.,placement and enrolment instructions,https://www.eas.utoronto.ca/languages/enrolment-instructions/chinese,This course aims to assist students with upgrading their language proficiency for professional purposes. This advanced Chinese language course focuses on 1) business terms and expressions and 2) formal or semiformal discourse in business. Students who do not meet the prerequisite must go through placement process conducted by the Department. See  for details.,https://www.eas.utoronto.ca/languages/enrolment-instructions/chinese,https://www.eas.utoronto.ca/languages/enrolment-instructions/chinese,EAS300Y1 (minimum 73%)/EAS401H1 (minimum 73%)/EAS402H1 (minimum 73%)/equivalent as determined by placement process,Prerequisite:,Humanities,Distribution Requirement:,Creative and Cultural Representations (1),Breadth Requirement:,LEC0101,Monday,—,15:00,17:00,WE 76,WE 76,"Rupprecht, H.",of  available,3,16,Yes: 0 student,In Person,"Priority, then Enrol at Department (PE)",Enrolment Controls:,"Priority enrolment on ACORN is given to the groups of students listed below until July 28. There is no course enrolment on July 29. Beginning July 30, all students must request permission to enrol in this section by contacting the sponsoring department. Please see Timetable Instructions tab for contact information. The following groups of students are given priority access on ACORN until July 28:",ASMAJ1058 MA EAST ASIAN STUDIES,ASSPE1058 SP EAST ASIAN STUDIES,,,,,,,,,,,,,,,,,,,,,Room,Wednesday,—,15:00,17:00,https://map.utoronto.ca/?id=1809#!m/494509,,,,
EAS,Modern Taiwanese Literature,EAS408H1-F,,,,,,"A general survey of modern Taiwanese literature from 1949 to the present. It examines issues central to understanding the Taiwanese literary culture, such as historical/cultural context, oral/written language, self-identification, gender, and human rights.",,,EAS209H1 and 2.0 FCEs in literature,Prerequisite:,Humanities,Distribution Requirement:,Creative and Cultural Representations (1),Breadth Requirement:,LEC5101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Room,,,,,,,—,,
EAS,Modern Taiwanese Literature,EAS408H1-S,,,,,,"A general survey of modern Taiwanese literature from 1949 to the present. It examines issues central to understanding the Taiwanese literary culture, such as historical/cultural context, oral/written language, self-identification, gender, and human rights.",,,EAS209H1 and 2.0 FCEs in literature,Prerequisite:,Humanities,Distribution Requirement:,Creative and Cultural Representations (1),Breadth Requirement:,LEC0101,Friday,—,11:00,13:00,SS 1069,,,of  available,22,25,Yes: 0 student,In Person,,,,,,,,,,,,,,,,,,,,,,,,,,Room,,,,,https://map.utoronto.ca/?id=1809#!m/494510,,—,,
EAS,Modern Standard Korean IV,EAS410Y1-Y,Timetable instructions,Note:,See EAS's website for . Students may need a placement interview prior to enrolling; registration deadline is at the end of June.,placement and enrolment instructions,https://www.eas.utoronto.ca/languages/enrolment-instructions/korean,"As a continuation of EAS310Y1, this course is designed for advanced-level learners of Korean. Through reading short essays/articles and watching films, this course aims to improve students’ proficiency in speaking, writing, listening, and reading. Classroom and online discussions are conducted entirely in Korean. Students who do not meet the prerequisite must go through placement process conducted by the Department. See www.eas.utoronto.ca/languages/korean for details.",,,EAS310Y1 (70% minimum)/equivalent as determined by placement process,Prerequisite:,Humanities,Distribution Requirement:,Creative and Cultural Representations (1),Breadth Requirement:,LEC0101,Tuesday,—,10:00,13:00,—,—,"Choi, Y.",of  available,13,20,Yes: 0 student,Online - Synchronous (See Delivery Instructions.),"Priority, then Enrol at Department (PE)",Enrolment Controls:,"Priority enrolment on ACORN is given to the groups of students listed below until July 28. There is no course enrolment on July 29. Beginning July 30, all students must request permission to enrol in this section by contacting the sponsoring department. Please see Timetable Instructions tab for contact information. The following groups of students are given priority access on ACORN until July 28:",ASMAJ1058 MA EAST ASIAN STUDIES,ASSPE1058 SP EAST ASIAN STUDIES,Activity,Time,Instructor(s),Space Availability,Wait List,Status / Notes,TUT0101,Thursday,—,12:00,13:00,,,—,of  available,13,20,No,In Person (See Delivery Instructions.),,,,,,,https://map.utoronto.ca/?id=1809#!m/494502,,,,
