resultDept,pbot15,hiCC,extraTxt 2,extraTxt 3,extraTxt 4,extraTxt 5,extraTxt 6,extraTxt 7,extraTxt 8,extraTxt 9,extraTxt 10,headerSect 3,colCode,weekDay,dayInfo,dayInfo 2,dayInfo 3,weekDay 2,weekDay href,numCurr,numTot,numWait,onlineMeeting,legendControl 2,legendControl 3,enConDesc,enConList,enConList 2,enConList 3,enConList 4,enConList 5,weekDay 4,legendControl 4,legendControl 5,enConList 6,headerSect 15,headerSect 16,headerSect 17,headerSect 18,headerSect 19,headerSect 20,headerSect 21,colCode 3,weekDay 5,dayInfo 7,dayInfo 8,dayInfo 9,weekDay 6,weekDay href 3,colAvail 3,numCurr 3,numTot 3,numWait 3,onlineMeeting 3,headerSect 22,headerSect 23,headerSect 25,headerSect 26,headerSect 27,headerSect 28,colCode 4,weekDay 7,dayInfo 10,dayInfo 11,dayInfo 12,colAvail 4,numCurr 4,numTot 4,numWait 4,onlineMeeting 4,colInst,extraTxt 11,extraTxt 12,extraTxt 13,extraTxt 16
IMM,Developmental Immunology,IMM429H1-F,"Hematopoiesis, myelopoiesis, lymphopoiesis, a study of the development of cells involved in the immune system including their ontogeny, physical, molecular, and biochemical characteristics, regulation of differentiation and maturation, positive and negative selection of lymphocytes.",IMM350H1/IMM351H1 (IMM334Y1/IMM335Y1),Prerequisite:,Science,Distribution Requirement:,Living Things and Their Environment (4),Breadth Requirement:,,,Room,LEC0101,Tuesday,—,15:00,17:00,MS 2172,https://map.utoronto.ca/?id=1809#!m/494491,2,80,Yes: 0 student,In Person (See Delivery Instructions.),Priority (P),Enrolment Controls:,"Priority enrolment is given to the groups of students listed below until July 28. There is no course enrolment on July 29. Beginning July 30, all other Arts & Science students can enrol in this section. UTM/UTSC students can enrol in this section starting August 6. The following groups of students are given priority access until July 28:",ASSPE1002 SP IMMUNOLOGY,,,,,,Delivery instructions,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Anderson, M.",Note:,Lectures will be delivered in person as per the meeting schedule (TU: 15:00-17:00).,,
HMB,Trends in Neuroscience,HMB430H1-F,"Current research covering the breadth of neuroscience is showcased by members of the Collaborative Program in Neuroscience. Topics vary yearly, but cover the spectrum from molecular through genetic, cellular, developmental, systems, behavioural and modelling. As well, approaches to studying neurodegenerative diseases and clinical neurophysiology are introduced.","14 FCE complete, HMB200H1, CJH332H1, HMB320H1/JHA410H1/ANA300Y1",Prerequisite:,Science,Distribution Requirement:,Living Things and Their Environment (4),Breadth Requirement:,,,Room,LEC0101,Monday,—,14:00,16:00,SS 2105,https://map.utoronto.ca/?id=1809#!m/494510,0,50,Yes: 0 student,In Person (See Delivery Instructions.),Restricted (R1),Enrolment Controls:,"This section is restricted at all times to the students listed below. NOTE: Spaces for each priority group in this course are not equal, and each priority group has its own waitlist until July 28. As of July 30, the waitlists for each priority group merge into one, and your rank on the waitlist may change.",ASFOC1540E FOC NEUROSCIENCE,ASFOC2270E FOC NEUROSCIENCE,ASMAJ1472 MA HMB: NEUROSCIENCE,ASSPE1472 SP HMB: NEUROSCIENCE,,,Timetable instructions,Delivery instructions,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Dockstader, C.",Note:,"This course will be part of HMB pre-enrolment. Eligible program students will receive via email a ballot to rank eligible 400-level courses in order of preference between June 1 and June 20, 2021, with decisions confirmed by July 9, 2021. Students who are not pre-enrolled in the course but meet the enrolment controls will be able to waitlist for the course once course enrolment starts.",Recordings of lectures will also be available for students to view asynchronously.,Note:
IMM,Clinical Immunology,IMM430H1-S,"This course will address the underlying pathogenesis as well as highlight the challenges of treating immune-related conditions such as autoimmunity, cancer, HIV, and transplantation and graft rejection. Half of the lectures will address the genetics and cellular pathogenesis of autoimmune diseases such as multiple sclerosis, type I diabetes and lupus. Other lectures will overview a number of immunological challenges faced in the clinic, such as preventing graft rejection after transplantation or boosting the immune system to fight cancer and HIV.",IMM350H1/IMM351H1 (IMM334Y1/IMM335Y1),Prerequisite:,Science,Distribution Requirement:,Living Things and Their Environment (4),Breadth Requirement:,,,Room,LEC0101,Tuesday,—,15:00,17:00,MS 2172,https://map.utoronto.ca/?id=1809#!m/494491,0,90,Yes: 31 students,In Person (See Delivery Instructions.),Priority (P),Enrolment Controls:,"Priority enrolment is given to the groups of students listed below until July 28. There is no course enrolment on July 29. Beginning July 30, all other Arts & Science students can enrol in this section. UTM/UTSC students can enrol in this section starting August 6. The following groups of students are given priority access until July 28:",ASSPE1002 SP IMMUNOLOGY,,,,,,Delivery instructions,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Berger, S.",Note:,Lectures will be delivered in person as per the meeting schedule (TU: 15:00-17:00).,,
HMB,Innovation in Applied Genetics,HMB431H1-S,"From bench to bedside, this seminar-based course explores innovation in research and technology and their application in the medical field. Special emphasis on innovative genetic engineering approaches used in combination with stem cell technologies to transform the field of personalized and regenerative medicine.","14.0 credits complete, HMB301H1/HMB360H1/HMB321H1, HMB201H1/HMB202H1/HMB203H1/HMB204H1",Prerequisite:,Science,Distribution Requirement:,Society and its Institutions (3),Breadth Requirement:,,,Room,LEC0101,Tuesday,—,10:00,12:00,BA 2165,https://map.utoronto.ca/?id=1809#!m/494470,2,30,Yes: 0 student,In Person (See Delivery Instructions.),Restricted (R1),Enrolment Controls:,"This section is restricted at all times to the students listed below. NOTE: Spaces for each priority group in this course are not equal, and each priority group has its own waitlist until July 28. As of July 30, the waitlists for each priority group merge into one, and your rank on the waitlist may change.",Year 3 HUMAN BIOLOGY     (Faculty of Arts and Science),Year 4 HUMAN BIOLOGY     (Faculty of Arts and Science),"ASFOC1540D FOC GENES,GENETICS&BIOTECHNOL",ASFOC2270D FOC GENES GENETICS&BIOTECHNOL,ASMAJ1050 MA FUNDMNTL GENETICS & ITS APP,,Timetable instructions,Delivery instructions,ASMAJ2035 MA HUMAN BIOLOGY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Levy-Strumpf, N.",Note:,"This course will be part of HMB pre-enrolment. Eligible program students will receive via email a ballot to rank eligible 400-level courses in order of preference between June 1 and June 20, 2021, with decisions confirmed by July 9, 2021. Students who are not pre-enrolled in the course but meet the enrolment controls will be able to waitlist for the course once course enrolment starts.","This is an in person seminar course, recordings may not always be available.",Note:
IMM,Immunotherapy,IMM431H1-S,"Therapies that enhance, or suppress, the body’s immune response have proven remarkably efficient for the treatment of human diseases such as cancer, autoimmunity and chronic inflammation. Some of these therapies, such as the so-called checkpoint inhibitors and CAR-T cell therapies have recently leaped from bench to bedside. This course will cover the fundamental immune principles at play, how they were discovered, as well as the existing and future immune therapies to treat these diseases.",IMM350H1/IMM351H1,Prerequisite:,IMM428H1,Recommended Preparation:,Science,Distribution Requirement:,Living Things and Their Environment (4),Breadth Requirement:,Room,LEC0101,Friday,—,13:00,16:00,MS 4279,https://map.utoronto.ca/?id=1809#!m/494491,0,67,Yes: 4 students,In Person (See Delivery Instructions.),Priority (P),Enrolment Controls:,"Priority enrolment is given to the groups of students listed below until July 28. There is no course enrolment on July 29. Beginning July 30, all other Arts & Science students can enrol in this section. UTM/UTSC students can enrol in this section starting August 6. The following groups of students are given priority access until July 28:",ASSPE1002 SP IMMUNOLOGY,,,,,,Delivery instructions,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"McGaha, T.",Note:,Lectures will be delivered in person as per the meeting schedule (FR: 13:00-16:00).,,
HMB,Topics in Histology & Histopathology,HMB432H1-S,"Lecture and seminar course emphasizing current research. Topics may include the digestive system, cardiovascular system, respiratory system, stem cells, and neoplasia. Topics vary depending on class interest.","14 FCE complete, HMB302H1/HMB322H1",Prerequisite:,BCH311H1/CSB349H1/MGY311Y1/PSL350H1,Recommended Preparation:,Science,Distribution Requirement:,Living Things and Their Environment (4),Breadth Requirement:,Room,LEC0101,Wednesday,—,14:00,16:00,MP 118,https://map.utoronto.ca/?id=1809#!m/494490,0,30,Yes: 22 students,In Person (See Delivery Instructions.),Restricted (R1),Enrolment Controls:,"This section is restricted at all times to the students listed below. NOTE: Spaces for each priority group in this course are not equal, and each priority group has its own waitlist until July 28. As of July 30, the waitlists for each priority group merge into one, and your rank on the waitlist may change.",Year 3 HUMAN BIOLOGY     (Faculty of Arts and Science),Year 4 HUMAN BIOLOGY     (Faculty of Arts and Science),ASFOC1540C FOC HEALTH AND DISEASE,ASFOC2270C FOC HEALTH AND DISEASE,ASMAJ2013 MA HMB: HEALTH AND DISEASE,,Timetable instructions,Delivery instructions,ASSPE2013 SP HMB: HEALTH AND DISEASE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Wilson Jr, R.",Note:,"This course will be part of HMB pre-enrolment. Eligible program students will receive via email a ballot to rank eligible 400-level courses in order of preference between June 1 and June 20, 2021, with decisions confirmed by July 9, 2021. Students who are not pre-enrolled in the course but meet the enrolment controls will be able to waitlist for the course once course enrolment starts.","This is an in person seminar course, lecture recordings may not always be available.",Note:
HMB,Topics in Global Health,HMB433H1-F,Seminar and theme based course examining the opportunity to apply basic knowledge of biological determinants of disease to designing health system interventions and informatics that can have a global impact in the near term.,"14 FCE complete, HMB303H1/ HMB323H1",Prerequisite:,Science,Distribution Requirement:,Living Things and Their Environment (4),Breadth Requirement:,,,Room,LEC0101,Wednesday,—,13:00,15:00,RW 143,https://map.utoronto.ca/?id=1809#!m/494515,6,30,Yes: 0 student,In Person (See Delivery Instructions.),Restricted (R1),Enrolment Controls:,"This section is restricted at all times to the students listed below. NOTE: Spaces for each priority group in this course are not equal, and each priority group has its own waitlist until July 28. As of July 30, the waitlists for each priority group merge into one, and your rank on the waitlist may change.",Year 3 HUMAN BIOLOGY     (Faculty of Arts and Science),Year 4 HUMAN BIOLOGY     (Faculty of Arts and Science),ASFOC1540B FOC GLOBAL HEALTH  - Year 4,ASMAJ2013 MA HMB: HEALTH AND DISEASE,ASMAJ2035 MA HUMAN BIOLOGY,,Timetable instructions,Delivery instructions,ASMAJ2575 MA HMB: GLOBAL HEALTH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Jeffrey, M.",Note:,"This course will be part of HMB pre-enrolment. Eligible program students will receive via email a ballot to rank eligible 400-level courses in order of preference between June 1 and June 20, 2021, with decisions confirmed by July 9, 2021. Students who are not pre-enrolled in the course but meet the enrolment controls will be able to waitlist for the course once course enrolment starts.",Attendance is strongly encouraged (unless you are ill). There will be group work during class time. Lecture slides will be posted 1 day before class.  Zoom lecture recordings will be available with integrated audio transcripts.,Note:
HMB,Topics in Global Health,HMB433H1-S,Seminar and theme based course examining the opportunity to apply basic knowledge of biological determinants of disease to designing health system interventions and informatics that can have a global impact in the near term.,"14 FCE complete, HMB303H1/ HMB323H1",Prerequisite:,Science,Distribution Requirement:,Living Things and Their Environment (4),Breadth Requirement:,,,Room,LEC0101,Tuesday,—,10:00,12:00,UC 152,https://map.utoronto.ca/?id=1809#!m/494517,5,30,Yes: 0 student,In Person (See Delivery Instructions.),Restricted (R1),Enrolment Controls:,"This section is restricted at all times to the students listed below. NOTE: Spaces for each priority group in this course are not equal, and each priority group has its own waitlist until July 28. As of July 30, the waitlists for each priority group merge into one, and your rank on the waitlist may change.",Year 3 HUMAN BIOLOGY     (Faculty of Arts and Science),Year 4 HUMAN BIOLOGY     (Faculty of Arts and Science),ASFOC1540B FOC GLOBAL HEALTH  - Year 4,ASMAJ2035 MA HUMAN BIOLOGY,ASMAJ2575 MA HMB: GLOBAL HEALTH,,Timetable instructions,Delivery instructions,ASSPE2575 SP HMB: GLOBAL HEALTH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Bowman, K.",Note:,"This course will be part of HMB pre-enrolment. Eligible program students will receive via email a ballot to rank eligible 400-level courses in order of preference between June 1 and June 20, 2021, with decisions confirmed by July 9, 2021. Students who are not pre-enrolled in the course but meet the enrolment controls will be able to waitlist for the course once course enrolment starts.","This course is in person with recordings available for asynchronous viewing, and all assessments can be completed online.",Note:
HMB,Complementary & Integrative Medicine,HMB434H1-F,"Introduction to complementary and alternative medical therapies. Topics include, Traditional Chinese Medicine, Naturopathy, Ayurvedic, and Mind-Body Practices. Biological mechanisms will be emphasized and therapies will be critically analyzed from an evidence-based research perspective. Integrating alternative therapies into Western practices with a focus on personalized medicine will be discussed.","14 FCE complete, BCH210H1, BIO230H1/BIO255H1, HMB302H1/ HMB312H1/ HMB314H1/ HMB322H1/ HMB323H1/ HMB342H1, and HMB202H1/HMB203H1/HMB204H1",Prerequisite:,HMB342H1/ CSB349H1/ PSL350H1/ BCH311H1,Recommended Preparation:,Science,Distribution Requirement:,Living Things and Their Environment (4),Breadth Requirement:,Room,LEC0101,Thursday,—,10:00,12:00,SS 1074,https://map.utoronto.ca/?id=1809#!m/494510,3,50,Yes: 0 student,In Person (See Delivery Instructions.),Restricted (R1),Enrolment Controls:,"This section is restricted at all times to the students listed below. NOTE: Spaces for each priority group in this course are not equal, and each priority group has its own waitlist until July 28. As of July 30, the waitlists for each priority group merge into one, and your rank on the waitlist may change.",Year 4 HUMAN BIOLOGY     (Faculty of Arts and Science),Year 3 HUMAN BIOLOGY     (Faculty of Arts and Science),NEUROSCIENCE     (Faculty of Arts and Science),,,,Timetable instructions,Delivery instructions,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Dias, A.",Note:,"This course will be part of HMB pre-enrolment. Eligible program students will receive via email a ballot to rank eligible 400-level courses in order of preference between June 1 and June 20, 2021, with decisions confirmed by July 9, 2021. Students who are not pre-enrolled in the course but meet the enrolment controls will be able to waitlist for the course once course enrolment starts.",Recordings of in person lectures will be available for students to view asynchronously.,Note:
HMB,Selected Topics in Molecular Cell Biology,HMB435H1-F,"Theme-based lecture and seminar course underlining current basic science research in the area of molecular and cell biology, focusing on cell migration and its relevance to human health and disease. Topics may focus on the impact of fundamental processes underlying the cell biology, physiology and pathophysiology of cell motility in a variety of systems (e.g. immune, nervous system, cancer context).","14 FCE complete, BCH311H1/CSB349H1/MGY311Y1/PSL350H1",Prerequisite:,Science,Distribution Requirement:,Living Things and Their Environment (4),Breadth Requirement:,,,Room,LEC9901,Monday,—,15:00,17:00,,,16,30,Yes: 0 student,Online - Synchronous (See Delivery Instructions.),Restricted (R1),Enrolment Controls:,"This section is restricted at all times to the students listed below. NOTE: Spaces for each priority group in this course are not equal, and each priority group has its own waitlist until July 28. As of July 30, the waitlists for each priority group merge into one, and your rank on the waitlist may change.",Year 3 HUMAN BIOLOGY     (Faculty of Arts and Science),Year 4 HUMAN BIOLOGY     (Faculty of Arts and Science),,,,—,Timetable instructions,Delivery instructions,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Kapus, A.",Note:,"This course will be part of HMB pre-enrolment. Eligible program students will receive via email a ballot to rank eligible 400-level courses in order of preference between June 1 and June 20, 2021, with decisions confirmed by July 9, 2021. Students who are not pre-enrolled in the course but meet the enrolment controls will be able to waitlist for the course once course enrolment starts.","This is a synchronous online seminar course, lecture recordings may not always be available.",Note:
IMM,Practical Immunology,IMM435H1-F,"Application of basic principles acquired from IMM350H1/IMM351H1 (IMM334Y1/IMM335Y1); immunological procedures performed in research and diagnostic laboratories using molecular and cellular approaches; instruction through lectures, video tapes, and practical exercises in the laboratory. (Lab Materials Fee: $50)","BCH210H1/BCH242Y1, IMM350H1/IMM351H1/IMM334Y1/IMM335Y1",Prerequisite:,Science,Distribution Requirement:,Living Things and Their Environment (4),Breadth Requirement:,,,Room,LEC0101,Wednesday,—,10:00,12:00,MS 2173,https://map.utoronto.ca/?id=1809#!m/494491,1,20,Yes: 0 student,In Person,Restricted (R2),Enrolment Controls:,"This section is restricted to two groups of students. Group 1 is given priority access until July 28. There is no course enrolment on July 29. Beginning July 30, Group 2 can enrol in this section:",Group 1: ASSPE1002 SP IMMUNOLOGY,Group 2: ASMAJ1002 MA IMMUNOLOGY,,,,Contact DEPT,Timetable instructions,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Dimitriou, I.",Note:,"Students not enrolled in the Imm Specialist or Imm Major may request enrolment in this course by emailing undergraduate.immunology@utoronto.ca. Such requests may be granted -- space permitting -- on a first-come, first-served basis beginning August 6th, 2021.",,
IMM,Practical Immunology,IMM435H1-S,"Application of basic principles acquired from IMM350H1/IMM351H1 (IMM334Y1/IMM335Y1); immunological procedures performed in research and diagnostic laboratories using molecular and cellular approaches; instruction through lectures, video tapes, and practical exercises in the laboratory. (Lab Materials Fee: $50)","BCH210H1/BCH242Y1, IMM350H1/IMM351H1/IMM334Y1/IMM335Y1",Prerequisite:,Science,Distribution Requirement:,Living Things and Their Environment (4),Breadth Requirement:,,,Room,LEC0101,Friday,—,10:00,12:00,MS 3278,https://map.utoronto.ca/?id=1809#!m/494491,0,20,Yes: 9 students,In Person,Restricted (R2),Enrolment Controls:,"This section is restricted to two groups of students. Group 1 is given priority access until July 28. There is no course enrolment on July 29. Beginning July 30, Group 2 can enrol in this section:",Group 1: ASSPE1002 SP IMMUNOLOGY,Group 2: ASMAJ1002 MA IMMUNOLOGY,,,,Contact DEPT,Timetable instructions,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Dimitriou, I.",Note:,"Students not enrolled in the Imm Specialist or Imm Major may request enrolment in this course by emailing undergraduate.immunology@utoronto.ca. Such requests may be granted -- space permitting -- on a first-come, first-served basis beginning August 6th, 2021.",,
HMB,The Biology of the Human Metallome,HMB437H1-F,"This course will discuss how heavy metals are integral to organ function through various biological pathways, the importance of metal regulation and control and its relationship with gene transcription. An introduction of metallo-therapeutics will also be featured, ranging from neurodegenerative therapies to cancer treatment.","14 FCE complete, HMB265H1/BIO260H1, BIO230H1/ BIO255H1, BCH210H1",Prerequisite:,Science,Distribution Requirement:,Living Things and Their Environment (4),Breadth Requirement:,,,Room,LEC0101,Wednesday,—,11:00,13:00,CR 103,https://map.utoronto.ca/?id=1809#!m/494580,3,40,Yes: 0 student,In Person (See Delivery Instructions.),Restricted (R1),Enrolment Controls:,"This section is restricted at all times to the students listed below. NOTE: Spaces for each priority group in this course are not equal, and each priority group has its own waitlist until July 28. As of July 30, the waitlists for each priority group merge into one, and your rank on the waitlist may change.",Year 3 HUMAN BIOLOGY     (Faculty of Arts and Science),Year 4 HUMAN BIOLOGY     (Faculty of Arts and Science),NEUROSCIENCE     (Faculty of Arts and Science),,,,Timetable instructions,Delivery instructions,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Dias, A.",Note:,"This course will be part of HMB pre-enrolment. Eligible program students will receive via email a ballot to rank eligible 400-level courses in order of preference between June 1 and June 20, 2021, with decisions confirmed by July 9, 2021. Students who are not pre-enrolled in the course but meet the enrolment controls will be able to waitlist for the course once course enrolment starts.",Recordings of in person lectures will be available for students to view asynchronously.,Note:
HMB,Dementia,HMB440H1-S,"This course, featuring a service-learning component, explores dementia. In patients with dementia, intellectual, social and occupational functioning deteriorate. The course addresses the multi-disciplinary aspects of dementia (clinical, genetic, molecular, social) with a focus on the most common cause of dementia, Alzheimer's disease.","14 FCE complete, HMB265H1/BIO260H1, PSL300H1, HMB300H1/HMB302H1/HMB320H1/HMB321H1/ANA300Y1",Prerequisite:,Science,Distribution Requirement:,Living Things and Their Environment (4),Breadth Requirement:,,,Room,LEC9901,Thursday,—,10:00,12:00,,,8,40,No,Online - Synchronous,Enrol at Department (E),Enrolment Controls:,Enrolment via ACORN is not available. Students must request permission to enrol in this course by contacting the sponsoring department. Please see Timetable Instructions tab for contact information.,Human Biology Program   (Faculty of Arts and Science),,,,,—,Timetable instructions,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Astell, A.",Note:,"Students wishing to enrol in HMB440H1 should follow the instructions found on the HMB website under Special Enrolment Courses (). Students are expected to fill in the application form prior to course enrolment. Late applications will be considered, space permitting.",,
GGR,Indigenous Geographies,JIG440H1-F,"This course draws on theoretical texts of Indigeneity, with a primary focus on Indigenous spaces in the Americas. Course participants will examine how core geographic concepts such as place, territory, land, movement and the scale of the body are sites of colonial dispossession and violence, as well as sites for decolonial and liberatory thought and practice. We will primarily engage with Indigenous-led scholarship within Geography and Indigenous Studies, and creative forms of knowledge production generated across Indigenous communities.","10.0 credits including one of INS200H1, INS201Y1, INS250H1, GGR107H1, GGR124H1, GGR240H1, GGR246H1, GGR254H1",Prerequisite:,GGR400H1 (Special Topics in Geography I: Indigenous Geographies); offered in Fall 2019,Exclusion:,Social Science,Distribution Requirement:,Society and its Institutions (3),Breadth Requirement:,Room,LEC0101,Thursday,—,14:00,17:00,LA 341,https://map.utoronto.ca/?id=1809#!m/494544,9,30,Yes: 0 student,In Person,Priority (P),Enrolment Controls:,"Priority enrolment is given to the groups of students listed below until July 28. There is no course enrolment on July 29. Beginning July 30, all other Arts & Science students can enrol in this section. UTM/UTSC students can enrol in this section starting August 6. The following groups of students are given priority access until July 28:",Indigenous Studies   (Faculty of Arts and Science),"Indigenous Studies   (John H. Daniels Faculty of Architecture, Landscape, & Design)",GEOGRAPHY    Major (Faculty of Arts and Science),GEOGRAPHY    Specialist (Faculty of Arts and Science),"GEOGRAPHY    Major (John H. Daniels Faculty of Architecture, Landscape, & Design)",,,,"GEOGRAPHY    Specialist (John H. Daniels Faculty of Architecture, Landscape, & Design)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Daigle, M.",,,,
HMB,Genetics of Human Disease,HMB441H1-F,"This advanced course aims to provide students with current, in-depth knowledge of the genetics of specific human diseases, including single gene (e.g., Huntington disease); multifactorial (e.g. Alzheimer’s disease); and non-Mendelian (e.g. mitochondrial DNA-related disease) disorders, and how the use of genetics to elucidate disease mechanisms can lead to treatments and personalized medicine in order to improve healthcare.","14 FCE complete, HMB265H1/BIO260H1, BCH210H1, HMB302H1/HMB321H1/HMB322H1/BCH311H1/CSB349H1/MGY311Y1/PSL350H1, and HMB201H1/HMB202H1/HMB203H1/HMB204H1",Prerequisite:,"HMB321H1, PSL300H1, PSL301H1",Recommended Preparation:,Science,Distribution Requirement:,Living Things and Their Environment (4),Breadth Requirement:,Room,LEC0101,Wednesday,—,15:00,17:00,BL 112,https://map.utoronto.ca/?id=1809#!m/494536,1,40,Yes: 0 student,In Person (See Delivery Instructions.),Restricted (R1),Enrolment Controls:,"This section is restricted at all times to the students listed below. NOTE: Spaces for each priority group in this course are not equal, and each priority group has its own waitlist until July 28. As of July 30, the waitlists for each priority group merge into one, and your rank on the waitlist may change.",HUMAN BIOLOGY     (Faculty of Arts and Science),ASMAJ1050 MA FUNDMNTL GENETICS & ITS APP,ASMAJ2013 MA HMB: HEALTH AND DISEASE,ASMAJ2035 MA HUMAN BIOLOGY,ASSPE1050 SP FUNDMNTL GENETICS & ITS APP,,Timetable instructions,Delivery instructions,ASSPE2013 SP HMB: HEALTH AND DISEASE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Papaconstantinou, M.",Note:,"This course will be part of HMB pre-enrolment. Eligible program students will receive via email a ballot to rank eligible 400-level courses in order of preference between June 1 and June 20, 2021, with decisions confirmed by July 9, 2021. Students who are not pre-enrolled in the course but meet the enrolment controls will be able to waitlist for the course once course enrolment starts.","Lectures, in-class assignments and exams will be held in person during the meeting schedule, or during a final assessment period. Lectures will be recorded, however in-person lecture attendance is mandatory for participation marks.",Note:
HMB,Global Hidden Hunger,HMB443H1-F,"Vitamin and mineral deficiencies, termed ‘hidden hunger,’ affect about half the world’s population. Explore the global nature, catastrophic consequences, and causes of these deficiencies. Discuss formulation and implementation of international, national, and local policies to alleviate ‘hidden hunger’ especially in infants and young children. A service-learning opportunity is integrated. Students will be required to contribute to a local community organization while using course knowledge to develop a project or initiative beneficial to the organization and community.","14 FCE complete, BIO230H1/BIO255H1, HMB302H1/ HMB303H1/ HMB312H1/ HMB314H1/ HMB322H1/ HMB323H1/ CJH332H1 (formerly CSB332H1)/ NFS382H1",Prerequisite:,"PSL301H1, CSB349H1/ PSL350H1/ BCH311H1",Recommended Preparation:,Science,Distribution Requirement:,Society and its Institutions (3),Breadth Requirement:,Room,LEC9901,Friday,—,10:00,12:00,,,0,30,No,Online - Synchronous (See Delivery Instructions.),Enrol at Department (E),Enrolment Controls:,Enrolment via ACORN is not available. Students must request permission to enrol in this course by contacting the sponsoring department. Please see Timetable Instructions tab for contact information.,Human Biology Program   (Faculty of Arts and Science),,,,,—,Timetable instructions,Delivery instructions,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"De Souza, L.",Note:,"Students wishing to enrol in HMB443H1 should follow the instructions found on the HMB website under Special Enrolment Courses (). Students are expected to fill in the application form prior to course enrolment. Late applications will be considered, space permitting.","This is a 4th year interactive seminar course, live streamed during the class schedule and recordings are not available.",Note:
HMB,Neurodevelopmental Disorders and Diseases,HMB450H1-F,"Proper development of the human brain is essential for human health. This course will examine how neurodevelopment failures contribute to neurological disorders and diseases, such as epilepsy and autism. Current research from basic, translational, and clinical perspectives will be examined using case studies.","14 FCE complete, HMB200H1, HMB320H1/ANA300Y1",Prerequisite:,Science,Distribution Requirement:,Living Things and Their Environment (4),Breadth Requirement:,,,Room,LEC0101,Tuesday,—,13:00,15:00,SS 2108,https://map.utoronto.ca/?id=1809#!m/494510,1,50,Yes: 0 student,In Person (See Delivery Instructions.),Restricted (R1),Enrolment Controls:,"This section is restricted at all times to the students listed below. NOTE: Spaces for each priority group in this course are not equal, and each priority group has its own waitlist until July 28. As of July 30, the waitlists for each priority group merge into one, and your rank on the waitlist may change.",Year 3 HUMAN BIOLOGY     (Faculty of Arts and Science),Year 4 HUMAN BIOLOGY     (Faculty of Arts and Science),Year 3 NEUROSCIENCE     (Faculty of Arts and Science),Year 4 NEUROSCIENCE     (Faculty of Arts and Science),,,Timetable instructions,Delivery instructions,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Dockstader, C.",Note:,"This course will be part of HMB pre-enrolment. Eligible program students will receive via email a ballot to rank eligible 400-level courses in order of preference between June 1 and June 20, 2021, with decisions confirmed by July 9, 2021. Students who are not pre-enrolled in the course but meet the enrolment controls will be able to waitlist for the course once course enrolment starts.",Recordings of lectures will also be available for students to view asynchronously.,Note:
IMM,Research Project in Immunology,IMM450Y1-Y,"An opportunity for specialized research in Immunology under the supervision of a member of the Faculty. There are no pre- or co-requisites, although preference is given to Immunology Specialist and Major students. Not eligible for CR/NCR option.",Science,Distribution Requirement:,Living Things and Their Environment (4),Breadth Requirement:,,,,,,LEC0101,—,—,,,—,,9974,9999,No,In Person,Enrol at Department (E),Enrolment Controls:,Enrolment via ACORN is not available. Students must request permission to enrol in this course by contacting the sponsoring department. Please see Timetable Instructions tab for contact information.,,,,,,,Timetable instructions,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Martin, A.",Note:,For 'E' indicator courses: contact the department at undergraduate.immunology@utoronto.ca for an application. Check the departmental web page for more information: www.immunology.utoronto.ca,,
ASABS,Indigenous Issues in Health and Healing,JFP450H1-F,"This course consists of an examination of health and healing from a holistic perspective (mental, physical, emotional, spiritual) and how colonialism, culture, and public policy have impacted the health of Indigenous peoples in the present day. This course is built around a case-based project in which students working in interdisciplinary groups take on the role of a traditional Indigenous healer, and then assess their healing strategy from a biomedical perspective.","Humanities, Social Science",Distribution Requirement:,Society and its Institutions (3),Breadth Requirement:,,,,,Room,LEC0101,Thursday,—,14:00,16:00,SS 2111,https://map.utoronto.ca/?id=1809#!m/494510,4,18,Yes: 0 student,In Person,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Burman, D.",,,,
