resultDept,pbot15,hiCC,legendControl,extraTxt,extraTxt 2,extraTxt 3,extraTxt 5,extraTxt 6,extraTxt 10,extraTxt 11,extraTxt 12,extraTxt 13,extraTxt 14,extraTxt 15,extraTxt 16,headerSect 3,colCode,weekDay,dayInfo,dayInfo 2,dayInfo 3,weekDay 2,colInst,colInst 2,numCurr,numTot,numWait,onlineMeeting,legendControl 4,legendControl 5,enConDesc,enConList,enConList 2,enConList 3,enConList 4,enConList 5,headerSect 8,headerSect 9,headerSect 11,headerSect 12,headerSect 13,headerSect 14,colCode 2,weekDay 3,dayInfo 4,dayInfo 5,dayInfo 6,weekDay 4,colAvail 2,numCurr 2,numTot 2,numWait 2,onlineMeeting 2,enConList 6,weekDay 5,weekDay 6,enConList 7,enConList 8,enConList 9,enConList 10,alignC,weekDay href,weekDay href 2
CSB,Plant Molecular Biology and Biotechnology,CSB459H1-F,,,,,,,"This course introduces students to major features of gene expression and signal transduction in plants. Topics include strategies for generating transgenic plants and regulating gene expression, as well as the importance of signal transduction in plant growth and survival. How plants sense and respond at the molecular level to environmental stresses such as drought, salinity, cold and disease will be discussed. The application of this basic scientific information in biotechnological strategies for improving agronomic traits will also be addressed.",BCH311H1/CSB349H1/MGY311Y1,Prerequisite:,Science,Distribution Requirement:,Living Things and Their Environment (4),Breadth Requirement:,Room,LEC0101,Thursday,—,10:00,12:00,WW 126,"Goring, D.",,4,40,Yes: 0 student,In Person,Priority (P),Enrolment Controls:,"Priority enrolment is given to the groups of students listed below until July 28. There is no course enrolment on July 29. Beginning July 30, all other Arts & Science students can enrol in this section. UTM/UTSC students can enrol in this section starting August 6. The following groups of students are given priority access until July 28:",ASMAJ1003 MA CELL & MOLECULAR BIOLOGY,ASMAJ1003A MAJ MOLEC NETWORKS OF CELL,ASMAJ1003B MAJ PLANT GEN & BIOTECH,ASMAJ1003C MAJ STEM CELLS & DEV BIO,ASMAJ2655 MA GENOME BIOLOGY,,,,,,,,,,,,,,,,,,ASSPE1003 SP CELL & MOLECULAR BIOLOGY,,,ASSPE1003A SPE MOLEC NETWORKS OF CELL,ASSPE1003B SPE PLANT GEN & BIOTECH,ASSPE1003C SPE STEM CELLS & DEV BIO,ASSPE1050 SP FUNDMNTL GENETICS & ITS APP,,https://map.utoronto.ca/?id=1809#!m/494547,
CSB,Plant Signal Transduction,CSB460H1-F,,,,,,,"Plant development, ecological adaptation and crop plant productivity depend on the sophisticated potential of plants to sense and compute signals to regulate their responses. An arsenal of genetic and genomic tools is employed to elucidate these plant signal transduction pathways. Examples from the original literature will be used to introduce general concepts of plant signal transduction, molecular biology and genomics and their application in understanding and influencing plant growth and development.",BCH311H1/CSB349H1/MGY311Y1 or permission of instructor,Prerequisite:,Science,Distribution Requirement:,Living Things and Their Environment (4),Breadth Requirement:,Room,LEC0101,Monday,—,12:00,13:00,ES 3087,"Berleth, T.","McCourt, P.",23,36,Yes: 0 student,In Person,,,,,,,,,,,,,,,,Wednesday,—,12:00,13:00,ES 3087,,,,,,,,,,,,,,https://map.utoronto.ca/?id=1809#!m/494499,https://map.utoronto.ca/?id=1809#!m/494499
BCH,Advanced Summer Research Project in Biochemistry,BCH472Y1-Y,Timetable instructions,Note:,"To enrol in this course, please send an email, with your student ID number, to jennifer.haughton@utoronto.ca",,,,Real-world opportunity to apply theoretical knowledge and hone technical skills through full-time research in an active research laboratory for students who have completed third year. Students are responsible for arranging for supervision by a Department of Biochemistry faculty member in advance of the academic year-end. Not eligible for CR/NCR option.,A final grade of 75% or higher in each of BCH340H1; BCH377H1; BCH378H1; and approval of the course coordinator.,Prerequisite:,Science,Distribution Requirement:,Living Things and Their Environment (4),Breadth Requirement:,,LEC0101,,—,,,—,,,9999,9999,No,In Person,Enrol at Department (E),Enrolment Controls:,Enrolment via ACORN is not available. Students must request permission to enrol in this course by contacting the sponsoring department. Please see Timetable Instructions tab for contact information.,ASSPE1762 SP BIOCHEMISTRY  - Year 4,,,,,,,,,,,,,,,,—,,,,,,,,,,,,,—,,
CSB,Computational Genomics and Bioinformatics,CSB472H1-S,,,,,Living Things and Their Environment (4),Breadth Requirement:,"Computational analyses of DNA and RNA expression data. Understanding biological databases, sequence alignment, sequence annotation, gene prediction, computational analysis of function, motif analysis, phylogenetic analysis, and gene expression profiling analysis. Applied, theoretical and statistical issues will be addressed.",BIO230H1/BIO255H1,Prerequisite:,BIO260H1/HMB265H1,Recommended Preparation:,Science,Distribution Requirement:,Room,LEC0101,Wednesday,—,10:00,12:00,GB 220,"Guttman, D.","Provart, N.",0,40,Yes: 28 students,In Person,Priority (P),Enrolment Controls:,"Priority enrolment is given to the groups of students listed below until July 28. There is no course enrolment on July 29. Beginning July 30, all other Arts & Science students can enrol in this section. UTM/UTSC students can enrol in this section starting August 6. The following groups of students are given priority access until July 28:",ASMAJ1003 MA CELL & MOLECULAR BIOLOGY,ASMAJ1003A MAJ MOLEC NETWORKS OF CELL,ASMAJ1003B MAJ PLANT GEN & BIOTECH,ASMAJ1003C MAJ STEM CELLS & DEV BIO,ASMAJ2655 MA GENOME BIOLOGY,,,,,,,,,,,,,,,,,,ASSPE0693 SP ZOOLOGY,,,ASSPE1003 SP CELL & MOLECULAR BIOLOGY,ASSPE1003A SPE MOLEC NETWORKS OF CELL,ASSPE1003B SPE PLANT GEN & BIOTECH,ASSPE1003C SPE STEM CELLS & DEV BIO,,https://map.utoronto.ca/?id=1809#!m/494473,
BCH,Advanced Research Project in Biochemistry,BCH473Y1-Y,Timetable instructions,Note:,"To enrol in this course, please send an email with your student ID number to jennifer.haughton@utoronto.ca",,Living Things and Their Environment (4),Breadth Requirement:,"This course provides opportunities to pursue an original individual research project in a particular area of biochemistry, under the direct supervision of a Biochemistry Department faculty member. Not eligible for CR/NCR option.",For Specialist: BCH340H1; BCH377H1; BCH378H1; 75% or higher in MGY311Y1; and approval of the course coordinator. For Major: BCH370H1; 80% or higher in BCH311H1; and approval of the course coordinator.,Prerequisite:,BCH478H1,Corequisite:,Science,Distribution Requirement:,,LEC0101,,—,,,—,"Smibert, C.",,12,25,No,In Person,Enrol at Department (E),Enrolment Controls:,Enrolment via ACORN is not available. Students must request permission to enrol in this course by contacting the sponsoring department. Please see Timetable Instructions tab for contact information.,Year 4 MOLECULAR GENETICS AND MICROBIOLOGY  Department of Molecular Genetics  Specialist (Faculty of Arts and Science),ASSPE1762 SP BIOCHEMISTRY  - Year 4,,,,,,,,,,,,,,,—,,,,,,,,,,,,,,,
CSB,Chemical Genomics,CSB473H1-S,,,,,Living Things and Their Environment (4),Breadth Requirement:,"This course surveys the field of Chemical Genomics, focusing on the analysis of biological problems using chemical approaches. Topics covered include chemical genetics, combinatorial chemistry and combinatorial strategies in molecular biology. Examines both the underlying biological and chemical concepts; however, the focus is primarily biological.","BIO230H1/BIO255H1, BIO260H1/HMB265H1, CHM247H1/CHM249H1/any 300+ CHM course",Prerequisite:,BCH210H1,Recommended Preparation:,Science,Distribution Requirement:,Room,LEC0101,Thursday,—,11:00,13:00,ES 3087,"Lumba, S.","McCourt, P.",25,30,Yes: 0 student,In Person,Priority (P),Enrolment Controls:,"Priority enrolment is given to the groups of students listed below until July 28. There is no course enrolment on July 29. Beginning July 30, all other Arts & Science students can enrol in this section. UTM/UTSC students can enrol in this section starting August 6. The following groups of students are given priority access until July 28:",Department of Cell and Systems Biology   (Faculty of Arts and Science),ASMAJ1376 MA CHEMISTRY,ASMAJ1762 MA BIOCHEMISTRY,ASMAJ2364 MA BIOLOGY,ASSPE1002 SP IMMUNOLOGY,,,,,,,,,,,,,,,,,,ASSPE1376 SP CHEMISTRY,,,ASSPE1387 SP MOLEC GENETICS & MICROBIOL,ASSPE1762 SP BIOCHEMISTRY,ASSPE1995 SP BIOLOGICAL CHEMISTRY,ASSPE2364 SP BIOLOGY,,https://map.utoronto.ca/?id=1809#!m/494499,
CSB,Methods in Genomics and Proteomics,CSB474H1-S,Timetable instructions,Note:,"Students must submit an application form to ugadmin.csb@utoronto.ca by Monday, 14 June, to be considered with the first round of applicants. Applications will be accepted after this date, but it may take considerably longer to learn your status in the course. Forms are available online: https://csb.utoronto.ca/undergraduate-studies/forms.",,Living Things and Their Environment (4),Breadth Requirement:,"This is a hands-on, laboratory based course offered in conjunction with the Centre for the Analysis of Genome Evolution and Function (CAGEF). It will teach students how to produce and analyze data that are central to the fields of genomics and proteomics. Techniques taught include DNA and RNA extractions, PCR, Next Generation DNA library preparation and sequencing, expression profiling using RNAseq, protein extraction, 2D-gel electrophoresis and mass spectrometry.  This will be combined with associated bioinformatics analyses. (Lab Materials Fee: $50). A lab coat and safety glasses are required for use in laboratories; students are responsible for purchasing these (approximate cost is $25).","BIO260H1/HMB265H1, BIO255H1/CSB330H1/CSB350H1 or by permission of the instructor",Prerequisite:,BCH311H1/CSB349H1/MGY311Y1,Recommended Preparation:,Science,Distribution Requirement:,Room,LEC0101,Tuesday,—,12:00,16:00,ES 4076,"Wang, P.",,0,20,No,In Person,Enrol at Department (E),Enrolment Controls:,Enrolment via ACORN is not available. Students must request permission to enrol in this course by contacting the sponsoring department. Please see Timetable Instructions tab for contact information.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://map.utoronto.ca/?id=1809#!m/494499,
BCH,Advanced Biochemistry Laboratory,BCH478H1-F,,,,(Lab fees: $25),,,"Experiments extend students’ technical abilities as well as their knowledge and application of practical theory. This course is designed as an advanced successor in a progression of biochemistry laboratory experiences in BCH242Y1, BCH377H1 and BCH378H1 that will equip students with a spectrum of practical abilities that are of vital importance in scientific research.",BCH340H1;BCH377H1;BCH378H1/(CHM361H5 [UTM] + CHM362H5 [UTM]) + CHM371H5 [UTM]); MGY311Y1,Prerequisite:,Science,Distribution Requirement:,Living Things and Their Environment (4),Breadth Requirement:,Room,LEC0101,Tuesday,—,15:00,17:00,Contact DEPT,"Brown, G.","Moraes, T.",12,20,Yes: 0 student,In Person,Restricted (R1),Enrolment Controls:,This section is restricted at all times to the following students:,ASSPE1762 SP BIOCHEMISTRY  - Year 3,ASSPE1762 SP BIOCHEMISTRY  - Year 4,,,,,,,,,,,Friday,—,10:00,17:00,Contact DEPT,,,,,,,,,,,,,,,
BCH,Advanced Seminar in Biochemistry,BCH479H1-S,,,,,,,"This seminar course will foster close interactions between students and Faculty and encourage in depth discussion not only of results but the ways the results were presented and the rationales for experimental design. Critical thinking skills will be developed, as will presentation skills, as students become presenters of results and take on the role of scientist presenting and analyzing new findings. Writing skills will be developed through an essay assignment. Students within the audience will also have access to the experimental papers and be encouraged to pose thoughtful questions about research and the ways that research can be communicated within the scientific community. Thus the new seminar course will foster an appreciation of scientific writing and give students a venue to develop their communication skills. The goal of the seminar course is to improve both the written and oral scientific communication skills of our Specialist students, as well as to increase their knowledge of key papers in Biochemistry.",BCH340H1;BCH377H1;BCH378H1; and permission of Department,Prerequisite:,Science,Distribution Requirement:,Living Things and Their Environment (4),Breadth Requirement:,Room,LEC0101,Thursday,—,13:00,15:00,Contact DEPT,"Lee, N.",,3,8,Yes: 0 student,In Person,Restricted (R1),Enrolment Controls:,This section is restricted at all times to the following students:,ASSPE1762 SP BIOCHEMISTRY  - Year 4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CSB,Seminar in Development,CSB483H1-S,,,,,,,"Seminars analyzing major concepts in developmental biology from quantitative, physics-based and molecular perspectives.",CSB328H1/CSB340H1,Prerequisite:,Science,Distribution Requirement:,Living Things and Their Environment (4),Breadth Requirement:,Room,LEC0101,Friday,—,12:00,14:00,RW 15 A,"Sarpal, R.",,0,24,Yes: 4 students,In Person,Priority (P),Enrolment Controls:,"Priority enrolment is given to the groups of students listed below until July 28. There is no course enrolment on July 29. Beginning July 30, all other Arts & Science students can enrol in this section. UTM/UTSC students can enrol in this section starting August 6. The following groups of students are given priority access until July 28:",ASMAJ1003 MA CELL & MOLECULAR BIOLOGY,ASMAJ1003A MAJ MOLEC NETWORKS OF CELL,ASMAJ1003B MAJ PLANT GEN & BIOTECH,ASMAJ1003C MAJ STEM CELLS & DEV BIO,ASMAJ1538 MA ANIMAL PHYSIOLOGY,,,,,,,,,,,,,,,,,,ASSPE1003 SP CELL & MOLECULAR BIOLOGY,,,ASSPE1003A SPE MOLEC NETWORKS OF CELL,ASSPE1003B SPE PLANT GEN & BIOTECH,ASSPE1003C SPE STEM CELLS & DEV BIO,ASSPE1305 SP DEVELOPMENTAL BIOLOGY,,https://map.utoronto.ca/?id=1809#!m/494515,
CSB,Team-Based Learning: Current Topics in Cell and Molecular Biology,CSB490H1-F,,,,,,,"A team-based learning course with emphasis on questions in the fields of protein biochemistry, synthetic biology, and the evolution of proteins and networks of protein-protein interactions. Lectures and seminars will focus on current research topics within these fields and will provide the background knowledge for students to work in teams to explore the primary research literature, and for each team to develop a formal research proposal. For details on this year's content, please go to the Undergraduate course section of the CSB website, http://csb.utoronto.ca.","BIO260H1/HMB265H1, CSB330H1/CSB349H1/CSB352H1",Prerequisite:,Science,Distribution Requirement:,Living Things and Their Environment (4),Breadth Requirement:,Room,LEC0101,Monday,—,14:00,16:00,ES 3087,"Christendat, D.","Neumann, M.",6,24,Yes: 0 student,In Person,,,,,,,,,,,,,,,,Thursday,—,15:00,16:00,ES 3087,,,,,,,,,,,,,,https://map.utoronto.ca/?id=1809#!m/494499,https://map.utoronto.ca/?id=1809#!m/494499
CSB,Advanced Topics in Cell and Systems Biology,CSB492H1-S,,,,,,,"This advanced course covers topics in cell and systems biology at all levels of biological organization.  Students learn about the wide array of state-of-the-art molecular, genomic, proteomic, cell biological, imaging, physiological and computational tools and methods that researchers use to study the behaviour of cells.",CSB325H1/CSB349H1,Prerequisite:,Science,Distribution Requirement:,Living Things and Their Environment (4),Breadth Requirement:,Room,LEC0101,Thursday,—,13:00,15:00,IN 204,"Chang, B.",,0,40,Yes: 5 students,In Person,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://map.utoronto.ca/?id=1809#!m/494541,
CSB,Independent Research in Cell and Systems Biology I,CSB497H1-F,Timetable instructions,Note:,"Students must submit a completed CSB497H1F contract to ugadmin.csb@utoronto.ca by Friday, 17 September, before being enrolled. If this is the only course you are taking in 2021-22, the contract must be submitted by Friday, 27 August. Contract forms are available online: https://csb.utoronto.ca/undergraduate-studies/forms.",,,,"An original research project (a literature review alone is not sufficient) requiring the prior consent of a member of the Department to supervise the project. The topic is to be mutually agreed upon by the student and supervisor. They must arrange the time, place, and provision of any materials and submit to the Undergraduate Office a signed form of agreement outlining details prior to being enrolled. In the Fall or Winter sessions, a commitment of 8-10 hours per week is expected for research and related course activities. If spread over both the Fall and Winter sessions, a commitment of 4-5 hours per week is expected. In the Summer Session, the number of hours doubles per week (e.g., 16-20 for F or S, or 8-10 for Y) as the length of the term is halved compared to the Fall or Winter term. Many students spend more than this amount of time as they become immersed in their project. This course is normally open only to fourth year students with adequate background in Cell and Systems Biology. Course requirements include a final report, and either an oral presentation (Summer and Fall sessions) or a poster presentation (Winter session). Two workshops on scientific research are scheduled and highly recommended. Details for enrollment are available at the Undergraduate course section of the CSB website, http://csb.utoronto.ca. Maximum of 2.0 FCEs allowed among CSB497H1, CSB498Y1 and CSB499Y1. (Lab Materials Fee: $25). Not eligible for CR/NCR option.",Science,Distribution Requirement:,Living Things and Their Environment (4),Breadth Requirement:,,,Room,LEC0101,Friday,—,14:00,15:30,RW 140,"Harris, T.",,9997,9999,No,In Person,Enrol at Department (E),Enrolment Controls:,Enrolment via ACORN is not available. Students must request permission to enrol in this course by contacting the sponsoring department. Please see Timetable Instructions tab for contact information.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://map.utoronto.ca/?id=1809#!m/494515,
CSB,Independent Research in Cell and Systems Biology I,CSB497H1-S,Timetable instructions,Note:,"Students must submit a completed CSB497H1S contract to ugadmin.csb@utoronto.ca by Wednesday, 12 January, before being enrolled. If this is the only course you are taking in 2021-22, the contract must be submitted by Friday, 27 August. Contract forms are available online: https://csb.utoronto.ca/undergraduate-studies/forms.",,,,"An original research project (a literature review alone is not sufficient) requiring the prior consent of a member of the Department to supervise the project. The topic is to be mutually agreed upon by the student and supervisor. They must arrange the time, place, and provision of any materials and submit to the Undergraduate Office a signed form of agreement outlining details prior to being enrolled. In the Fall or Winter sessions, a commitment of 8-10 hours per week is expected for research and related course activities. If spread over both the Fall and Winter sessions, a commitment of 4-5 hours per week is expected. In the Summer Session, the number of hours doubles per week (e.g., 16-20 for F or S, or 8-10 for Y) as the length of the term is halved compared to the Fall or Winter term. Many students spend more than this amount of time as they become immersed in their project. This course is normally open only to fourth year students with adequate background in Cell and Systems Biology. Course requirements include a final report, and either an oral presentation (Summer and Fall sessions) or a poster presentation (Winter session). Two workshops on scientific research are scheduled and highly recommended. Details for enrollment are available at the Undergraduate course section of the CSB website, http://csb.utoronto.ca. Maximum of 2.0 FCEs allowed among CSB497H1, CSB498Y1 and CSB499Y1. (Lab Materials Fee: $25). Not eligible for CR/NCR option.",Science,Distribution Requirement:,Living Things and Their Environment (4),Breadth Requirement:,,,Room,LEC0101,Friday,—,14:00,15:30,RW 140,"Harris, T.",,9999,9999,No,In Person,Enrol at Department (E),Enrolment Controls:,Enrolment via ACORN is not available. Students must request permission to enrol in this course by contacting the sponsoring department. Please see Timetable Instructions tab for contact information.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://map.utoronto.ca/?id=1809#!m/494515,
CSB,Independent Research in Cell and Systems Biology I,CSB498Y1-Y,Timetable instructions,Note:,"Students must submit a completed CSB498Y1Y contract to ugadmin.csb@utoronto.ca by Friday, 17 September, before being enrolled. If this is the only course you are taking in 2021-22, the contract must be submitted by Friday, 27 August. Contract forms are available online: https://csb.utoronto.ca/undergraduate-studies/forms.",,,,"An original research project (a literature review alone is not sufficient) requiring the prior consent of a member of the Department to supervise the project. The topic is to be mutually agreed upon by the student and supervisor. They must arrange the time, place, and provision of any materials and submit to the Undergraduate Office a signed form of agreement outlining details prior to being enrolled. In the Fall/Winter session, a commitment of 8-10 hours per week is expected for research and related course activities. In the Summer session, the number of hours doubles (16-20 per week) as the length of the term is halved. This course is normally open only to fourth year students with adequate background in Cell and Systems Biology. Course requirements include a final report and either an oral presentation (Summer session) or a poster presentation (Fall/Winter session). Four workshops on scientific research are scheduled and highly recommended. Details for enrollment are available at the Undergraduate course section of the CSB website, http://csb.utoronto.ca. Maximum of 2.0 FCEs allowed among CSB497H1, CSB498Y1 and CSB499Y1. (Lab Materials Fee: $50). Not eligible for CR/NCR option.",Science,Distribution Requirement:,Living Things and Their Environment (4),Breadth Requirement:,,,,LEC0101,Friday,—,14:00,15:30,RW 140,"Harris, T.",,9972,9999,No,In Person,Enrol at Department (E),Enrolment Controls:,Enrolment via ACORN is not available. Students must request permission to enrol in this course by contacting the sponsoring department. Please see Timetable Instructions tab for contact information.,,,,,,,,,,,,,,,,,RW 140,,,,,,,,,,,,,,https://map.utoronto.ca/?id=1809#!m/494515,https://map.utoronto.ca/?id=1809#!m/494515
CSB,Independent Research in Cell and Systems Biology II,CSB499Y1-Y,Timetable instructions,Note:,"Students must submit a completed CSB499Y1Y contract to ugadmin.csb@utoronto.ca by Friday, 17 September, before being enrolled. If this is the only course you are taking in 2021-22, the contract must be submitted by Friday, 27 August. Contract forms are available online: https://csb.utoronto.ca/undergraduate-studies/forms.",,,,"Allows students to do a second independent project. Operates in the same manner as CSB497H1/CSB498Y1. Maximum of 2.0 FCEs allowed among CSB497H1, CSB498Y1 and CSB499Y1.  Students who have completed both CSB497H1 and CSB498Y1 are excluded from taking CSB499Y1. (Lab Materials Fee: $50). Not eligible for CR/NCR option.",CSB497H1/CSB498Y1,Prerequisite:,Science,Distribution Requirement:,Living Things and Their Environment (4),Breadth Requirement:,,LEC0101,Friday,—,14:00,15:30,RW 140,"Harris, T.",,9998,9999,No,In Person,Enrol at Department (E),Enrolment Controls:,Enrolment via ACORN is not available. Students must request permission to enrol in this course by contacting the sponsoring department. Please see Timetable Instructions tab for contact information.,,,,,,,,,,,,,,,,,RW 140,,,,,,,,,,,,,,https://map.utoronto.ca/?id=1809#!m/494515,https://map.utoronto.ca/?id=1809#!m/494515
