resultDept,pbot15,hiCC,extraTxt 2,extraTxt 3,extraTxt 4,extraTxt 5,extraTxt 6,extraTxt 7,extraTxt 8,headerSect 3,colCode,weekDay,dayInfo,dayInfo 2,dayInfo 3,weekDay 2,dayInfo 4,dayInfo 5,dayInfo 6,weekDay 5,weekDay href,weekDay 6,weekDay href 2,colInst,colAvail,numCurr,numTot,numWait,onlineMeeting,alignC,extraTxt 9,extraTxt 10,legendControl 2,extraTxt 11,extraTxt 12,legendControl 4,legendControl 5,enConDesc,enConList,enConList 2
CINE,Critical Writing on Film,CIN369H1-S,"The practice of film criticism: studies of examples of journalistic and scholarly critical writing, practical sessions of process writing, and collaborative editing. Course includes regular film screenings.",CIN105Y1 and 1.0 additional CIN credit/ permission of the instructor,Prerequisite:,"INI384H1, ENGB71H3",Exclusion:,Humanities,Distribution Requirement:,Room,LEC0101,Thursday,—,11:00,13:00,Friday,—,11:00,13:00,IN 313,https://map.utoronto.ca/?id=1809#!m/494541,IN 313,https://map.utoronto.ca/?id=1809#!m/494541,,of  available,0,20,No,In Person (See Delivery Instructions.),—,Creative and Cultural Representations (1),Breadth Requirement:,Delivery instructions,Note:,Lectures and screenings will take place in person.,Enrol at Department (E),Enrolment Controls:,Enrolment via ACORN is not available. Students must request permission to enrol in this course by contacting the sponsoring department. Please see Timetable Instructions tab for contact information.,,
CINE,Canadian Cinemas,CIN370H1-F,"History and diversity of Canadian and Québécois cinemas. Analyses of film and critical frameworks examine how co-productions, multiculturalism, and post-national arguments are re-shaping the production and reception contexts of national cinema. Annual emphasis will be placed on one of the following topics: the emergence of the feature film, Québécois cinema, documentary, or experimental cinema.",CIN105Y1,Prerequisite:,"FCS391H1, INI385Y1, INI385H1",Exclusion:,Humanities,Distribution Requirement:,Room,LEC0101,Tuesday,—,10:00,12:00,,,,,IN 222,https://map.utoronto.ca/?id=1809#!m/494541,,,"Banning, K.",of  available,9,40,Yes: 0 student,In Person (See Delivery Instructions.),,Creative and Cultural Representations (1),Breadth Requirement:,Delivery instructions,Note:,Lectures will take place in person. Screenings will be online asynchronous. It is recommended that students have a computer with internet access for the online screenings.,Priority (P),Enrolment Controls:,"Priority enrolment is given to the groups of students listed below until July 28. There is no course enrolment on July 29. Beginning July 30, all other Arts & Science students can enrol in this section. UTM/UTSC students can enrol in this section starting August 6. The following groups of students are given priority access until July 28:",Cinema Studies Institute   (Faculty of Arts and Science),"Cinema Studies Institute   (John H. Daniels Faculty of Architecture, Landscape, & Design)"
CINE,Contemporary World Cinema,CIN372Y1-Y,"Major contemporary developments beyond Hollywood and European filmmaking, examining a select number of national/regional cinemas: Africa, Korea, Iran, India (Hindi cinema); and Latin America. Topics include: transnationalism, indigenization of generic and stylistic conventions, cultural contexts, distribution networks, film festivals, and reception within a global economy.",CIN105Y1,Prerequisite:,"INI380Y1, ENGC83H3",Exclusion:,CIN201Y1,Recommended Preparation:,,LEC0101,,,,,,,,,,,,,,,,,,,—,Humanities,Distribution Requirement:,Delivery instructions,Note:,"In the Fall 2021 term, lectures will take place on Tuesdays 4-6pm in person while screenings will be online synchronous. In the Winter 2022 term, lectures will remain the same, but screenings will switch to in person on Mondays 3-6pm. It is recommended that students have a computer with internet access for the online screenings.",,,,,
CLAS,The Economic History of the Classical World,CLA372H1-F,"The structure and performance of economies in the Greek and/or Roman worlds, and their modern interpretation.",CLA160H1 + 1 of CLA230H1/CLA231H1/CLA260H1/CLA210H1,Prerequisite:,Humanities,Distribution Requirement:,Society and its Institutions (3),Breadth Requirement:,Room,LEC0101,Tuesday,—,10:00,12:00,Thursday,—,10:00,12:00,LI 220,https://map.utoronto.ca/?id=1809#!m/494613,LI 220,https://map.utoronto.ca/?id=1809#!m/494613,"Bernard, S.",of  available,16,30,Yes: 0 student,In Person,,,,,,,,,,,
CINE,Aspects of a National Cinema,CIN378H1-F,"In-depth treatment of a national cinema. Past courses include: ""British Cinema,"" ""Australian and New Zealand Cinema,"" and ""The Other Europe.""",CIN105Y1,Prerequisite:,Humanities,Distribution Requirement:,Creative and Cultural Representations (1),Breadth Requirement:,Room,LEC0101,Wednesday,—,10:00,12:00,,,,,IN 222,https://map.utoronto.ca/?id=1809#!m/494541,,,"Akande, O.",of  available,18,40,Yes: 0 student,In Person (See Delivery Instructions.),,,,Delivery instructions,Note:,Lectures will take place in person. Screenings will be delivered online asynchronously. It is recommended that students have a computer with internet access for the online screenings.,Priority (P),Enrolment Controls:,"Priority enrolment is given to the groups of students listed below until July 28. There is no course enrolment on July 29. Beginning July 30, all other Arts & Science students can enrol in this section. UTM/UTSC students can enrol in this section starting August 6. The following groups of students are given priority access until July 28:",Cinema Studies Institute   (Faculty of Arts and Science),"Cinema Studies Institute   (John H. Daniels Faculty of Architecture, Landscape, & Design)"
CLAS,Late Antiquity,CLA378H1-S,"The history and culture of the Greco-Roman world during the fourth through seventh centuries C.E., with particular emphasis on the decline of the Roman state and emergence of Christianity.",CLA160H1 + 1 of CLA231H1/CLA233H1/CLA260H1/CLA210H1,Prerequisite:,Humanities,Distribution Requirement:,Society and its Institutions (3),Breadth Requirement:,Room,LEC0101,Tuesday,—,11:00,13:00,Thursday,—,11:00,13:00,LI 220,https://map.utoronto.ca/?id=1809#!m/494613,LI 220,https://map.utoronto.ca/?id=1809#!m/494613,"Wilkinson, K.",of  available,10,30,Yes: 0 student,In Person,,,,,,,,,,,
CHM,Biomolecular Chemistry,CHM379H1-S,This course provides an opportunity to learn core techniques in biological chemistry in a small group laboratory setting. It provides excellent preparation for a CHM499Y1 project in biological chemistry or related areas. Lectures will discuss the theory behind the techniques and highlight how they are used in modern biological chemistry research and practice. Note: CHM379H1 can be used as the biochemistry lab requirement for students completing double majors in chemistry and biochemistry. (Lab Materials Fee: $25).,"(CHM247H1/CHM249H1 with a minimum grade of 63%); CHM347H1, BCH210H1",Prerequisite:,"BCH370H1, CHM371H5",Exclusion:,CHM217H1,Recommended Preparation:,Room,LEC0101,Tuesday,—,14:00,15:00,Thursday,—,14:00,15:00,LM 123,https://map.utoronto.ca/?id=1809#!m/494502,LM 123,https://map.utoronto.ca/?id=1809#!m/494502,"Woolley, G.",of  available,0,20,Yes: 5 students,In Person,—,Science,Distribution Requirement:,,,,Priority (P),Enrolment Controls:,"Priority enrolment is given to the groups of students listed below until July 28. There is no course enrolment on July 29. Beginning July 30, all other Arts & Science students can enrol in this section. UTM/UTSC students can enrol in this section starting August 6. The following groups of students are given priority access until July 28:",ASSPE1376 SP CHEMISTRY,ASSPE1995 SP BIOLOGICAL CHEMISTRY
CINE,Special Topics in History and Nation,CIN380H1-S,Courses in special topics designed for Specialists and Majors in Cinema Studies.,CIN105Y1,Prerequisite:,Humanities,Distribution Requirement:,Creative and Cultural Representations (1),Breadth Requirement:,Room,LEC0101,Tuesday,—,10:00,12:00,Thursday,—,13:00,15:00,IN 222,https://map.utoronto.ca/?id=1809#!m/494541,IN 312,https://map.utoronto.ca/?id=1809#!m/494541,"Reese, C.",of  available,22,40,Yes: 0 student,In Person (See Delivery Instructions.),,,,Delivery instructions,Note:,Lecture and screenings will take place in person.,Priority (P),Enrolment Controls:,"Priority enrolment is given to the groups of students listed below until July 28. There is no course enrolment on July 29. Beginning July 30, all other Arts & Science students can enrol in this section. UTM/UTSC students can enrol in this section starting August 6. The following groups of students are given priority access until July 28:",Cinema Studies Institute   (Faculty of Arts and Science),"Cinema Studies Institute   (John H. Daniels Faculty of Architecture, Landscape, & Design)"
CLAS,Tragedy,CLA382H1-F,"The study of classical tragedy as a literary genre, dramatic production, and social institution, with analysis of representative plays.",CLA160H1 + 1 of CLA204H1/CLA219H1/CLA230H1/CLA232H1/CLA236H1/CLA260H1,Prerequisite:,Humanities,Distribution Requirement:,Creative and Cultural Representations (1),Breadth Requirement:,Room,LEC0101,Tuesday,—,16:00,19:00,,,,,LI 205,https://map.utoronto.ca/?id=1809#!m/494613,,,"Parker, E.",of  available,1,25,Yes: 0 student,In Person,,,,,,,,,,,
CLAS,Classical Antiquity and the Cinema,CLA388H1-S,A study of the representation of ancient Greece and/ or Rome in cinema.,CLA160H1 + 1 of CLA219H1/CLA232H1/CLA233H1/CLA260H1; or CIN105Y1,Prerequisite:,Humanities,Distribution Requirement:,Creative and Cultural Representations (1),Breadth Requirement:,Room,LEC5101,Tuesday,—,17:00,20:00,,,,,LI 220,https://map.utoronto.ca/?id=1809#!m/494613,,,"Gunderson, E.",of  available,6,30,Yes: 0 student,In Person,,,,,,,,,,,
CLAS,Classical Spaces: Sites and Monuments,CLA389H1-S,A close study of one or more sites in the ancient world and the cultural significance of the site(s) in question.,CLA160H1 + 1 of CLA230H1/CLA231H1/CLA232H1/CLA233H1/CLA260H1,Prerequisite:,Humanities,Distribution Requirement:,Creative and Cultural Representations (1),Breadth Requirement:,Room,LEC0101,Monday,—,12:00,14:00,Wednesday,—,12:00,14:00,LI 220,https://map.utoronto.ca/?id=1809#!m/494613,LI 220,https://map.utoronto.ca/?id=1809#!m/494613,,of  available,6,30,Yes: 0 student,In Person,—,,,,,,,,,,
CHM,Research Project in Chemistry,CHM395Y1-Y,An independent research project conducted under the direction of a teaching faculty or research faculty member in the Department of Chemistry. Applications for enrolment should be made to the Department before the end of the preceding Summer session. Not eligible for CR/NCR option.,"Completion of at least 2.0 FCEs of CHM courses with a minimum cGPA of 3.0 in all CHM courses. Students are required to identify a potential faculty supervisor before contacting the Associate Chair, Undergraduate Studies for enrolment permission. Written confirmation is needed from both the Associate Chair, Undergraduate Studies and the prospective supervisor. Attendance at a mandatory safety orientation training session held during the first week of September.",Prerequisite:,Science,Distribution Requirement:,The Physical and Mathematical Universes (5),Breadth Requirement:,,LEC0101,,—,,,,,,,,,,,,of  available,9988,9999,No,In Person,—,,,,,,Enrol at Department (E),Enrolment Controls:,Enrolment via ACORN is not available. Students must request permission to enrol in this course by contacting the sponsoring department. Please see Timetable Instructions tab for contact information.,,
CLAS,Research Opportunity Program,CLA399Y1-Y,Credit course for supervised participation in faculty research project. Details at . Not eligible for CR/NCR option.,,,,,,,,LEC0101,,—,,,,,,,,,,,,of  available,9999,9999,No,In Person,—,,,,https://www.artsci.utoronto.ca/current/academics/research-opportunities/research-opportunities-program,,Enrol at Department (E),Enrolment Controls:,Enrolment via ACORN is not available. Students must request permission to enrol in this course by contacting the sponsoring department. Please see Timetable Instructions tab for contact information.,,
CLAS,Independent Studies,CLA400H1-F,Independent Studies. Not eligible for CR/NCR option.,Permission of Department,Prerequisite:,CLA400Y1,Exclusion:,Preferably 1 FCE in the CLA 300-series,Recommended Preparation:,Room,LEC0101,,—,,,,,,,,,,,,of  available,9999,9999,No,In Person,—,Humanities,Distribution Requirement:,,,,Enrol at Department (E),Enrolment Controls:,Enrolment via ACORN is not available. Students must request permission to enrol in this course by contacting the sponsoring department. Please see Timetable Instructions tab for contact information.,,
CLAS,Independent Studies,CLA400H1-S,Independent Studies. Not eligible for CR/NCR option.,Permission of Department,Prerequisite:,CLA400Y1,Exclusion:,Preferably 1 FCE in the CLA 300-series,Recommended Preparation:,Room,LEC0101,,—,,,,,,,,,,,,of  available,9999,9999,No,In Person,—,Humanities,Distribution Requirement:,,,,Enrol at Department (E),Enrolment Controls:,Enrolment via ACORN is not available. Students must request permission to enrol in this course by contacting the sponsoring department. Please see Timetable Instructions tab for contact information.,,
CLAS,Independent Studies,CLA401H1-F,Independent Studies. Not eligible for CR/NCR option.,Permission of Department,Prerequisite:,Preferably 1 FCE in the CLA 300 series,Recommended Preparation:,Humanities,Distribution Requirement:,Room,LEC0101,,—,,,,,,,,,,,,of  available,9999,9999,No,In Person,—,,,,,,Enrol at Department (E),Enrolment Controls:,Enrolment via ACORN is not available. Students must request permission to enrol in this course by contacting the sponsoring department. Please see Timetable Instructions tab for contact information.,,
CLAS,Independent Studies,CLA401H1-S,Independent Studies. Not eligible for CR/NCR option.,Permission of Department,Prerequisite:,Preferably 1 FCE in the CLA 300 series,Recommended Preparation:,Humanities,Distribution Requirement:,Room,LEC0101,,—,,,,,,,,,,,,of  available,9999,9999,No,In Person,—,,,,,,Enrol at Department (E),Enrolment Controls:,Enrolment via ACORN is not available. Students must request permission to enrol in this course by contacting the sponsoring department. Please see Timetable Instructions tab for contact information.,,
CHM,Drug Transport across Biological Membranes,PHC401H1-S,The goal of this course is to provide students with knowledge of the molecular processes involved in drug transport across biological cell membranes with emphasis on their physiological and clinical significance. This course is restricted to Pharmaceutical Chemistry Specialist program students.,"PHC301H1, and enrolled as a Year 4 student in the Pharmaceutical Chemistry specialist program.",Prerequisite:,PHC300H1,Corequisite:,JFK1122H,Exclusion:,Room,LEC0101,Tuesday,—,10:00,12:00,,,,,HS 705,https://map.utoronto.ca/?id=1809#!m/494459,,,"Bendayan, R.",of  available,4,7,Yes: 0 student,In Person,,Science,Distribution Requirement:,,,,Restricted (R1),Enrolment Controls:,This section is restricted at all times to the following students:,ASSPE1211 SP PHARMACEUTICAL CHEMISTRY  - Year 4,
CLAS,Advanced Seminar in Greek Civilization,CLA402H1-F,An advanced research seminar devoted to critical issues relating to Greek civilization. Course requirements include a research essay. Topics vary from year to year.,Enrolment in Major Program in Classical Civilization; 14.0 FCEs completed including 1.0 in CLA 300-series,Prerequisite:,CLA403H1,Exclusion:,Humanities,Distribution Requirement:,Room,LEC0101,Tuesday,—,16:00,19:00,,,,,LI 220,https://map.utoronto.ca/?id=1809#!m/494613,,,"Lougheed, C.",of  available,26,40,Yes: 0 student,In Person,,,,,,,Restricted (R1),Enrolment Controls:,This section is restricted at all times to the following students:,ASMAJ0382 MA CLASSICAL CIVILIZATION,
CLAS,Advanced Seminar in Roman Civilization,CLA403H1-S,An advanced research seminar devoted to critical issues relating to Roman civilization. Course requirements include a research essay.Topics vary from year to year.,Enrolment in Major Program in Classical Civilization; 14.0 FCEs completed including 1.0 in CLA 300-series,Prerequisite:,CLA402H1,Exclusion:,Humanities,Distribution Requirement:,Room,LEC0101,Thursday,—,12:00,15:00,,,,,AH 107,https://map.utoronto.ca/?id=1809#!m/494578,,,"Bruun, C.",of  available,20,40,Yes: 0 student,In Person (See Delivery Instructions.),,,,Delivery instructions,Note:,"The topic of the course is “Everyday Life in Roman Towns”. Material consists of texts of various nature (prose, poetry, inscriptions, legal texts, etc.) illustrating daily life all over the empire, situated in their proper physical, archaeological, and topographical context.",Restricted (R1),Enrolment Controls:,This section is restricted at all times to the following students:,ASMAJ0382 MA CLASSICAL CIVILIZATION,
CHM,Analytical Environmental Chemistry,CHM410H1-F,"An analytical theory, instrumental, and methodology course focused on the measurement of pollutants in soil, water, air, and biological tissues and the determination of physical/chemical properties including vapour pressure, degradation rates, partitioning. Lab experiments involve application of theory. (Lab Materials Fee: $25).","CHM217H1, CHM210H1/CHM310H1",Prerequisite:,CHM317H1,Recommended Preparation:,Science,Distribution Requirement:,Room,LEC0101,Tuesday,—,11:00,12:00,Thursday,—,11:00,12:00,BA 2175,https://map.utoronto.ca/?id=1809#!m/494470,BA 2175,https://map.utoronto.ca/?id=1809#!m/494470,"D'eon, J.",of  available,8,28,Yes: 0 student,In Person,,The Physical and Mathematical Universes (5),Breadth Requirement:,,,,,,,,
CHM,Biosensors and Chemical Sensors,CHM414H1-F,"The development, design, and operation of biosensors and chemical sensors, including: biosensor technology, transducer theory and operation, device design and fabrication, surface modification and methods of surface analysis, flow injection analysis and chemometrics.",CHM217H1/CHM220H1/CHM222H1/CHM225Y1,Prerequisite:,CHM317H1,Recommended Preparation:,Science,Distribution Requirement:,Room,LEC0101,Monday,—,15:00,16:00,Wednesday,—,15:00,16:00,LM 155,https://map.utoronto.ca/?id=1809#!m/494502,LM 155,https://map.utoronto.ca/?id=1809#!m/494502,"Thompson, M.",of  available,12,40,Yes: 0 student,In Person,,The Physical and Mathematical Universes (5),Breadth Requirement:,,,,,,,,
CHM,Topics in Atmospheric Chemistry,CHM415H1-S,"This course builds upon the introductory understanding of atmospheric chemistry provided in CHM210H1. In particular, modern research topics in the field are discussed, such as aerosol chemistry and formation mechanisms, tropospheric organic chemistry, the chemistry of climate including cloud formation and geoengineering, biosphere-atmosphere interactions, the chemistry of remote environments. Reading is from the scientific literature; class discussion is emphasized.",CHM210H1,Prerequisite:,CHM220H1/CHM222H1/CHM225Y1,Recommended Preparation:,Science,Distribution Requirement:,Room,LEC0101,Tuesday,—,09:00,10:00,Thursday,—,09:00,10:00,LM 155,https://map.utoronto.ca/?id=1809#!m/494502,LM 155,https://map.utoronto.ca/?id=1809#!m/494502,"Abbatt, J.",of  available,0,25,Yes: 17 students,In Person,,The Physical and Mathematical Universes (5),Breadth Requirement:,,,,,,,,
CHM,Separation Science,CHM416H1-F,"This course provides theoretical and practical background useful for engaging in cutting-edge chemical separations in chemistry, biology, medicine, engineering, research, and industry. The course covers general separations concepts and principles, with an emphasis on liquid chromatography and its various modes, including partition chromatography, ion chromatography, enantiomer chromatography, size exclusion chromatography, and affinity chromatography. Other topics include materials and instrumentation, gas chromatography, supercritical fluid chromatography, electrophoresis and related techniques, and a host of miscellaneous separation (e.g., TLC, FFF, CF) and extraction (e.g., LLE, SPE, SPME) modalities. Classes are supplemented with online/virtual laboratory exercises.",CHM317H1,Prerequisite:,Science,Distribution Requirement:,The Physical and Mathematical Universes (5),Breadth Requirement:,Room,LEC0101,Tuesday,—,15:00,16:00,Thursday,—,15:00,16:00,LM 157,https://map.utoronto.ca/?id=1809#!m/494502,LM 157,https://map.utoronto.ca/?id=1809#!m/494502,"Wheeler, A.",of  available,5,30,Yes: 0 student,In Person,,,,,,,,,,,
CHM,Laboratory Instrumentation,CHM417H1-S,"This course provides an introduction to building and using optics- and electronics-based instrumentation for laboratory research, as well as for implementing custom software control. Lecture topics include passive electronic components, diodes and transistors, operational amplifiers, analogue-to-digital conversion, light sources and detectors, reflectors, refractors, polarizers, diffractors, and many others. Lectures are supplemented by laboratories in which students work in teams to build fluorescent detection systems for chromatography over the course of several weeks. (Lab Materials Fee: $25).",CHM317H1,Recommended Preparation:,Science,Distribution Requirement:,The Physical and Mathematical Universes (5),Breadth Requirement:,Room,LEC0101,Tuesday,—,15:00,16:00,Thursday,—,15:00,16:00,LM 155,https://map.utoronto.ca/?id=1809#!m/494502,LM 155,https://map.utoronto.ca/?id=1809#!m/494502,"Wheeler, A.",of  available,18,40,Yes: 0 student,In Person,,,,,,,Priority (P),Enrolment Controls:,"Priority enrolment is given to the groups of students listed below until July 28. There is no course enrolment on July 29. Beginning July 30, all other Arts & Science students can enrol in this section. UTM/UTSC students can enrol in this section starting August 6. The following groups of students are given priority access until July 28:",ASMAJ1376 MA CHEMISTRY  - Year 4,ASSPE0600 SP CHEMICAL PHYSICS  - Year 4
CINE,Advanced Studies in Cinema,CIN420H1-F,Seminars in special topics designed for advanced Specialist and Major students in Cinema Studies.,"At least ten full-course equivalents, including CIN105Y1, CIN201Y1, CIN301Y1/ permission of instructor",Prerequisite:,Humanities,Distribution Requirement:,Creative and Cultural Representations (1),Breadth Requirement:,Room,LEC0101,Monday,—,11:00,13:00,,,,,IN 112,https://map.utoronto.ca/?id=1809#!m/494541,,,"Broomer, S.",of  available,0,20,No,In Person (See Delivery Instructions.),,,,Delivery instructions,Note:,Seminar will be delivered in person. Screenings will be online asynchronous. It is recommended that students have a computer with internet access for the screenings.,Enrol at Department (E),Enrolment Controls:,Enrolment via ACORN is not available. Students must request permission to enrol in this course by contacting the sponsoring department. Please see Timetable Instructions tab for contact information.,,
CHM,Application of Medicinal Chemistry to Pharmacology,PHC420H1-S,This course shows students the links between basic science and the drugs used therapeutically to treat clinical problems. This course is restricted to Pharmaceutical Chemistry specialist program students.,"PHC301H1, PHC320H1, and enrolled as a Year 4 student in the Pharmaceutical Chemistry specialist program.",Prerequisite:,PHM240H1,Exclusion:,Science,Distribution Requirement:,Room,LEC0101,Tuesday,—,12:00,13:00,,,,,PB B250,https://map.utoronto.ca/?id=1809#!m/494476,,,"Uetrecht, J.",of  available,34,40,Yes: 0 student,In Person,,Living Things and Their Environment (4),Breadth Requirement:,,,,Restricted (R1),Enrolment Controls:,This section is restricted at all times to the following students:,ASSPE1211 SP PHARMACEUTICAL CHEMISTRY  - Year 4,
CHM,Biomolecular Interactions and Thermodynamics I,PHC421H1-S,This course will consider many of the topics presented in the first half in much greater detail including a rigorous examination of the interpretation of experimental data. This course is intended for students whose research or interest is in the thermodynamics of biological molecules. This course is restricted to Pharmaceutical Chemistry specialist program students.,Enrolled as a Year 4 student in the Pharmaceutical Chemistry specialist program.,Prerequisite:,PHM1130H,Exclusion:,Science,Distribution Requirement:,Room,LEC0101,Monday,—,12:00,13:00,Thursday,—,12:00,13:00,HS 705,https://map.utoronto.ca/?id=1809#!m/494459,HS 705,https://map.utoronto.ca/?id=1809#!m/494459,"Chalikian, T.",of  available,10,15,Yes: 0 student,In Person,,Living Things and Their Environment (4),Breadth Requirement:,,,,Restricted (R1),Enrolment Controls:,This section is restricted at all times to the following students:,ASSPE1211 SP PHARMACEUTICAL CHEMISTRY  - Year 4,
CHM,Applications of Quantum Mechanics,CHM423H1-F,"Applications of time independent and time dependent perturbation theory to atomic and molecular problems, selection of topics from WKB approximation and the classical limit; the interaction of light with matter; elementary atomic scattering theory; molecular bonding.",CHM326H1,Prerequisite:,MAT223H1,Recommended Preparation:,Science,Distribution Requirement:,Room,LEC9901,Monday,—,16:00,18:00,,,,,,,,,"Brumer, P.",of  available,5,14,Yes: 0 student,Online - Synchronous (See Delivery Instructions.),,The Physical and Mathematical Universes (5),Breadth Requirement:,Delivery instructions,Note:,Lectures will be delivered online per the meeting schedule and recorded. Students will require the ability to use videoconferencing software through a web browser.,,,,,
CHM,Statistical Mechanics,CHM427H1-S,"Ensemble theory in statistical mechanics. Applications, including imperfect gases and liquid theories. Introduction to non-equilibrium problems.","CHM326H1, CHM328H1",Prerequisite:,Science,Distribution Requirement:,The Physical and Mathematical Universes (5),Breadth Requirement:,Room,LEC0101,Thursday,—,16:00,18:00,,,,,LM 123,https://map.utoronto.ca/?id=1809#!m/494502,,,"Segal, D.",of  available,3,10,Yes: 0 student,In Person,,,,,,,,,,,
CLAS,Independent Studies,GRK428H1-F,Independent Studies. Not eligible for CR/NCR option.,Permission of Department,Prerequisite:,GRK428Y1,Exclusion:,Usually 1 FCE from GRK 300-level courses,Recommended Preparation:,Room,LEC0101,,—,,,,,,,,,,,,of  available,9999,9999,No,In Person,—,Humanities,Distribution Requirement:,,,,Enrol at Department (E),Enrolment Controls:,Enrolment via ACORN is not available. Students must request permission to enrol in this course by contacting the sponsoring department. Please see Timetable Instructions tab for contact information.,,
CLAS,Independent Studies,LAT428H1-F,Independent Studies. Not eligible for CR/NCR option.,Permission of Department,Prerequisite:,LAT428Y1,Exclusion:,Usually 1 FCE from LAT 300-series,Recommended Preparation:,Room,LEC0101,,—,,,,,,,,,,,,of  available,9996,9999,No,In Person,—,Humanities,Distribution Requirement:,,,,Enrol at Department (E),Enrolment Controls:,Enrolment via ACORN is not available. Students must request permission to enrol in this course by contacting the sponsoring department. Please see Timetable Instructions tab for contact information.,,
CLAS,Independent Studies,GRK429H1-S,Independent Studies. Not eligible for CR/NCR option.,Permission of Department,Prerequisite:,Usually 1 FCE from GRK 300-series courses,Recommended Preparation:,Humanities,Distribution Requirement:,Room,LEC0101,,—,,,,,,,,,,,,of  available,9999,9999,No,In Person,—,Creative and Cultural Representations (1),Breadth Requirement:,,,,Enrol at Department (E),Enrolment Controls:,Enrolment via ACORN is not available. Students must request permission to enrol in this course by contacting the sponsoring department. Please see Timetable Instructions tab for contact information.,,
CLAS,Independent Studies,LAT429H1-F,Independent Studies. Not eligible for CR/NCR option.,Permission of Department,Prerequisite:,Usually 1 FCE from LAT 300-series,Recommended Preparation:,Humanities,Distribution Requirement:,Room,LEC0101,,—,,,,,,,,,,,,of  available,9999,9999,No,In Person,—,Creative and Cultural Representations (1),Breadth Requirement:,,,,Enrol at Department (E),Enrolment Controls:,Enrolment via ACORN is not available. Students must request permission to enrol in this course by contacting the sponsoring department. Please see Timetable Instructions tab for contact information.,,
CLAS,Independent Studies,LAT429H1-S,Independent Studies. Not eligible for CR/NCR option.,Permission of Department,Prerequisite:,Usually 1 FCE from LAT 300-series,Recommended Preparation:,Humanities,Distribution Requirement:,Room,LEC0101,,—,,,,,,,,,,,,of  available,9999,9999,No,In Person,—,Creative and Cultural Representations (1),Breadth Requirement:,,,,Enrol at Department (E),Enrolment Controls:,Enrolment via ACORN is not available. Students must request permission to enrol in this course by contacting the sponsoring department. Please see Timetable Instructions tab for contact information.,,
CINE,Advanced Study in Cinema as Social and Cultural Practice,CIN430H1-S,See course description for CIN432H1 listed below.,"At least ten full-course equivalents, including CIN105Y1, CIN201Y1, CIN301Y1/ permission of instructor",Prerequisite:,Humanities,Distribution Requirement:,Creative and Cultural Representations (1),Breadth Requirement:,Room,LEC0101,Tuesday,—,14:00,18:00,,,,,IN 313,https://map.utoronto.ca/?id=1809#!m/494541,,,"Richmond, S.",of  available,0,20,No,In Person (See Delivery Instructions.),,,,Delivery instructions,Note:,This seminar will take place in person.,Enrol at Department (E),Enrolment Controls:,Enrolment via ACORN is not available. Students must request permission to enrol in this course by contacting the sponsoring department. Please see Timetable Instructions tab for contact information.,,
CLAS,Advanced Greek Language Study,GRK430H1-F,"A course designed to enhance language skills. Prose composition, sight translation, stylistic analysis of classical Greek prose.",GRK340H1/GRK341H1/GRK342H1/GRK343H1,Prerequisite:,GRK330H1,Exclusion:,Humanities,Distribution Requirement:,Room,LEC0101,Monday,—,11:00,13:00,Wednesday,—,11:00,13:00,LI 205,https://map.utoronto.ca/?id=1809#!m/494613,LI 205,https://map.utoronto.ca/?id=1809#!m/494613,"Akrigg, B.",of  available,13,15,Yes: 0 student,In Person,,Creative and Cultural Representations (1),Breadth Requirement:,,,,,,,,
CLAS,Advanced Latin Language Study,LAT430H1-S,"A course designed to enhance language skills. Prose composition, sight translation, stylistic analysis of Latin prose.",LAT340H1/LAT341H1/LAT342H1/LAT343H1,Prerequisite:,LAT330H1,Exclusion:,Humanities,Distribution Requirement:,Room,LEC0101,Thursday,—,09:00,12:00,,,,,NF 009,https://map.utoronto.ca/?id=1809#!m/494600,,,"Welsh, J.",of  available,8,15,Yes: 0 student,In Person,,Creative and Cultural Representations (1),Breadth Requirement:,,,,,,,,
CHM,Recent Developments in Dosage Form Design,PHC430H1-F,Introduction to controlled drug delivery: Mechanisms and kinetics of controlled drug release. Fundamental theories and mathematical tools for the design of modern dosage forms. Development and applications of controlled drug delivery dosage forms. This course is restricted to Pharmaceutical Chemistry specialist program students.,Enrolled as a Year 4 student in the Pharmaceutical Chemistry specialist program.,Prerequisite:,"PHM324H1, PHM1109H",Exclusion:,"PHC230H1, PHC330H1,PHC340Y1.",Recommended Preparation:,Room,LEC0101,Thursday,—,14:00,16:00,,,,,SS 2106,https://map.utoronto.ca/?id=1809#!m/494510,,,"Lee, P.",of  available,17,20,No,In Person,,Science,Distribution Requirement:,,,,Restricted (R1),Enrolment Controls:,This section is restricted at all times to the following students:,ASSPE1211 SP PHARMACEUTICAL CHEMISTRY  - Year 4,
