resultDept,pbot15,hiCC,legendControl,extraTxt,extraTxt 2,extraTxt 3,extraTxt 4,extraTxt 5,extraTxt 6,extraTxt 7,extraTxt 8,extraTxt 9,extraTxt 10,extraTxt 11,extraTxt 12,headerSect 3,colCode,weekDay,weekDay 2,colInst,colAvail,numCurr,numTot,numWait,onlineMeeting,legendControl 3,legendControl 4,enConDesc,enConList,enConList 2,enConList 3,enConList 4,enConList 5,extraTxt 13,legendControl 7,extraTxt 16,headerSect 15,alignC,weekDay 55,dayInfo 94,dayInfo 95,dayInfo 96,weekDay href 22
RLG,Readings in Buddhist Texts,RLG465H1-S,,,,Course Description:,"An advanced study of select Buddhist texts with a focus on issues of translation, interpretation, commentarial approaches, narrative strategies, as well as issues related to the production, circulation, and consumption of these works. Themes and texts will vary by year; consult the departmental website for this year’s course description.",Reading knowledge of Sanskrit/Pali/Tibetan or Chinese; permission of instructor,Prerequisite:,Humanities,Distribution Requirement:,Creative and Cultural Representations (1),Breadth Requirement:,,,Room,LEC0101,,,,,,,,,,,,,,,,,,,,Subtitle,—,,,,,
POL,Topics in International Politics III,POL466H1-S,Timetable instructions,Note:,Delivery Method:  IN PERSON,Course Description:,"For advanced students of international relations. Various topics are taken up each year, the content of which depends on the instructor.",POL208H1/POL208Y1/POL209H5/POLB80H3,Prerequisite:,Social Science,Distribution Requirement:,Society and its Institutions (3),Breadth Requirement:,,,Room,LEC0101,Tuesday,TC 24,"Ahmad, A.",of  available,0,15,Yes: 4 students,In Person (See Delivery Instructions.),Priority (P),Enrolment Controls:,"Priority enrolment is given to the groups of students listed below until July 28. NOTE: Spaces for each priority group in this course are not equal, and each priority group has its own waitlist until July 28. As of July 30, the waitlists for each priority group merge into one, and your rank on the waitlist may change; this is also when other Arts & Science students can begin to enrol. Beginning August 4, other downtown campus students can enrol in this section. There is no course enrolment on August 5. UTM/UTSC students can enrol in this section starting August 6. The following groups of students are given priority access until July 28:",ASMAJ2015 MA POLITICAL SCIENCE  - Year 4,ASSPE1469 SP INTERNATIONAL RELATIONS  - Year 4,ASSPE2015 SP POLITICAL SCIENCE  - Year 4,SCSPE2015 Political Science - Specialist  - Year 4,SCSPE2540 IDS (co-op) - Specialist  - Year 4,Seminar will be delivered in person.,Delivery instructions,Note:,Subtitle,,OI 3312,—,10:00,12:00,https://map.utoronto.ca/?id=1809#!m/494563
RLG,Special Topics in Buddhism,RLG468H1-S,,,,Course Description:,Advanced study of specialized topics in Buddhist Studies,Permission of instructor,Prerequisite:,RLG206Y1Y,Recommended Preparation:,Humanities,Distribution Requirement:,Creative and Cultural Representations (1),Breadth Requirement:,Room,LEC0101,Monday,,"Garrett, F.",of  available,6,12,No,In Person,Enrol at Department (E),Enrolment Controls:,Enrolment via ACORN is not available. Students must request permission to enrol in this course by contacting the sponsoring department. Please see Timetable Instructions tab for contact information.,,,,,,,,,Subtitle,,JH 213,—,14:00,16:00,https://map.utoronto.ca/?id=1809#!m/494560
LIN,Advanced Psycholinguistics,JLP471H1-S,,,,Course Description:,"Seminar in advanced topics in psycholinguistics. Content varies from year to year. (Sponsored by the Departments of Linguistics and Psychology, but administered solely by the Dept. of Linguistics).",JLP374H1,Prerequisite:,Science,Distribution Requirement:,"Thought, Belief and Behaviour (2)",Breadth Requirement:,,,Room,LEC0101,Thursday,,"Heller, D.",of  available,0,20,Yes: 7 students,In Person,Priority (P),Enrolment Controls:,"Priority enrolment is given to the groups of students listed below until July 28. There is no course enrolment on July 29. Beginning July 30, all other Arts & Science students can enrol in this section. UTM/UTSC students can enrol in this section starting August 6. The following groups of students are given priority access until July 28:",LINGUISTICS    Major (Faculty of Arts and Science),LINGUISTICS    Specialist (Faculty of Arts and Science),"LINGUISTICS    Major (John H. Daniels Faculty of Architecture, Landscape, & Design)","LINGUISTICS    Specialist (John H. Daniels Faculty of Architecture, Landscape, & Design)",ASMAJ1160 MA PSYCHOLOGY,,,,,,SS 2101,—,10:00,12:00,https://map.utoronto.ca/?id=1809#!m/494510
PSY,Seminar in Cognition,PSY471H1-F,Timetable instructions,Note:,"Enrolment priority for this course is given to Psychology Specialists and Research Specialists. After the priority period has ended, students must contact the Undergraduate Administrator to be enrolled directly into the course or added to the waitlist by emailing psy.undergrad@utoronto.ca.",Course Description:,An in-depth examination of current research and selected topics in cognitive psychology. Content in any given year depends on the instructor. Course capacity is limited to 20 students and enrolment priority is given to PSY Specialists and Research Specialists. There may be additional prerequisites based on the seminar topic given.,"PSY202H1/ECO220Y1/SOC252H1/STA221H1/PSY202H5/STA221H5/PSYC08H3/STAB27H3/STAC32H3, and PSY270H1/PSY270H5/PSYB57H3/COG250Y1",Prerequisite:,PSY471H5/PSYD50H3,Exclusion:,Science,Distribution Requirement:,"Thought, Belief and Behaviour (2)",Breadth Requirement:,Room,LEC0101,Monday,,"Mack, M.",of  available,1,20,No,In Person,"Priority, then Enrol at Department (PE)",Enrolment Controls:,"Priority enrolment on ACORN is given to the groups of students listed below until July 28. There is no course enrolment on July 29. Beginning July 30, all students must request permission to enrol in this section by contacting the sponsoring department. Please see Timetable Instructions tab for contact information. The following groups of students are given priority access on ACORN until July 28:",ASSPE1160 SP PSYCHOLOGY,ASSPE1958 SP PSYCHOLOGY RESEARCH(THESIS),,,,,,,Subtitle,,BL 312,—,13:00,15:00,https://map.utoronto.ca/?id=1809#!m/494536
PSY,Seminar in Cognition,PSY471H1-S,Timetable instructions,Note:,"Enrolment priority for this course is given to Psychology Specialists and Research Specialists. After the priority period has ended, students must contact the Undergraduate Administrator to be enrolled directly into the course or added to the waitlist by emailing psy.undergrad@utoronto.ca.",Course Description:,An in-depth examination of current research and selected topics in cognitive psychology. Content in any given year depends on the instructor. Course capacity is limited to 20 students and enrolment priority is given to PSY Specialists and Research Specialists. There may be additional prerequisites based on the seminar topic given.,"PSY202H1/ECO220Y1/SOC252H1/STA221H1/PSY202H5/STA221H5/PSYC08H3/STAB27H3/STAC32H3, and PSY270H1/PSY270H5/PSYB57H3/COG250Y1",Prerequisite:,PSY471H5/PSYD50H3,Exclusion:,Science,Distribution Requirement:,"Thought, Belief and Behaviour (2)",Breadth Requirement:,Room,LEC0101,Monday,BL 312,"Finn, A.",of  available,0,20,No,In Person,"Priority, then Enrol at Department (PE)",Enrolment Controls:,"Priority enrolment on ACORN is given to the groups of students listed below until July 28. There is no course enrolment on July 29. Beginning July 30, all students must request permission to enrol in this section by contacting the sponsoring department. Please see Timetable Instructions tab for contact information. The following groups of students are given priority access on ACORN until July 28:",ASSPE1160 SP PSYCHOLOGY,ASSPE1958 SP PSYCHOLOGY RESEARCH(THESIS),ASSPE1160 SP PSYCHOLOGY,ASSPE1958 SP PSYCHOLOGY RESEARCH(THESIS),ASSPE1160 SP PSYCHOLOGY,,,,Subtitle,,SS 2101,—,12:00,14:00,https://map.utoronto.ca/?id=1809#!m/494510
POL,The Comparative Political Economy of Industrial Societies,POL472H1-F,Timetable instructions,Note:,Delivery Method:  IN PERSON,Course Description:,"Topics discussed will include the historical origins of advanced capitalist political economies, the 'Varieties of Capitalism' debate, current trajectories of different political economies, labour politics and regulation, the politics of macro-economic policy, the political economy of growth, and Canada's political economy.",POL224H1/POL224Y1,Prerequisite:,Social Science,Distribution Requirement:,Society and its Institutions (3),Breadth Requirement:,,,Room,LEC0101,Thursday,,"Haddow, R.",of  available,1,15,Yes: 0 student,In Person (See Delivery Instructions.),Priority (P),Enrolment Controls:,"Priority enrolment is given to the groups of students listed below until July 28. NOTE: Spaces for each priority group in this course are not equal, and each priority group has its own waitlist until July 28. As of July 30, the waitlists for each priority group merge into one, and your rank on the waitlist may change; this is also when other Arts & Science students can begin to enrol. Beginning August 4, other downtown campus students can enrol in this section. There is no course enrolment on August 5. UTM/UTSC students can enrol in this section starting August 6. The following groups of students are given priority access until July 28:",ASMAJ2015 MA POLITICAL SCIENCE  - Year 4,ASSPE1469 SP INTERNATIONAL RELATIONS  - Year 4,ASSPE2015 SP POLITICAL SCIENCE  - Year 4,,,Seminar will be delivered in person.,Delivery instructions,Note:,,,LA 213,—,14:00,16:00,https://map.utoronto.ca/?id=1809#!m/494544
PSY,Social Cognitive Neuroscience,PSY473H1-F,,,,Course Description:,"Social cognitive neuroscience is an emerging interdisciplinary field that seeks to integrate theories of social psychology and cognitive neuroscience to understand behaviour at three fundamentally interrelated levels of analysis (social, cognitive, and neural). Topics such as self-regulation, cooperation, decision-making, emotion, morality, and prejudice will be examined in this lecture course.","PSY201H1/ECO220Y1/EEB225H1/GGR270H1/POL222H1/SOC202H1/STA220H1/STA238H1/STA248H1/STA288H1/PSY201H5/STA215H5/STA220H5/PSYB07H3/STAB22H3/STAB23H3/STAB57H3, and PSY270H1/PSY270H5/PSYB57H3/COG250Y1 or PSY290H1/PSY290H5/PSYB64H3/HMB200H1/PSL300H1",Prerequisite:,PSY353H5/PSYD17H3,Exclusion:,"PSY220H1/PSY220H5/PSYB10H3/SOC213H1, PSY326H1",Recommended Preparation:,Science,Distribution Requirement:,Room,LEC0101,Monday,,"Cunningham, W.",of  available,0,50,Yes: 0 student,In Person,Priority (P),Enrolment Controls:,"Priority enrolment is given to the groups of students listed below until July 28. There is no course enrolment on July 29. Beginning July 30, all other Arts & Science students can enrol in this section. UTM/UTSC students can enrol in this section starting August 6. The following groups of students are given priority access until July 28:",ASMAJ1160 MA PSYCHOLOGY,ASMAJ1445 MA COGNITIVE SCIENCE(ARTS),ASMAJ1445A MA COG SCI: ARTS - PERC&ATTEN,ASMAJ1445B MA COG SCI: ARTS - LANG & COG,ASMAJ1445C MA COG SCI: ARTS - THINK&REAS,,,,,,SS 1084,—,10:00,13:00,https://map.utoronto.ca/?id=1809#!m/494510
POL,Politics and Policy Analysis,POL474H1-F,Timetable instructions,Note:,Delivery Method:  IN PERSON,Course Description:,Major theories of public policy-making and related approaches to policy analysis are examined from the perspective of political science. Key contributions to the theoretical literature pertaining to leading models are read and discussed. Models of public policy-making are successively applied to analysis of cases of Canadian and comparative policy development.,POL214H1/POL214Y1/POL215H5/POL216H5/POL224H1/POL224Y1/POLB50Y3,Prerequisite:,Social Science,Distribution Requirement:,Society and its Institutions (3),Breadth Requirement:,,,Room,LEC0101,Wednesday,,"Craft, J.",of  available,0,15,Yes: 0 student,In Person (See Delivery Instructions.),Priority (P),Enrolment Controls:,"Priority enrolment is given to the groups of students listed below until July 28. There is no course enrolment on July 29. Beginning July 30, all other Arts & Science students can enrol in this section. UTM/UTSC students can enrol in this section starting August 6. The following groups of students are given priority access until July 28:",ASMAJ2015 MA POLITICAL SCIENCE  - Year 4,ASSPE2015 SP POLITICAL SCIENCE  - Year 4,,,,Seminar will be delivered in person.,Delivery instructions,Note:,,,BL 113,—,10:00,12:00,https://map.utoronto.ca/?id=1809#!m/494536
RLG,Sanskrit Readings (1),RLG474H1-F,,,,Course Description:,"This course will have students read choice pieces of South Asian literature. While tackling a text in Sanskrit from a major literary tradition, Buddhist or Hindu, and discussing its content and context, students will learn strategies for translating and interpreting Sanskrit literature.",Intermediate Sanskrit,Prerequisite:,Humanities,Distribution Requirement:,Creative and Cultural Representations (1),Breadth Requirement:,,,Room,LEC0101,Tuesday,,"Raman, S.",of  available,9,10,No,In Person,Enrol at Department (E),Enrolment Controls:,Enrolment via ACORN is not available. Students must request permission to enrol in this course by contacting the sponsoring department. Please see Timetable Instructions tab for contact information.,,,,,,,,,,,JH 319,—,13:00,16:00,https://map.utoronto.ca/?id=1809#!m/494560
POL,Postmodern and Contemporary Thought,POL475H1-F,Timetable instructions,Note:,Delivery Method:  IN PERSON,Course Description:,"Study of postmodern and contemporary themes. Beginning with political economy, then the effect of technology on politics, a discussion of Western colonialism leading to a revised concept of social relations. Social contract theory will be analyzed through a natural contract as well as examination of individualism and the posthuman.",POL475Y1,Exclusion:,POL200Y1 and POL320Y1,Recommended Preparation:,Social Science,Distribution Requirement:,"Thought, Belief and Behaviour (2)",Breadth Requirement:,Room,LEC0101,Monday,,"Cook, D.",of  available,1,15,Yes: 0 student,In Person (See Delivery Instructions.),Priority (P),Enrolment Controls:,"Priority enrolment is given to the groups of students listed below until July 28. There is no course enrolment on July 29. Beginning July 30, all other Arts & Science students can enrol in this section. UTM/UTSC students can enrol in this section starting August 6. The following groups of students are given priority access until July 28:",ASMAJ2015 MA POLITICAL SCIENCE  - Year 4,ASSPE2015 SP POLITICAL SCIENCE  - Year 4,,,,Seminar will be delivered in person.,Delivery instructions,Note:,,,BC 20,—,10:00,12:00,https://map.utoronto.ca/?id=1809#!m/494604
PSY,Attention and Performance,PSY475H1-F,,,,Course Description:,"This lecture course discusses a range of topics in visual cognition and human performance. Topics covered may include attention, working memory, spatial cognition, the processing of features and objects, and cognitive motor control in eye and limb movements.","PSY201H1/ECO220Y1/EEB225H1/GGR270H1/POL222H1/SOC202H1/STA220H1/STA238H1/STA248H1/STA288H1/PSY201H5/STA215H5/STA220H5/PSYB07H3/STAB22H3/STAB23H3/STAB57H3, and PSY270H1/PSY270H5/PSYB57H3/COG250Y1 or PSY280H1/PSY280H5/PSYB51H3",Prerequisite:,PSYC52H3,Exclusion:,Science,Distribution Requirement:,"Thought, Belief and Behaviour (2)",Breadth Requirement:,Room,LEC0101,Wednesday,,"Cochrane, B.",of  available,3,50,Yes: 0 student,In Person,Priority (P),Enrolment Controls:,"Priority enrolment is given to the groups of students listed below until July 28. There is no course enrolment on July 29. Beginning July 30, all other Arts & Science students can enrol in this section. UTM/UTSC students can enrol in this section starting August 6. The following groups of students are given priority access until July 28:",ASFOC1540G FOC COGNITIVE PSYCHOLOGY,ASFOC2270G FOC COGNITIVE PSYCHOLOGY,ASMAJ1160 MA PSYCHOLOGY,ASMAJ1445 MA COGNITIVE SCIENCE(ARTS),ASMAJ1445A MA COG SCI: ARTS - PERC&ATTEN,,,,,,RW 143,—,15:00,18:00,https://map.utoronto.ca/?id=1809#!m/494515
POL,Advanced Topics in International Political Economy,POL477H1-F,Timetable instructions,Note:,Delivery Method:  IN PERSON,Course Description:,"The course is designed for advanced students with serious interests in the subfield of international political economy. Specific topics covered will vary, but all involve the deep interplay between politics and economics in the contemporary world.","POL208H1/POL208Y1/POL209H5/POLB80H3/POLB81H3; ECO100Y/(ECO101H1, ECO102H1)",Prerequisite:,Social Science,Distribution Requirement:,Society and its Institutions (3),Breadth Requirement:,,,Room,LEC0101,Wednesday,,"Nieman, M.",of  available,2,25,Yes: 0 student,In Person (See Delivery Instructions.),Priority (P),Enrolment Controls:,"Priority enrolment is given to the groups of students listed below until July 28. NOTE: Spaces for each priority group in this course are not equal, and each priority group has its own waitlist until July 28. As of July 30, the waitlists for each priority group merge into one, and your rank on the waitlist may change; this is also when other Arts & Science students can begin to enrol. Beginning August 4, other downtown campus students can enrol in this section. There is no course enrolment on August 5. UTM/UTSC students can enrol in this section starting August 6. The following groups of students are given priority access until July 28:",ASMAJ2015 MA POLITICAL SCIENCE  - Year 4,ASSPE1469 SP INTERNATIONAL RELATIONS  - Year 4,ASSPE2015 SP POLITICAL SCIENCE  - Year 4,,,Seminar will be delivered in person.,Delivery instructions,Note:,Subtitle,,BL 113,—,12:00,14:00,https://map.utoronto.ca/?id=1809#!m/494536
POL,Topics in Political Thought I,POL484H1-F,Timetable instructions,Note:,Delivery Method:,Course Description:,A seminar on a central problem in political thought. It proceeds through the reading of a small number of major texts. Content in any given year depends on instructor.,"POL200Y1/POL200Y5/(POLC70H3, POLC71H3)",Prerequisite:,Social Science,Distribution Requirement:,"Thought, Belief and Behaviour (2)",Breadth Requirement:,,,Room,LEC0101,Monday,UC 148,"Williams, M.",of  available,0,15,Yes: 0 student,In Person (See Delivery Instructions.),Priority (P),Enrolment Controls:,"Priority enrolment is given to the groups of students listed below until July 28. There is no course enrolment on July 29. Beginning July 30, all other Arts & Science students can enrol in this section. UTM/UTSC students can enrol in this section starting August 6. The following groups of students are given priority access until July 28:",ASMAJ2015 MA POLITICAL SCIENCE  - Year 4,ASSPE2015 SP POLITICAL SCIENCE  - Year 4,ASMAJ2015 MA POLITICAL SCIENCE  - Year 4,ASSPE2015 SP POLITICAL SCIENCE  - Year 4,,LEC0101:  IN PERSON,Delivery instructions,Note:,Subtitle,,LA 340,—,14:00,17:00,https://map.utoronto.ca/?id=1809#!m/494544
POL,Topics in Political Thought I,POL484H1-S,Timetable instructions,Note:,Delivery Method:,Course Description:,A seminar on a central problem in political thought. It proceeds through the reading of a small number of major texts. Content in any given year depends on instructor.,"POL200Y1/POL200Y5/(POLC70H3, POLC71H3)",Prerequisite:,Social Science,Distribution Requirement:,"Thought, Belief and Behaviour (2)",Breadth Requirement:,,,Room,LEC0101,Thursday,,"Kingston, R.",of  available,5,15,Yes: 0 student,In Person (See Delivery Instructions.),Priority (P),Enrolment Controls:,"Priority enrolment is given to the groups of students listed below until July 28. There is no course enrolment on July 29. Beginning July 30, all other Arts & Science students can enrol in this section. UTM/UTSC students can enrol in this section starting August 6. The following groups of students are given priority access until July 28:",ASMAJ2015 MA POLITICAL SCIENCE  - Year 4,ASSPE2015 SP POLITICAL SCIENCE  - Year 4,,,,LEC0101:  IN PERSON,Delivery instructions,Note:,Subtitle,—,UC D301,—,14:00,16:00,https://map.utoronto.ca/?id=1809#!m/494517
POL,Topics in Political Thought II,POL485H1-F,Timetable instructions,Note:,Delivery Method:  IN PERSON,Course Description:,A seminar on a central problem in political thought. It proceeds through the reading of a small number of major texts. Content in any given year depends on instructor.,"POL200Y1/POL200Y5/(POLC70H3, POLC71H3)",Prerequisite:,Social Science,Distribution Requirement:,"Thought, Belief and Behaviour (2)",Breadth Requirement:,,,Room,LEC0101,,,,,,,,,,,,,,,,,Seminar will be delivered in person.,Delivery instructions,Note:,Subtitle,—,,,,,
POL,Topics in Political Thought II,POL485H1-S,Timetable instructions,Note:,Delivery Method:  IN PERSON,Course Description:,A seminar on a central problem in political thought. It proceeds through the reading of a small number of major texts. Content in any given year depends on instructor.,"POL200Y1/POL200Y5/(POLC70H3, POLC71H3)",Prerequisite:,Social Science,Distribution Requirement:,"Thought, Belief and Behaviour (2)",Breadth Requirement:,,,Room,LEC0101,Thursday,,"Sabl, A.",of  available,0,15,Yes: 0 student,In Person (See Delivery Instructions.),Priority (P),Enrolment Controls:,"Priority enrolment is given to the groups of students listed below until July 28. There is no course enrolment on July 29. Beginning July 30, all other Arts & Science students can enrol in this section. UTM/UTSC students can enrol in this section starting August 6. The following groups of students are given priority access until July 28:",ASMAJ2015 MA POLITICAL SCIENCE  - Year 4,ASSPE2015 SP POLITICAL SCIENCE  - Year 4,,,,Seminar will be delivered in person.,Delivery instructions,Note:,Subtitle,,BL 113,—,09:00,11:00,https://map.utoronto.ca/?id=1809#!m/494536
POL,Topics in International Politics I,POL486H1-F,Timetable instructions,Note:,Delivery Method:  IN PERSON,Course Description:,"For advanced students of international relations. Various topics are taken up each year, the content of which depends on the instructor.",POL208H1/POL208Y1/POL209H5/POLB80H3,Prerequisite:,Social Science,Distribution Requirement:,Society and its Institutions (3),Breadth Requirement:,,,Room,LEC5101,Thursday,,"Ahmed, K.",of  available,1,24,Yes: 0 student,In Person (See Delivery Instructions.),Priority (P),Enrolment Controls:,"Priority enrolment is given to the groups of students listed below until July 28. NOTE: Spaces for each priority group in this course are not equal, and each priority group has its own waitlist until July 28. As of July 30, the waitlists for each priority group merge into one, and your rank on the waitlist may change; this is also when other Arts & Science students can begin to enrol. Beginning August 4, other downtown campus students can enrol in this section. There is no course enrolment on August 5. UTM/UTSC students can enrol in this section starting August 6. The following groups of students are given priority access until July 28:",ASMAJ2015 MA POLITICAL SCIENCE  - Year 4,"ASSPE1228 SP PEACE, CONFLICT & JUSTICE  - Year 4",ASSPE1469 SP INTERNATIONAL RELATIONS  - Year 4,ASSPE2015 SP POLITICAL SCIENCE  - Year 4,,Seminar will be delivered in person.,Delivery instructions,Note:,Subtitle,,BL 113,—,18:00,20:00,https://map.utoronto.ca/?id=1809#!m/494536
POL,Topics in International Politics I,POL486H1-S,Timetable instructions,Note:,Delivery Method:,Course Description:,"For advanced students of international relations. Various topics are taken up each year, the content of which depends on the instructor.",POL208H1/POL208Y1/POL209H5/POLB80H3,Prerequisite:,Social Science,Distribution Requirement:,Society and its Institutions (3),Breadth Requirement:,,,Room,LEC0101,Monday,UC D301,"Compaore, N.",of  available,0,15,Yes: 0 student,In Person (See Delivery Instructions.),Priority (P),Enrolment Controls:,"Priority enrolment is given to the groups of students listed below until July 28. NOTE: Spaces for each priority group in this course are not equal, and each priority group has its own waitlist until July 28. As of July 30, the waitlists for each priority group merge into one, and your rank on the waitlist may change; this is also when other Arts & Science students can begin to enrol. Beginning August 4, other downtown campus students can enrol in this section. There is no course enrolment on August 5. UTM/UTSC students can enrol in this section starting August 6. The following groups of students are given priority access until July 28:",ASMAJ2015 MA POLITICAL SCIENCE  - Year 4,"ASSPE1228 SP PEACE, CONFLICT & JUSTICE  - Year 4",ASSPE1469 SP INTERNATIONAL RELATIONS  - Year 4,ASSPE2015 SP POLITICAL SCIENCE  - Year 4,ASSPE2015 SP POLITICAL SCIENCE  - Year 4,LEC0101:  IN PERSON,Delivery instructions,Note:,Subtitle,—,BL 113,—,12:00,14:00,https://map.utoronto.ca/?id=1809#!m/494536
POL,Topics in International Politics II,POL487H1-F,Timetable instructions,Note:,Delivery Method:  IN PERSON,Course Description:,"For advanced students of international relations. Various topics are taken up each year, the content of which depends on the instructor.",POL208H1/POL208Y1/POL209H5/POLB80H3,Prerequisite:,Social Science,Distribution Requirement:,Society and its Institutions (3),Breadth Requirement:,,,Room,LEC0101,Monday,,"Green, J.",of  available,0,15,Yes: 0 student,In Person (See Delivery Instructions.),Priority (P),Enrolment Controls:,"Priority enrolment is given to the groups of students listed below until July 28. NOTE: Spaces for each priority group in this course are not equal, and each priority group has its own waitlist until July 28. As of July 30, the waitlists for each priority group merge into one, and your rank on the waitlist may change; this is also when other Arts & Science students can begin to enrol. Beginning August 4, other downtown campus students can enrol in this section. There is no course enrolment on August 5. UTM/UTSC students can enrol in this section starting August 6. The following groups of students are given priority access until July 28:",ASMAJ2015 MA POLITICAL SCIENCE  - Year 4,"ASSPE1228 SP PEACE, CONFLICT & JUSTICE  - Year 4",ASSPE1469 SP INTERNATIONAL RELATIONS  - Year 4,ASSPE2015 SP POLITICAL SCIENCE  - Year 4,,Seminar will be delivered in person.,Delivery instructions,Note:,Subtitle,,SS 1078,—,12:00,14:00,https://map.utoronto.ca/?id=1809#!m/494510
POL,Topics in International Politics II,POL487H1-S,Timetable instructions,Note:,Delivery Method:  IN PERSON,Course Description:,"For advanced students of international relations. Various topics are taken up each year, the content of which depends on the instructor.",POL208H1/POL208Y1/POL209H5/POLB80H3,Prerequisite:,Social Science,Distribution Requirement:,Society and its Institutions (3),Breadth Requirement:,,,Room,LEC0101,Monday,SS 2114,"Gilady, L.",of  available,0,15,Yes: 6 students,In Person (See Delivery Instructions.),Priority (P),Enrolment Controls:,"Priority enrolment is given to the groups of students listed below until July 28. NOTE: Spaces for each priority group in this course are not equal, and each priority group has its own waitlist until July 28. As of July 30, the waitlists for each priority group merge into one, and your rank on the waitlist may change; this is also when other Arts & Science students can begin to enrol. Beginning August 4, other downtown campus students can enrol in this section. There is no course enrolment on August 5. UTM/UTSC students can enrol in this section starting August 6. The following groups of students are given priority access until July 28:",ASMAJ2015 MA POLITICAL SCIENCE  - Year 4,"ASSPE1228 SP PEACE, CONFLICT & JUSTICE  - Year 4",ASSPE1469 SP INTERNATIONAL RELATIONS  - Year 4,ASSPE2015 SP POLITICAL SCIENCE  - Year 4,ASMAJ2015 MA POLITICAL SCIENCE  - Year 4,Seminar will be delivered in person.,Delivery instructions,Note:,Subtitle,,SS 1078,—,14:00,16:00,https://map.utoronto.ca/?id=1809#!m/494510
POL,Topics in Canadian Politics I,POL490H1-F,Timetable instructions,Note:,Delivery Method:,Course Description:,Examines in depth enduring and emerging issues in Canadian politics. Content in any given year depends on instructor.,POL214H1/POL214Y1/POL215H5/POL216H5/POL224H1/POL224Y1/POLB50Y3; 1.0 other POL credit in Canadian politics. See the Department's website http://politics.utoronto.ca/undergraduate/courses/fallwinter-timetable/ for POL courses by area group.,Prerequisite:,Social Science,Distribution Requirement:,Society and its Institutions (3),Breadth Requirement:,,,Room,LEC0101,Tuesday,—,"LeDuc, L.",of  available,3,15,Yes: 0 student,In Person (See Delivery Instructions.),Priority (P),Enrolment Controls:,"Priority enrolment is given to the groups of students listed below until July 28. There is no course enrolment on July 29. Beginning July 30, all other Arts & Science students can enrol in this section. UTM/UTSC students can enrol in this section starting August 6. The following groups of students are given priority access until July 28:",ASMAJ2015 MA POLITICAL SCIENCE  - Year 4,ASSPE2015 SP POLITICAL SCIENCE  - Year 4,ASMAJ2015 MA POLITICAL SCIENCE  - Year 4,ASSPE2015 SP POLITICAL SCIENCE  - Year 4,,LEC0101:  IN PERSON,Delivery instructions,Note:,Subtitle,,AH 306,—,10:00,12:00,https://map.utoronto.ca/?id=1809#!m/494578
PSY,Seminar in Behavioural Neuroscience,PSY490H1-F,,,,Course Description:,"An in-depth examination of current issues in behavioural neuroscience (e.g. activity of neurons, sensory, motor, motivational, and higher cortical systems.). Content in any given year depends on instructor. Course capacity is limited to 20 students and enrolment priority is given to PSY Specialists and Research Specialists.","PSY202H1/ECO220Y1/SOC252H1/STA221H1/PSY202H5/STA221H5/PSYC08H3/STAB27H3/STAC32H3, and PSY290H1/PSY290H5/PSYB64H3/HMB200H1/PSL300H1",Prerequisite:,PSY490H5/PSYD66H3,Exclusion:,Science,Distribution Requirement:,Living Things and Their Environment (4),Breadth Requirement:,Room,LEC0101,Tuesday,,"Ralph, M.",of  available,7,20,Yes: 0 student,In Person,"Priority, then Enrol at Department (PE)",Enrolment Controls:,"Priority enrolment on ACORN is given to the groups of students listed below until July 28. There is no course enrolment on July 29. Beginning July 30, all students must request permission to enrol in this section by contacting the sponsoring department. Please see Timetable Instructions tab for contact information. The following groups of students are given priority access on ACORN until July 28:",ASSPE1160 SP PSYCHOLOGY,ASSPE1958 SP PSYCHOLOGY RESEARCH(THESIS),,,,,,,Subtitle,,BL 312,—,15:00,17:00,https://map.utoronto.ca/?id=1809#!m/494536
PSY,Seminar in Behavioural Neuroscience,PSY490H1-S,Timetable instructions,Note:,"Enrolment priority for this course is given to Psychology Specialists and Research Specialists. After the priority period has ended, students must contact the Undergraduate Administrator to be enrolled directly into the course or added to the waitlist by emailing psy.undergrad@utoronto.ca.",Course Description:,"An in-depth examination of current issues in behavioural neuroscience (e.g. activity of neurons, sensory, motor, motivational, and higher cortical systems.). Content in any given year depends on instructor. Course capacity is limited to 20 students and enrolment priority is given to PSY Specialists and Research Specialists.","PSY202H1/ECO220Y1/SOC252H1/STA221H1/PSY202H5/STA221H5/PSYC08H3/STAB27H3/STAC32H3, and PSY290H1/PSY290H5/PSYB64H3/HMB200H1/PSL300H1",Prerequisite:,PSY490H5/PSYD66H3,Exclusion:,Science,Distribution Requirement:,Living Things and Their Environment (4),Breadth Requirement:,Room,LEC0101,Friday,,"Kim, J.",of  available,0,20,No,In Person,"Priority, then Enrol at Department (PE)",Enrolment Controls:,"Priority enrolment on ACORN is given to the groups of students listed below until July 28. There is no course enrolment on July 29. Beginning July 30, all students must request permission to enrol in this section by contacting the sponsoring department. Please see Timetable Instructions tab for contact information. The following groups of students are given priority access on ACORN until July 28:",ASSPE1160 SP PSYCHOLOGY,ASSPE1958 SP PSYCHOLOGY RESEARCH(THESIS),,,,,,,Subtitle,,BL 312,—,13:00,15:00,https://map.utoronto.ca/?id=1809#!m/494536
